Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);;;;;;;;;;;;;;;
1824;12;1824/03/20;1425;211;BELLES-LETTRES;Théâtre;Français;L'Ecole des vieillards, comédie en cinq actes et en vers. Par M. Casimir Delavigne, représentée le 6 décembre 1823, par les comédiens ordinaires du Roi. Cinquième édition, revue et corrigée;Casimir Delavigne;http://ark.bnf.fr/ark:/12148/cb12052639n;http://ark.bnf.fr/ark:/12148/cb38659683w;;;;;;;12;;192;;16;In-8°;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;Pinard;Paris;Ladvocat;Paris;Barba;Paris;;;;;;;;;;;;;;;"""y compris 8 pages de catalogue.""
""(Mars 1824)""";;;;;;;;;;;;;;;;
1824;12;1824/03/20;1426;213;BELLES-LETTRES;Théâtre;Français;"Le mauvais Sujet, comédie en un acte, mêlée de couplets, tirée du roman de Léonide ; par MM. Frédéric et Edmond Cordier ; représentée sur le théâtre de la Porte-Saint-Martin, le 4 mars 1824.";"M. Frédéric;M. Edmond Cordier";"http://ark.bnf.fr/ark:/12148/cb13006026q;http://ark.bnf.fr/ark:/12148/cb13481166c";http://ark.bnf.fr/ark:/12148/cb30378836g;"Collectif;Pseudonyme masculin";;;;;;2;1/2;40;;16;In-8°;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;"Frédéric est le pseudonyme de Frédéric Dupetit-Méré : https://catalogue.bnf.fr/ark:/12148/cb13006026q
Cordier est une erreur (de l'imprimeur, non du bibliographe) pour Crosnier, comme Beuchot le relèvera dans une notice ultérieure.";;;;;;;;;;;;;;;
1824;12;1824/03/20;1427;214;BELLES-LETTRES;Théâtre;Français;"Les Meuniers, folie ballet-pantomime ou les rendez-vous nocturnes, folie ballet-pantomime en deux actes, par M. Blache ; représentée sur le théâtre de la Porte-Saint-Martin";M. Blache;http://ark.bnf.fr/ark:/12148/cb146557405;http://ark.bnf.fr/ark:/12148/cb30108974h;;;;;;;;1/2;8;;16;In-8°;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;Cordier fils;Paris;Quoy;Paris;Barba;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1428;204;BELLES-LETTRES;Poétique et Poésie;Français;Le Troubadour, recueil de chansons inédites;J. B. Gougé;http://ark.bnf.fr/ark:/12148/cb10216268b;http://ark.bnf.fr/ark:/12148/cb305268547;;;;;;;5;;180;;36;In-18;;une planche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Boucher;Paris;chez l'auteur;rue de la Boule-Rouge, n. 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1429;203;BELLES-LETTRES;Poétique et Poésie;Français;Aux électeurs de l’Oise;;;http://ark.bnf.fr/ark:/12148/cb30018788p;Anonyme;;;;;;;1/2;8;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chaignieau fils aîné;Paris;;;;;;;;;;;;;;;;;;;"""En vers.""";;;;;;;;;;;;;;;;
1824;12;1824/03/20;1433;221;BELLES-LETTRES;Romans et Contes;Français;Le Courage religieux, ou précis des événemens malheureux arrivés à madame Mallefille, née Nepveu;Madame de Genlis;http://ark.bnf.fr/ark:/12148/cb11904585d;http://ark.bnf.fr/ark:/12148/cb30495432v;Nom féminin;Épouse;;;;;2;;32;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchand-Dubreuil;Paris;;;;;;;;;;;;;;;;;;;"""Extrait de l'ouvrage de madame de Genlis intitulé : Les Prisonniers. (Voyez n°. 1068)""";;;;;;;;;;;;;;;;
1824;12;1824/03/20;1477;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Massillonn, évêque de Clermont. (Tome IX). MYSTÈRES;Massillon, évêque de Clermont;http://ark.bnf.fr/ark:/12148/cb12133696g;http://ark.bnf.fr/ark:/12148/cb30903186g;;"Fonctions religieuses;Contexte géographique";;;;;27;;432;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lachevardière fils;Paris;Méquignon-Havard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1483;196;BELLES-LETTRES;Langues;Français;Nouvelle Grammaire française sur un plan très méthodique, avec de nombreux exercices d'orthographe, de syntaxe et de ponctuation, tirés de nos meilleurs auteurs, et distribués dans l'ordre des règles. Par M. Noël, chevalier de la Légion-d'Honneur, et M. Chapsal, professeur de grammaire générale. Ouvrage mis au nombre des livres classiques par le conseil royal de l'Université. Seconde édition, revue et corrigée avec soin;"M. Noël, chevalier de la Légion-d'Honneur;M. Chapsal, professeur de grammaire générale";"http://ark.bnf.fr/ark:/12148/cb121710082;http://ark.bnf.fr/ark:/12148/cb12205922s";http://ark.bnf.fr/ark:/12148/cb470257558;Collectif;"Distinction honorifique;Enseignement";;;;;17;1/3;416;2;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eberhart;Paris;Maire-Nyon;Paris;Roret;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1485;202;BELLES-LETTRES;Poétique et Poésie;Français;Epître à M. N.-L. Lemercier, de l'académie française;M. P.-J. Lesguillon;http://ark.bnf.fr/ark:/12148/cb13005667q;http://ark.bnf.fr/ark:/12148/cb30802813s;;;;;;;1;1/4;20;;16;In-8°;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;Ladvocat;Paris;Ponthieu;Paris;Delaunay;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1486;202;BELLES-LETTRES;Poétique et Poésie;Français;Le Brave homme, anecdotes en vers, dédié à M. D***;M. Lanson;http://ark:/12148/cb10202084v;http://ark.bnf.fr/ark:/12148/cb307372562;;;;;;;1;;16;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;chez l'auteur;Paris, Cloître Saint-Merry, n°. 8;;;;;;;;;;;;;;;;;"""Par M. Lanson.""";;;;;;;;;;;;;;;;
1824;12;1824/03/20;1487;201;BELLES-LETTRES;Poétique et Poésie;Français;Le Philosophe à table;N. Chatillon, membre correspondant de l'académie de Dijon;http://ark.bnf.fr/ark:/12148/cb106149465;http://ark.bnf.fr/ark:/12148/cb30228798j;;"Sociétés savantes;Contexte géographique";;;;;1;;16;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;A. Leroux;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1488;213;BELLES-LETTRES;Théâtre;Français;"Les Cuisinières, comédie en un acte, mêlée de couplets, par MM. Brazier et Dumersan ; représentée sur le théâtre des Variétés, le 14 avril 1823. Nouvelle édition, avec l'air du Guernadier, noté";"M. Brazier;M. Dumersan";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb12462558j";http://ark.bnf.fr/ark:/12148/cb30374680f;Collectif;;;;;;2;1/2;40;;16;In-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;J.-N. Barba;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1489;213;BELLES-LETTRES;Théâtre;Français;"Le Vieillard et la jeune Fille, comédie-vaudeville, par MM. Brazier, Mélesville et Carmouche ; représentée sur le théâtre des Variétés, le 8 mars 1824.";"M. Brazier;M. Mélesville;M. Carmouche";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb12198749p;http://ark.bnf.fr/ark:/12148/cb13092781p";http://ark.bnf.fr/ark:/12148/cb303921115;"Collectif;Pseudonyme masculin";;;;;;2;1/2;40;;16;In-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;J.-N. Barba;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1490;212;BELLES-LETTRES;Théâtre;Français;Le Oui des jeunes filles, comédie-vaudeville en un acte, imitée de l'espagnol, par MM. Dupeuty, de Villeneuve et Jouslin de Lasalle, représentée sur le théâtre du Gymnase-Dramatique, le 3 mars 1823.;"M. Dupeuty;M. de Villeneuve;M. Jouslin de Lasalle";"http://ark.bnf.fr/ark:/12148/cb12215758f;http://ark.bnf.fr/ark:/12148/cb107164693;http://ark.bnf.fr/ark:/12148/cb10701447c";http://ark.bnf.fr/ark:/12148/cb30664229w;Collectif;;;;;;2;;32;;16;In-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1491;220;BELLES-LETTRES;Romans et Contes;Français;"Lettres de Paul, à sa famille, écrites en 1815 ; suivies de la Recherche du bonheur, conte, par sir Walter Scott ; traduit de l'anglais, par le traducteur des œuvres de lord Byron";sir Walter Scott;http://ark.bnf.fr/ark:/12148/cb11924221r;http://ark.bnf.fr/ark:/12148/cb31339974v;Pseudonyme;"Noblesse;Métiers du livre";le traducteur des œuvres de lord Byron;http://ark.bnf.fr/ark:/12148/cb12127349w;;;27;1/2;660;3;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cosson;Paris;Ch. Gosselin;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1492;220;BELLES-LETTRES;Romans et Contes;Français;Le Pirate;sir Walter Scott;http://ark.bnf.fr/ark:/12148/cb11924221r;http://ark.bnf.fr/ark:/12148/cb31339265z;;Noblesse;;http://ark.bnf.fr/ark:/12148/cb118990670;;;57;;912;2;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Ch. Gosselin;Paris;;;;;;;;;;;;;;;;;"""Les faux-titres portent : Œuvres complètes de sir Walter Scott. Tomes XXVIe et XXVIIe.""";;;;;;;;;;;;;;;;
1824;12;1824/03/20;1494;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Rollin. Nouvelle édition, accompagnée d'observations et d'éclaircissemens historiques. Par M. Letronne, membre de l'institut. Tome XXIe et XXII (Histoire romaine, tomes IX et X.);Rollin;http://ark.bnf.fr/ark:/12148/cb12731899m;http://ark.bnf.fr/ark:/12148/cb31239136x;;Sociétés savantes;;;M. Letronne, membre de l'institut;http://ark.bnf.fr/ark:/12148/cb12338945z;63;;1008;2;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;F. Didot père et fils;Paris;Louis Janet;Paris;Bossange père;Paris;Verdière;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1501;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Anglais;Salmagundi, or the Whim-Whams and opinions of Launcelot Langstoff, esq. and others;;http://ark.bnf.fr/ark:/12148/cb11908273j;http://ark.bnf.fr/ark:/12148/cb30636034s;Anonyme;;;;;;25;1/6;604;2;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;A. et W. Galignani;Paris;Baudry;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1502;215;BELLES-LETTRES;Théâtre;Anglais;The dramatic Works of George Colman the younger, with an original life of the author;George Colman the younger;http://ark.bnf.fr/ark:/12148/cb12951208k;http://ark.bnf.fr/ark:/12148/cb302593509;;;;;;;16;;1024;4;64;In-32;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Malepeyre;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;12;1824/03/20;1503;210;BELLES-LETTRES;Poétique et Poésie;Anglais;To M.;;;;Anonyme;;;;;;;1/2;8;;16;In-8°;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;"""En vers anglais : tiré à 15.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1505;226;BELLES-LETTRES;Polygraphes;Français;Œuvres de Rabelais, édition variorum, augmentée de pièces inédites, des Songes drolatiques de Pantagruel, ouvrage posthume, avec l'explication en regard, des remarques de Leduchat, de Bernier, de Lemotteux, de l'abbé de Marsy, de Voltaire, de Ginguené, etc., et d'un nouveau commentaire historique et philologique. Par Esmangart et Eloi Johanneau, membres de la société royale des antiquaires. Tome III.;Rabelais;http://ark.bnf.fr/ark:/12148/cb11920939s;http://ark.bnf.fr/ark:/12148/cb459167020;"Collectif;Pseudonyme";"Fonctions religieuses;Sociétés savantes";;;"Leduchat;Bernier;Lemotteux;abbé de Marsy;Voltaire;Ginguené;etc.;Esmangart, membre de la société royale des antiquaires;Eloi Johanneau, membre de la société royale des antiquaires";"[Leduchat];http://ark.bnf.fr/ark:/12148/cb12061474k;[Lemotteux];http://ark.bnf.fr/ark:/12148/cb12000750x;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb11904985h;http://ark.bnf.fr/ark:/12148/cb12002547z;http://ark.bnf.fr/ark:/12148/cb12216166n";33;1/2;536;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jules Didot aîné;Paris;Dalibon;Paris;;;;;;;;;;;;;;;;;"""(1823.)
Cette édition paraîtra en VII livraisons : les six premières doivent se composer d'un volume de texte, d'un cahier de planches et de 20 des caricatures des Songes drolatiques, sans explication. La septième livraison se composera d'un volume de texte et d'un cahier qui donnera l'explication des 120 figures des Songes drolatiques. Les gravures devront s'intercaller dans les volumes du texte, qui formera sept volumes ; les caricatures des Songes drolatiques devront se placer en regard de la page qui en donne l'explication. Ces caricatures et leur explication formeront le huitième volume de l'édition. Chacune des six premières livraisons coûtera : 15,0. La septième : 10,0.
La vie de Rabelais qui doit être mise en tête du premier volume, paraîtra avec une des livraisons.  Pour plus de détails, voyez n. 2331, de 1823 et 5636 de 1822.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1506;216;BELLES-LETTRES;Romans et Contes;Français;Amours de Théagenes et Chariclée. Par Héliodore, traduction de Jacques Amyot, avec des notes, par M. P. L. Courier, traducteur de Daphnis et Chloé. Tome III .;Héliodore;http://ark.bnf.fr/ark:/12148/cb12083027v;http://ark.bnf.fr/ark:/12148/cb305890409;;Métiers du livre;Jacques Amyot;http://ark.bnf.fr/ark:/12148/cb118887126;P. L. Courier, traducteur de Daphnis et Chloé;http://ark.bnf.fr/ark:/12148/cb12338809t;8;1/8;293;;36;In-18;;une planche;1;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;J. S. Merlin;Paris;;;;;;;;;;;;;;;;;"""(1823.)
Le faux-titre porte : Collection des romans grecs, traduits en français, avec des notes par MM. Courier, Larcher et autres hellénistes. Tome IV.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1507;216;BELLES-LETTRES;Romans et Contes;Français;Amours de Rhodante et Dosiclés, par Théodore Prodrome. Traduction nouvelle, suivie de l'Eubéenne, par Dion Chrysostôme, publiée par M. A Trognon;"Théodore Prodrome;Dyon Chrysostôme";"http://ark.bnf.fr/ark:/12148/cb130917865;";http://ark.bnf.fr/ark:/12148/cb31451485s;Compilation;;;;M. A. Trognon;"http://ark.bnf.fr/ark:/12148/cb12208472p;";7;3/8;236;;32;In-16;;une planche;1;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;J. S. Merlin;Paris;;;;;;;;;;;;;;;;;"""(1823.)
Le faux-titre porte : Collection des romans grecs, etc. Tome XIIIe.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1508;227;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. J. Rousseau, (XIX et XX). Correspondance tomes III et IV;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228802;http://ark.bnf.fr/ark:/12148/cb31257109z;;;;;;;33;2/9;1196;2;36;In-18;;;;papier fin;3;;;;papier coquille;4;;;;papier vélin;6;;;;;;;;;;;;;;;Fain;Paris;Th. Desoer;Paris, rue des Poitevins, n°. 12;;;;;;;;;;;;;;;;;"""(1822.)
La derniere lettre numérotée 952 est du 15 mars 1778 ; à la suite est un supplément de 14 lettres. Ces deux volumes forment la troisième livraison. Les deux premières avaient chacune 5 volumes (voyez n°. 4027 de 1822, et 1003 de 1823), l'édition aura 21 volumes et 20 gravures.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1509;195;BELLES-LETTRES;Introduction;Français;Dictionnaire des belles-lettres, contenant, etc. Tome Ve. (INT-OR.);P. C. V. Boiste, ancien avocat;http://ark.bnf.fr/ark:/12148/cb12230311w;http://ark.bnf.fr/ark:/12148/cb301228657;;Justice;;;;;28;;448;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Huzard-Courcier;Paris;Verdière;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1514;211;BELLES-LETTRES;Théâtre;Français;L’Education, ou les deux Cousines, comédie en cinq actes et en vers de M. Casimir Bonjour, représentée par les comédiens français ordinaires du roi, le samedi 10 mai 1823. IIIe édition, précédée d'un dialogue, suivie d'un examen par M. Duviquet, et augmentée d'une romance, mise en musique par M. A. Nourrit;M. Casimir Bonjour;http://ark.bnf.fr/ark:/12148/cb12482041v;http://ark.bnf.fr/ark:/12148/cb30127075j;;;;;"M. Duviquet;M. A. Nourrit";"[M. Duviquet];http://ark.bnf.fr/ark:/12148/cb16403815n";8;;128;;16;In-8°;;;;papier fin;3,5;;;;grand raisin;4;;;;papier de Hollande;5;;;;;;;;;;;;;;;Belin;Paris;Brière;Paris;Barba;Paris;;;;;;;;;;;;;;;"""plus 4 pages de musique""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1516;217;BELLES-LETTRES;Romans et Contes;Français;Jephté;Claire Destay, auteur de la Fille de Dieu.;http://ark.bnf.fr/ark:/12148/cb10306013g;http://ark.bnf.fr/ark:/12148/cb30336107n;Nom féminin;Métiers du livre;;;;;15;;360;2;24;In-12;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;le Normant fils;Paris;le Normant père;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1517;217;BELLES-LETTRES;Romans et Contes;Français;Le Précipice, roman historique;J. Bocous;http://ark.bnf.fr/ark:/12148/cb137440415;http://ark.bnf.fr/ark:/12148/cb301175433;;;;;;;41;1/2;996;4;24;In-12;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;le Normant fils;Paris;N. Pichard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1518;217;BELLES-LETTRES;Romans et Contes;Français;Jane Shore;Mme Marie d’Heures;http://ark.bnf.fr/ark:/12148/cb13322071h;;Pseudonyme féminin;Épouse;;;;;17;1/3;416;2;24;In-12;;2 planches;2;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Barba;Paris;;;;;;;;;;;;;;;;;;Non trouvé dans le catalogue de la BnF, mais cette première édition ne semble pas matériellement différente de la seconde, qui, elle, y figure (notice BdF n° 1772).;;;;;;;;;;;;;;;
1824;13;1824/03/27;1519;221;BELLES-LETTRES;Romans et Contes;Français;Simples Contes, applicables aux enfans, et propres à leur inspirer l'amour de la vertu et l'horreur du vice. Traduction libre de l'anglais. Par P. C. B.;;;http://ark.bnf.fr/ark:/12148/cb30160415x;Anonyme;;P. C. B.;http://ark.bnf.fr/ark:/12148/cb122292885;;;12;;432;2;36;In-18;;8 planches;8;;;;;;;;;;;;;;;;;;;;;;;;;;;Casimir;Paris;Ledentu;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1520;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Le petit Conteur de poche, ou l'art d'échapper à l'ennui, choix amusant et portatif d'anecdotes historiques, curieuses, galantes et comiques ; de bons mots, saillies, naïvetés, reparties ingénieuses, calembourgs, etc., etc., rédigé par Ch. des R***. 4e édition, revue, corrigée et augmentée d'un grand nombre d'anecdotes la plupart inédites";Ch. des R***;http://ark.bnf.fr/ark:/12148/cb13743599m;http://ark.bnf.fr/ark:/12148/cb309294029;Anonyme;;;;;;7;;252;;36;In-18;;1 planche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Casimir;Paris;Ledentu;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1531;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Massillon, évêque de Clermont. (Tome XI.) Mystères;Massillon, évêque de Clermont;http://ark.bnf.fr/ark:/12148/cb12133696g;http://ark.bnf.fr/ark:/12148/cb30903187t;;"Fonctions religieuses;Contexte géographique";;;;;20;2/3;496;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lachevardière;Paris;Méquignon-Havard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1544;227;BELLES-LETTRES;Epistolaires;Français;Le Secrétaire de poche, suivi du Pétitionnaire, contenant, etc. Par J. Carolus. Septième édition;J. Carolus;http://ark.bnf.fr/ark:/12148/cb10211841r;http://ark.bnf.fr/ark:/12148/cb30198200w;;;;;;;4;;64;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Warin-Thierry;Epernay;Locard et Davi;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1554;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Description d’une grande mascarade jacobino-libérale qui a eu lieu à Paris, dans le carnaval de l'année 1824;;;http://ark.bnf.fr/ark:/12148/cb36315976v;Anonyme;;;;;;2;1/2;40;;16;In-8°;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Egron;Paris;Petit;Paris;Dentu;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1564;227;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. J. Rousseau. Tomes I, II, XII, XIII, XXII, XXIII, XXIV;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228803;http://ark.bnf.fr/ark:/12148/cb312571105;;;;;;;129;1/4;3102;7;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Garnery;Paris;;;;;;;;;;;;;;;;;"""(1823.)
Quatre volumes de cette édition ont paru en 1823. (Voyez n. 234 de 1823.) Le tome Ier contient les Discours, le tome II la Politique, les tomes XII et XIII le Dictionnaire de musique, les tomes XXII, XXIII et XXIV sont les 3e, 4e et 5e de la Correspondance. (4 juin 1763, - 15 mars 1778.) La dernière lettre est numérotée 952.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1565;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. Tomes XLV ter et XLVIII;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb31602392b;Pseudonyme;;;;;;66;1/4;1060;2;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jacob;Versailles;Esneaux;Paris;Rosa;Paris;;;;;;;;;;;;;;;"""(1823.)
Ce sont les tomes LX et LXI, dans l'ordre de publication. Ce tome XLV ter est le XVe de la Correspondance générale (9 janvier 1775 à 26 mai 1778). Le tome XLVIII est le IIle de la Correspondance avec les souverains.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1566;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Collection de divers écrits du Père Martin;Père Martin, actuellement chanoine, grand chantre de la cathédrale de Marseille;http://ark.bnf.fr/ark:/12148/cb11914799v;http://ark.bnf.fr/ark:/12148/cb30895087q;;"Fonctions religieuses;Contexte géographique";;;;;12;1/2;300;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Achard;Marseille;Achard;Marseille;;;;;;;;;;;;;;;;;"""L'étiquette imprimée porte : Collection des écrits du P. Martin, tome II. On compte pour premier volume un Voyage à Constantinople publié en 1819. Ce doit être l'ouvrage anonyme annoncé sous le n. 2271 de 1819.""";;;;;;;;;;;;;;;;
1824;13;1824/03/27;1567;197;BELLES-LETTRES;Langues;Français;"Nouveau Dictionnaire de poche français-espagnol (et espagnol-français) rédigé d'après les meilleurs lexicographes des deux nations ; nouvelle édition, revue et corrigée par un professeur de grammaire générale";un professeur de grammaire générale;http://ark.bnf.fr/ark:/12148/cb31028466w;http://ark.bnf.fr/ark:/12148/cb31028466w;Anonyme;Enseignement;;;un professeur de grammaire générale;;35;;840;;24;In-12 carré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. A. Fischer;Avignon;Fischer;Avignon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1568;222;BELLES-LETTRES;Mythologie et Fables;Français;Fables de Florian. Nouvelle édition;Florian;http://ark.bnf.fr/ark:/12148/cb11902963q;http://ark.bnf.fr/ark:/12148/cb30443872p;;;;;;;6;;216;;36;In-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dalles;Toulouse;Devers;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;13;1824/03/27;1569;200;BELLES-LETTRES;Poétique et Poésie;"Français;Langue régionale";Recueil de poésies patoises et françaises de F. Ricard, prêtre, ex-principal du collège d'Eymoutiers, chanoine honoraire, etc., et choix de pièces patoises de divers auteurs limousins. Tome Ier;"F. Ricard, prêtre, ex-principal du collège d'Eymoutiers, chanoine honoraire, etc.;divers auteurs limousins";http://ark.bnf.fr/ark:/12148/cb11930102f;http://ark.bnf.fr/ark:/12148/cb31210450q;Compilation;"Fonctions religieuses;Enseignement;Contexte géographique";;;;;12;1/2;300;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Chapoulaud;Limoges;F. Chapoulaud;Limoges;;;;;;;;;;;;;;;;;"""Sans millésime. L'abbé Ricard est mort à Limoges, sa patrie, le 14 août 1814.""";;;;;;;;;;;;;;;;
