Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);;;;;;;;;;;;;;;
1824;47;1824/11/20;5866;206;BELLES-LETTRES;Poétique et Poésie;Français;Modèles de poésies, ou Choix des plus beaux passages de nos meilleurs poètes, recueillis en faveur de la jeunesse des deux sexes;;;http://ark.bnf.fr/ark:/12148/cb33489824h;Anonyme;;;;;;6;;216;;36;in-18;;1 planche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Casimir;Paris;P. Blanchard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5867;219;BELLES-LETTRES;Romans et Contes;Français;M. le Préfet;;http://ark.bnf.fr/ark:/12148/cb120951014;http://ark.bnf.fr/ark:/12148/cb30729827d;Anonyme;;;;;;36;1/6;868;4;24;in-12;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5874;203;BELLES-LETTRES;Poétique et Poésie;Français;Satire sur les auteurs du jour;P. Sers;http://ark.bnf.fr/ark:/12148/cb10186160k;http://ark.bnf.fr/ark:/12148/cb313559195;;;;;;;1;;16;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;marchands de nouveautés;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5875;208;BELLES-LETTRES;Poétique et Poésie;Français;Couplets pour l’inauguration du buste de Charles X, dans le cabinet de MM. les agens de change près la bourse de Paris, le 16 novembre 1824;;;http://ark.bnf.fr/ark:/12148/cb333297166;Anonyme;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5878;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Au pseudonyme Tzarphati malgré lui, israélite français malgré tout le monde;Calman, de Metz;http://ark.bnf.fr/ark:/12148/cb103455394;http://ark.bnf.fr/ark:/12148/cb301872740;;Contexte géographique;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;;;;;;;;;;;;;;;;;;;"""Signé : Calman, de Metz.
Voyez n. 5811 de 1823, 1603 et 5234 de 1824.""";;;;;;;;;;;;;;;;
1824;47;1824/11/20;5883;199;BELLES-LETTRES;Poétique et Poésie;Latin;Publius Ovidius Naso : indicem universum nominum, vocabulorum et rerum in omnibus Ovidii operibus occurrentium disposuit, recensuit, emendavit N. E. Lemaire. Volumen nonum et ultimum, pars prior.(A-MYS.);Ovide;http://ark.bnf.fr/ark:/12148/cb12779619b;;;;;;Lemaire;http://ark.bnf.fr/ark:/12148/cb12563936r;38;;608;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dondrey-Dupré;Paris;Chez l'éditeur, rue des Quatre-fils, au Marais, n. 16;Paris, rue des Quatre-fils, au Marais, n. 16;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliotheca classica latina. C'est le tome LX de la collection.
""";;;;;;;;;;;;;;;;
1824;47;1824/11/20;5885;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Italien;I Giardini, ossia descrizioni in versi ed in prosa dei piu belli esistenti in Europa, con progeti per idearne altri di gusto singolare e bizzarro;;;http://ark.bnf.fr/ark:/12148/cb33405055z;Anonyme;;;;;;5;;180;;36;in-18;;planches;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paul Renouard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5886;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Italien;Il sollazzevole ed istrultivo narratore di aneddoti serj e giocosi, facezie, bei motti, apotegmi, epigrammi, argutezze ed altre cose piacevolissime in prosa ed in versi;;;http://ark.bnf.fr/ark:/12148/cb33607719v;Anonyme;;;;;;15;;540;;36;in-18;;planches;;;;;;;;;;;;;;;;;;;;;;;;;;;;P. Renouard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5889;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Anglais;"Journal of the conversations of lord Byron ; noted during a residence with his lordship at Pisa, in the years 1821 and 1829. By Thomas Medwin, esq.";Thomas Medwin, esq.;"http://ark.bnf.fr/ark:/12148/cb10321221v;http://ark.bnf.fr/ark:/12148/cb11894686q";http://ark.bnf.fr/ark:/12148/cb11894686q;;Noblesse;;;;;19;2/3;472;2;24;in-12;;"1 planche;1 facsimile";2;;;;;;;;;;;;;;;;;;;;;;;;;;;Belin;Paris;A. et W. Gaglignani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;47;1824/11/20;5890;220;BELLES-LETTRES;Romans et Contes;Anglais;The italian Heloise, a series of original letters versified in imitation of the Abelard and Heloise of Pope. By the author of « the Tuileries.»;the author of « the Tuileries.»;;http://ark.bnf.fr/ark:/12148/cb33439313f;Pseudonyme;Métiers du livre;;;;;4;;96;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5891;210;BELLES-LETTRES;Théâtre;Français;Théâtre français, avec un nouveau commentaire, par Andrieux, Ancelot, Année,  Auger, Casimir Bonjour , Bouilly, Camperon, Delrieu, Emile Deschamps, Evariste Dumoulin, Emmanuel Dupaty, Alex. Duval, Duviquet, Etienne, Alexandre Guiraud, Hoffmann, Jal, Jay, Laya, Lebrun, Lemercier, Merville, Moreau, Ourry, Picard, René Perin, Sauvo, Soulié, Soumet, Taschereau, Valery, Viennet. Tome premier. (Première livraison.);;http://ark.bnf.fr/ark:/12148/cb11916418p;;Anonyme;;;;Étienne;http://ark.bnf.fr/ark:/12148/cb11901973s;15;1/4;244;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Panckoucke;Paris;Panckoucke;Paris;;;;;;;;;;;;;;;;;"""Un second titre porte : Le Tartuffe avec de nouvelles notices historiques, critiques et littéraires, par M. Étienne.
Les pages n'ont point de folio. La collection paraîtra par livraison de 5, 6, 8 feuilles et plus, au prix de 1 fr. 50cent. , 2 fr., 2 fr. 50 cent., 3 fr., 3 fr. 50 cent. ou 4 fr. Chaque livraison renfermera une seule pièce en un, deux, trois, quatre ou cinq actes. Voyez n. 2003""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5904;227;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. J. Rousseau. Tomes IX, X, XI, XIV, XV, XVI, XVII, XVIII, XX.;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228822;http://ark.bnf.fr/ark:/12148/cb312571105;;;;;;;164;1/4;3942;9;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Garnery;Paris;;;;;;;;;;;;;;;;;"""(1823)
Voyez n. 1564""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5905;227;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. J. Rousseau (Tome VIII) Emile, tome premier;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228823;http://ark.bnf.fr/ark:/12148/cb312571078;;;;;;;29;3/4;476;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Lequien;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5906;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. (Tomes XXVII et LXVI.);Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb31694415h;Pseudonyme;;;;;;67;;1072;2;16;in-8°;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;P. Didot l'aîné;Paris;E. A. Lequien;Paris;;;;;;;;;;;;;;;;;"""(1821)
Ces deux volumes sont, dans l'ordre de publication, les 62 et 63 ; ils forment la 32e livraison.
Le tome XXVII est le second des Mélanges historiques ; le tome 66 est le XIe de la Correspondance générale (du Ier octobre 1767 au 25 septembre 1769).""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5907;226;BELLES-LETTRES;Polygraphes;Français;"Œuvres de La Fontaine ; nouvelle édition, collationnée sur les meilleurs textes, et ornée d'un portrait de la Fontaine, gravé par Bertonnier (Tome IV.) Œuvres diverses, tome premier.";La Fontaine;http://ark.bnf.fr/ark:/12148/cb11910267w;http://ark.bnf.fr/ark:/12148/cb307156328;;;;;Bertonnier;http://ark.bnf.fr/ark:/12148/cb14969652k;27;3/4;444;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;E. A. Lequien;Paris;;;;;;;;;;;;;;;;;"""Dans l'ordre de publication, c'est le 3e volume. V. n .4820.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5908;195;BELLES-LETTRES;Introduction;Français;"Répertoire de la littérature ancienne et moderne, contenant, 1° le Lycée de Laharpe, les Elémens de littérature de Marmontel, un choix d'articles littéraires de Rollin, Voltaire, Batteux, etc. ; 2° des notices biographiques sur les principaux auteurs anciens et modernes, avec des jugemens par nos meilleurs critiques, etc. ; 3° des morceaux choisis avec des notes. Tome VI. (BRI-CHAL.)";"Laharpe;Marmontel;Rollin;Voltaire;Batteux;etc.";"http://ark.bnf.fr/ark:/12148/cb119102865;http://ark.bnf.fr/ark:/12148/cb119146538;http://ark.bnf.fr/ark:/12148/cb12731899m;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb118905556";;"Compilation;Pseudonyme";;;;;;31;1/4;500;;16;in-8°;;;;;6,5;;;;;;;;;;;;;;;;;;;;;;;;;Pochard;Paris;Castel de Courval;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5931;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Voyage de Paris à Saint-Cloud par mer et retour par terre ; augmenté des annales et antiquités de Saint-Cloud. Seule édition complète.";;http://ark.bnf.fr/ark:/12148/cb12975384b;http://ark.bnf.fr/ark:/12148/cb31007648v;Anonyme;;;;;;3;1/4;208;;64;in-32;;une carte;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Brodard;Coulommiers;Salmon;Paris;;;;;;;;;;;;;;;;;"""Édition beaucoup moins complète que celles de 1783 et 1787, que j'ai sous les yeux.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5932;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Voyages en France et autres pays, en prose et en vers. Par Racine, La Fontaine, Regnard, etc., etc. Quatrième édition;"Racine;La Fontaine;Regnard;etc.";"http://ark.bnf.fr/ark:/12148/cb120076761;http://ark.bnf.fr/ark:/12148/cb11910267w;http://ark.bnf.fr/ark:/12148/cb11921388k";http://ark.bnf.fr/ark:/12148/cb33649351j;Compilation;;;;;;32;2/9;1160;5;36;in-18;;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;Jacob;Versailles;Lelong;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5937;195;BELLES-LETTRES;Introduction;Français;Traité classique de littérature, contenant les humanités et la rhétorique. Par C. L. Grandperret. Quatrième édition ;C. L. Grandperret;http://ark.bnf.fr/ark:/12148/cb12241176c;;;;;;;;22;7/12;542;2;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rusand;Lyon;Rusand;Lyon;Rusand;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5938;196;BELLES-LETTRES;Langues;Français;Discours analytique sur la langue française;Brette;http://ark.bnf.fr/ark:/12148/cb10464158n;http://ark.bnf.fr/ark:/12148/cb30159747b;;;;;;;1;1/2;24;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dalles;Toulouse;Chez l'auteur;Toulouse, rue Peyrolières, n° 40;Devers;Toulouse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5939;195;BELLES-LETTRES;Langues;Français;Elémens de la grammaire latine à l'usage des collèges, par Lhomond. Seizième édition.;Lhomond;http://ark.bnf.fr/ark:/12148/cb12170155m;http://ark.bnf.fr/ark:/12148/cb308148960;;;;;;;9;;216;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carez;Toul;Costes;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5940;219;BELLES-LETTRES;Romans et Contes;Français;Zaybé, ou l'Arabe de la tribu des Hahourtats en Egypte;G. Duval d’Epremesnil, capitaine d'infanterie;http://ark.bnf.fr/ark:/12148/cb10657942b;http://ark.bnf.fr/ark:/12148/cb30402148t;;Armée et maintien de l'ordre;;;;;18;1/2;444;2;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Faye;Rochefort;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5941;215;BELLES-LETTRES;Théâtre;Français;"Siége de Provins par Henri IV ; pièce de théâtre en un acte ; par M. O...., pour faire suite à l'Histoire et description de Provins du même auteur.";M. O....;http://ark.bnf.fr/ark:/12148/cb116452765;http://ark.bnf.fr/ark:/12148/cb336032917;Anonyme masculin;;;;;;2;;32;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Libean;Provins;;;;;;;;;;;;;;;;;;;"""Voyez n. 2650 de 1823.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5942;202;BELLES-LETTRES;Poétique et Poésie;Français;Les Insomnies du notaire Potot, de Missery, associé à l'académie de Dijon, non résidant.;notaire Potot, de Missery, associé à l'académie de Dijon, non résidant;http://ark.bnf.fr/ark:/12148/cb102858895;http://ark.bnf.fr/ark:/12148/cb31140562f;;"Sociétés savantes;Contexte géographique;Justice";;;;;6;;96;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carion;Dijon;;;;;;;;;;;;;;;;;;;"""Poésies : ne se vend pas.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5943;204;BELLES-LETTRES;Poétique et Poésie;Français;Désespoir d’un jeune poète qui par méprise a tué un rossignol à la chasse;Ernest Gué, de Bordeaux, élève en seconde;http://ark.bnf.fr/ark:/12148/cb10216617j;http://ark.bnf.fr/ark:/12148/cb30549418d;;"Enseignement;Contexte géographique";;;;;;1/2;4;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pinard;Bordeaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5944;202;BELLES-LETTRES;Poétique et Poésie;Français;Condé assailli par des Espagnols aux pieds de Fontarabie, est sauvé par deux marins français;Auguste Lalesque, de la Teste, élève en rhétorique;http://ark.bnf.fr/ark:/12148/cb106312536;http://ark.bnf.fr/ark:/12148/cb307228627;;"Enseignement;Contexte géographique";;;;;;1/2;4;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pinard;Bordeaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5945;222;BELLES-LETTRES;Mythologie et Fables;Français;Le premier Ministre de la Mort, apologue adressé à l'auteur anonyme d'une apothéose ridicule et prématurée de M. le docteur Broussais, en vers très-prosaïques, travestie sous le titre modeste de Très-humble remontrance d'un ignorant, dédiée aux jeunes enthousiastes de la doctrine physiologique par un vieux praticien.;;http://ark.bnf.fr/ark:/12148/cb10551415f;http://ark.bnf.fr/ark:/12148/cb30801276s;Anonyme;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vitry;Versailles;Chalamel;Paris, galerie de Nemours, Palais-Royal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5946;205;BELLES-LETTRES;Poétique et Poésie;Français;L’Echo de Vaucluse, ou choix de romances, ariettes et chansons nouvelles;;;http://ark.bnf.fr/ark:/12148/cb333583979;Anonyme;;;;;;1;1/2;72;;48;in-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P. Chaillot, jeune;Avignon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5947;202;BELLES-LETTRES;Poétique et Poésie;Français;A Monsieur le baron Ballyet;;;http://ark.bnf.fr/ark:/12148/cb33229772h;Anonyme;;;;;;;1/4;2;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Caunes;Toulouse;;;;;;;;;;;;;;;;;;;"""En vers.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5948;202;BELLES-LETTRES;Poétique et Poésie;Français;A M. de Châteaubriant (sic.);;;;Anonyme;;;;;;;3/4;12;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leleux;Lille;;;;;;;;;;;;;;;;;;;"""En vers.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5949;207;BELLES-LETTRES;Poétique et Poésie;Français;Le cri des Français ! le roi est mort !!! Vive le Roi !!! Stances élégiaques sur la mort de Louis XVIII, et sur l'avènement de Charles X au trône.;A. A. F. Pillon;http://ark.bnf.fr/ark:/12148/cb129510248;http://ark.bnf.fr/ark:/12148/cb311129376;;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Marie;Rouen;;;;;;;;;;;;;;;;;;;"""Signé : A. A. F. Pillon.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5950;207;BELLES-LETTRES;Poétique et Poésie;Français;Strophes sur la mort de Sa Majesté Louis XVIII, roi de France;M. Monnier;http://ark:/12148/cb106534769;http://ark.bnf.fr/ark:/12148/cb309641728;;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bénichet aîné;Toulouse;;;;;;;;;;;;;;;;;;;"""Par M. Monnier.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5951;198;BELLES-LETTRES;Rhétorique et Eloquence;Français;Discours sur la mort de S. M. Louis XVIII, roi de France, prononcé à la synagogue de Colmar le 12 octobre 1824, par le sieur Louis Nettre, commissaire surveillant, traduit de l’hébreu;le sieur Louis Nettre, commissaire surveillant;http://ark:/12148/cb10283072r;http://ark.bnf.fr/ark:/12148/cb310102724;;Autres;;;;;1;;8;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decker;Colmar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;5968;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La maladie de l’imagination peinte par l'homme de la nature;Noël Aubin;http://ark.bnf.fr/ark:/12148/cb14536493k;http://ark.bnf.fr/ark:/12148/cb30035636v;;;;;;;2;;32;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aucher-Eloy;Blois;;;;;;;;;;;;;;;;;;;"""Signé : Noël Aubin.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;5981;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Pièces justificatives;;http://ark.bnf.fr/ark:/12148/cb105332765;http://ark.bnf.fr/ark:/12148/cb31092468k;Anonyme;;;;;;3;;48;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6005;196;BELLES-LETTRES;Langues;Français;"Grammaire française-anglaise à l'usage des Anglais qui veulent apprendre le français, etc. ; suivie d'un répertoire de tous les verbes irréguliers de la langue française conjugués. Le texte est de M. Boinvilliers ; la traduction est de M. Black";Boinvilliers;http://ark.bnf.fr/ark:/12148/cb12512002p;http://ark.bnf.fr/ark:/12148/cb301211354;;;Black;[Black];;;13;2/3;328;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vitry;Versailles;A. Eymery;Paris;Aug. Delalain;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6007;195;BELLES-LETTRES;Langues;Français;Principes généraux de latinité, où l'on a marqué d'un astérisque les défectuosités du rudiment de Lhomond, et où l'on donne la solution de plusieurs questions embarrassantes dans l'enseignement;Tarneaud, chef d'institution;http://ark.bnf.fr/ark:/12148/cb10710211s;http://ark.bnf.fr/ark:/12148/cb31434465g;;Enseignement;;;;;4;;96;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chapoulaud;Limoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6008;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Réflexions d’une solitaire, ou Pensées diverses;Mme Reddon-Desguiot;http://ark.bnf.fr/ark:/12148/cb10607772p;http://ark.bnf.fr/ark:/12148/cb31186018v;Nom féminin;Épouse;;;;;3;;108;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Faye fils;Rochefort;Faye;Rochefort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6024;202;BELLES-LETTRES;Poétique et Poésie;Français;Premiers essais d’un adolescent;G. Levillain, du Havre;http://ark.bnf.fr/ark:/12148/cb10588836t;http://ark.bnf.fr/ark:/12148/cb30810783d;;Contexte géographique;;;;;1;1/2;24;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stanislas Faure;Havre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6025;204;BELLES-LETTRES;Poétique et Poésie;Français;Les Repentirs d’un Français déloyal;Gabriel Gagne;http://ark.bnf.fr/ark:/12148/cb10309670p;http://ark.bnf.fr/ark:/12148/cb30473713h;;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lefebvre le jeune;Nevers;;;;;;;;;;;;;;;;;;;"""Elégie, en vers.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;6026;207;BELLES-LETTRES;Poétique et Poésie;Français;Nuit du 15 au 16 septembre 1824. Chant funèbre sur la mort de Louis XVIII.;Veron Achille;http://ark.bnf.fr/ark:/12148/cb103382881;http://ark.bnf.fr/ark:/12148/cb31564442m;;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Suwerinck;Bordeaux;;;;;;;;;;;;;;;;;;;"""Par Veron Achille.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;6027;203;BELLES-LETTRES;Poétique et Poésie;Français;La Maternité, ou Epîtres aux Femmes sur les devoirs d'une bonne mère, avant et après ses couches. Par Alexis Clerc, docteur en médecine, à Rive-de-Gier (Loire). Première épître;Alexis Clerc, docteur en médecine, à Rive-de-Gier (Loire).;http://ark.bnf.fr/ark:/12148/cb10708068x;http://ark.bnf.fr/ark:/12148/cb302502516;;"Profession médicale;Contexte géographique";;;;;2;3/4;44;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Boursy;Lyon;Millon cadet;Lyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6028;209;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de pièces de vers composées pour célébrer les divers anniversaires de l'heureuse naissance de S. A. R. Henri-Charles-Ferdinand-Marie-Dieudonné, duc de Bordeaux;Barthelemy, homme de lettres, infirme;http://ark.bnf.fr/ark:/12148/cb10385680p;http://ark.bnf.fr/ark:/12148/cb30062100c;;"Invalidité;Métiers du livre";;;;;1;;16;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Chez l'auteur;Paris, rue des Egouts-Saint-Antoine, n. 17;;;;;;;;;;;;;;;;;"""Signé : Barthelemy, homme de lettres, infirme.""";;;;;;;;;;;;;;;;
1824;48;1824/11/27;6029;200;BELLES-LETTRES;Poétique et Poésie;Français;L’Œnomanie, poëme philosophique;A. Delcourt;http://ark.bnf.fr/ark:/12148/cb104972588;http://ark.bnf.fr/ark:/12148/cb30316244q;;;;;;;1;1/2;36;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dentu;Paris;Dentu;Paris;Carillan-Gœury;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6030;201;BELLES-LETTRES;Poétique et Poésie;Français;Montesquieu, poëme en dix chants;Honoré Dumont, employé au bureau principal des douanes à Saint-Valery-sur-Somme;http://ark.bnf.fr/ark:/12148/cb10307033b;http://ark.bnf.fr/ark:/12148/cb30375899n;;"Administration;Contexte géographique";;;;;9;3/4;156;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N. Devérité;Abbeville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6031;215;BELLES-LETTRES;Théâtre;Français;Discours d’inauguration de la salle de spectacle de la ville du Blanc, département de l'Indre;Jean-Charles Forget, fils aîné, clerc chez Me Mingasson, avoué;http://ark:/12148/cb10524734n;http://ark.bnf.fr/ark:/12148/cb30449876h;;"Justice;Liens familiaux";;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Migné;Chateauroux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6032;215;BELLES-LETTRES;Théâtre;Français;Les Eaux minérales de Provins, comédie-vaudeville en un acte, avec un divertissement. Par M. O ..., inspecteur honoraire des eaux minérales;M. O ..., inspecteur honoraire des eaux minérales;http://ark.bnf.fr/ark:/12148/cb116452765;http://ark.bnf.fr/ark:/12148/cb33358157h;Anonyme masculin;Autres;;;;;4;1/4;68;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebeau;Provins;Lebeau;Provins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;48;1824/11/27;6033;212;BELLES-LETTRES;Théâtre;Français;Léocadie, drame lyrique en trois actes […], représenté sur le théatre royal de l'Opéra-Comique le 4 novembre 1824;"Scribe;Mélesville";"http://ark.bnf.fr/ark:/12148/cb11924226g;http://ark.bnf.fr/ark:/12148/cb12198749p";http://ark.bnf.fr/ark:/12148/cb31341375t;Collectif;;;;;;4;1/2;72;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Vente;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
