Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Nombre de para-auteurs;Type de livre;Type d'illustrations 1;Type d'illustrations 2;Type d'illustrations 3;Lieu de parution;Orfèvre;Liens notice catalogue;LIBRAIRE 1;LIBRAIRE 2;LIBRAIRE 3;LIBRAIRE 4;LIBRAIRE 5;LIBRAIRE 6;LIBRAIRE 7;LIBRAIRE 8;LIBRAIRE 9;Nome;Prénom;Surnom;Sexe;Age;Nationalité;Importance;Biographie;Bibliographie;Nombre de illustrations;Type de papier;Prix
1836/11/05;45;1836;5581;222;BELLES-LETTRES;Romans et Contes;Français;La mort de Cléopâtre.;A. H.;Anonyme;n;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;En prose.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5582;214;BELLES-LETTRES;Théâtre;Français;"Le moutard des faubourgs. Vaudeville en un acte; représenté sur le théâtre du Temple, dirigé par M. Dorsay, le 25 octobre 1836.";M. Jules Pecherel;;;;;0 3/4;;12;;in-8°;;;;;;;;;;;;;;;;;;Baudouin;Paris;Paris, rue du Bac, n. 126;Delamare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5583;212;BELLES-LETTRES;Théâtre;Français;Nabuchodonosor, drame en quatre actes et six tableaux. Par MM. Anicet Bourgeois et Francis, décors de MM. Philastre et Cambon.;"M. Anicet Bourgeois;M. Francis";"Collectif;Pseudonyme masculin";;;"M. Philastre;M. Cambon";0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Mevrel;Paris;;;;;;;;;;;;;;;;;;;Programme d'un drame qui se joue à l'Ambigu-Comique.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5586;201;BELLES-LETTRES;Introduction et Langues;Français;Nouvelle grammaire anglaise, rédigée sur un plan entièrement neuf, contenant un traité complet de versification anglaise, etc.;D. O'Sullivan;;;;;11 1/6;;268;;in-12;;;;;2,50;;;;;;;;;;;;;Mme Huzard;Paris;Paris, quai Conti, n. 13;Maire-Nyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5588;225;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de F. de La Mennais. Tome VI. Réflexions sur l'état de l'église en France pendant le dix-huitième siècle, et sur la situation actuelle, suivies de mélanges religieux et philosophiques.;F. de La Mennais;;;;;30;;480;;in-8°;;;;;6,50;;;;;;;;;;;;;Brun;Paris;Paris, rue Vivienne, n. 17;Cailleux;;;;;;;;;;;;;;;;;Prix de chaque volume : 6-50. Première livraison. Il y en aura 6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5588;225;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de F. de La Mennais. Tome XII. Affaires de Rome.;F. de La Mennais;;;;;25 1/2;;408;;in-8°;;;;;6,50;;;;;;;;;;;;;Brun;Paris;Paris, rue Vivienne, n. 17;Cailleux;;;;;;;;;;;;;;;;;Prix de chaque volume : 6-50. Première livraison. Il y en aura 6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5589;225;BELLES-LETTRES;Polygraphes;"Français;Langues régionales";Œuvres complètes de Pierre Bellot. Tome Ier. Livraisons 1 et 2.;Pierre Bellot;;;;;9 3/4;;156;;in-8°;;;;;;;;;;;;;;;;;;Olive;Marseille;Marseille;Olive;Marseille;Camoin;Marseille;Dutertre;Marseille;Bouvet;;;;;;;;;;;Mélanges de poésies françaises et provençales. Dans ces deux premières livraisons on trouve des Scènes provençales ajoutées dans Monsieur de Pourceaugnac, représentées plusieurs fois sur le grand théâtre de Marseille (voyez n. 5618 de 1835), et La Fillo troumpado, scènes poissardes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5591;225;BELLES-LETTRES;Polygraphes;Français;"Oeuvres philosophiques, morales et politiques de François Bacon, baron de Verulam, vicomte de Saint-Alban, lord chancelier d'Angleterre ; avec une Notice biographique, par J. A. C. Buchon.";François Bacon, baron de Verulam, vicomte de Saint-Alban, lord chancelier d'Angleterre;;"Noblesse;Contexte géographique;Justice;Administration;Politique";;J. A. C. Buchon;50 1/4;;804;;in-8°;;;;;10,0;;;;;;;;;;;;;Duverger;Paris;Paris, rue St-Georges, n. 11;Desrez;;;;;;;;;;;;;;;;;Collection du Panthéon littéraire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5593;206;BELLES-LETTRES;Poétique et Poésie;Français;Pélagiennes.;Louis Bastide;;;;;3 1/4;;52;;in-8°;;;;;1,50;;;;;;;;;;;;;Marlin;Versailles;Paris, rue de la Jussienne, 12;chez l'auteur;Paris, rue d'Enghien, n. 35;Laisné junior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5594;199;BELLES-LETTRES;Introduction et Langues;Français;Petite grammaire française. Cinquième édition.;abbé Brouster;;Religion;;;4;;96;;in-12;;;;;;;;;;;;;;;;;;Prudhomme;St-Brieuc;St-Brieuc;Prudhomme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5595;211;BELLES-LETTRES;Théâtre;Français;"Pierre-le-Rouge. Comédie en trois actes, mêlée de chant. Par MM. de Rougemont, Dupeuty et Antier, musique nouvelle de M. J. Doche; représentée sur le théâtre du Vaudeville, le 12 octobre 1836.";"M. de Rougemont;M. Dupeuty;M. Antier";Collectif;;;M. J. Doche;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Mme Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5602;201;BELLES-LETTRES;Introduction et Langues;Français;Sadler. Manuel de phrases françaises et anglaises, contenant de nombreux vocabulaires des mots les plus usités, suivis chacun de petites phrases élémentaires servant d'exercice, accompagné de dialogues familiers. Par P. Sadler. Troisième édition, augmentée d'une série de leçons préparatoires, avec traduction interlinéaire.;P. Sadler;;;;;5 1/3;;192;;in-18;;;;;1,50;;;;;;;;;;;;;Casimir;Paris;Paris, boulevart des Italiens, 18;Truchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5603;210;BELLES-LETTRES;Théâtre;Français;"Sir Hugues de Guilfort. Comédie-vaudeville en deux actes; représentée sur le théâtre du Gymnase-Dramatique, le 5 octobre 1836.";"M. Scribe;M. Bayard";Collectif;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5606;208;BELLES-LETTRES;Poétique et Poésie;Français;Tableau de Marseille, ou Contemplation des beautés de cette ville, faite par Victor Monard, troubadour des Alpes, nouvel arrivant.;Victor Monard, troubadour des Alpes, nouvel arrivant;;"Contexte géographique;Métiers du livre";;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Feissat aîné;Marseille;;;;;;;;;;;;;;;;;;;"En 12 couplets. ""Le sieur Victor Monard vient enfin s'établir à Marseille comme ECRIVAIN-POETE. Il fera en prose toutes sortes de lettres et d'actes sous seing-privé.... des poésies en tout genre, soit épîtres, odes....., etc., le tout à un prix très-modéré.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5607;214;BELLES-LETTRES;Théâtre;Français;Théâtre Saint-Marcel. Projet.;;Anonyme;;;;0 1/2;;4;;in-4°;;;;;;;;;;;;;;;;;;Mevrel;Paris;;;;;;;;;;;;;;;;;;;Voyez n. 5465.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5609;214;BELLES-LETTRES;Théâtre;Français;"Trichemont fils. Vaudeville en un acte. Par MM. Alberic Second et Marc Michel; représenté pour la première fois, sur le théâtre d'Angoulême par la troupe de M. A. Desbordes, le 29 septembre 1836.";"M. Albéric Second;M. Marc Michel";Collectif;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Texier-Tremeau;Angoulême;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5610;215;BELLES-LETTRES;Théâtre;Français;Venise n'est plus. Drame historique en cinq actes, en vers français.;A. H.;Anonyme;;;;4 1/4;;68;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Voici les deux premiers vers après le premier chœur : Il jette la bague dans la mer Adriatique, / Sénateurs, les nobles, toute la république.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5611;206;BELLES-LETTRES;Poétique et Poésie;Français;Vers sur Boïeldieu et les honneurs rendus à ce grand homme par Rouen, sa ville natale. Sujet proposé par l'académie de Rouen.;Léon Lesueur;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Marie;Rouen;;;;;;;;;;;;;;;;;;;Ce poëme, après avoir balancé les suffrages pour le prix, a obtenu la mention honorable de l'académie (voyez n. 4864 et 5377).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5613;218;BELLES-LETTRES;Romans et Contes;Français;Vieilles et nouvelles histoires.;M. Guerin-Dulion;;;;;48 1/4;;772;2;in-8°;;;;;15,0;;;;;;;;;;;;;Fortin;Montargis;Paris, place Vendôme, n. 16;Levavasseur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5615;218;BELLES-LETTRES;Romans et Contes;Français;Les vilains et les contrebandiers. Chronique jurassienne du moyen âge.;Bonvalot;;;;;52 1/2;;840;2;in-8°;;;;;15,0;;;;;;;;;;;;;Leboyer;Lagny;Paris, rue St-Jacques, n. 75;Lachapelle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5621;201;BELLES-LETTRES;Introduction et Langues;Allemand;Deutsch-Französischer Wörterbuch. (Dictionnaire allemand-français. Première livraison.);;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;P. Renouard;Paris;Paris, rue Garancière, n. 5;;;;;;;;;;;;;;;;;;Voyez n. 5534.;"Je corrige ""frazosischer"" en ""Französischer"" (JBM)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5624;208;BELLES-LETTRES;Poétique et Poésie;Langues régionales;Poemo sur lous malhurs d'embaquès;J. Loubet, ouvrié imprimur;;Autres;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Roger;Auch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5625;216;BELLES-LETTRES;Théâtre;"Français;Italien";Le mariage secret. Opéra bouffon en deux actes.;;Anonyme;;;;4;;64;;in-8°;;;;;;;;;;;;;;;;;;Proux;Paris;Paris, rue Grange-Batelière, n. 22;chez les éditeurs;;;;;;;;;;;;;;;;;Italien-français.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5629;209;BELLES-LETTRES;Poétique et Poésie;Polonais;Nefelonikoes Urywri z Ociemicielstwa. Zbior osobliwych obrazow z rekopismie marewicza miedzy powiesciam tegoz autora ku wiecznej pamięci Zachowany. Z przymowieniem sie do uczonego rodaka J.H.W. Przepisane i Wydan.;Marewicz;;;;;2;;48;;in-12;;;;;;;;;;;;;;;;;;Maulde;Paris;;;;;;;;;;;;;;;;;;;Poésies.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5630;216;BELLES-LETTRES;Romans et Contes;Portugais;"Corina, ou a Italia. Por Mme de Staël Holstein; traduzido da sétima edição por D. F. de P. P. C.";Mme de Staël Holstein;"Nom féminin;Anonyme";Épouse;D. F. de P. C.;;26;;624;2;in-12;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/05;45;1836;5631;207;BELLES-LETTRES;Poétique et Poésie;Français;La leçon de valse du petit François, chansonette chantée par Mme Albert, paroles et musique de M. A. de Beauplan.;M. A. de Beauplan;Nom féminin;Épouse;;Mme Albert;0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Imp. lith. de Brunet;Lyon;;;;;;;;;;;;;;;;;;;Chanson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5639;212;BELLES-LETTRES;Théâtre;Français;Antony.;Alexandre Dumas;;;;;12 3/4;;204;;in-8°;;;;;;;;;;;;;;;;;;Terzuolo;Paris;;;;;;;;;;;;;;;;;;;Appartient à un tome Ier des Oeuvres d'Alexandre Dumas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5648;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Causeries littéraires et morales sur quelques femmes célèbres et M. Emile Deschamps.;;Anonyme;;;;13 1/2;;324;;in-12;;5 portraits et un frontispice;6;;2,50;;;;;;;;;;;;;Mme veuve Dondey-Dupré;Paris;Paris, rue Saint-Antoine, n. 76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5652;201;BELLES-LETTRES;Introduction et Langues;Français;Cours de thèmes anglais, divisé en deux parties.;G. Hamonière;;;;;12;;288;;in-12;;;;;3,0;;;;;;;;;;;;;Grégoire;Paris;Paris, rue de Seine, n. 10;Hingray;Paris;Th. Barrois;Paris;Baudry;Paris;Truchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5654;207;BELLES-LETTRES;Poétique et Poésie;Français;De la chanson musicale en France, au moyen âge.;M. Bottée de Toulmon;;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Crapelet;Paris;;;;;;;;;;;;;;;;;;;Extrait de l'Annuaire historique pour 1837, publié par la société de l'histoire de France.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5661;215;BELLES-LETTRES;Théâtre;Français;Dona Inès de Castro. Drame historique.;A. H.;Anonyme;;;;2 1/2;;40;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5663;205;BELLES-LETTRES;Poétique et Poésie;Français;Élévations poétiques.;Hippolyte Barbier, d'Orléans;;Contexte géographique;;;8;;288;;in-18;;;;;4,0;;;;;;;;;;;;;Dépée;Sceaux;Paris, rue des Mathurins-St-Jacques, n. 24;Ebrard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5666;215;BELLES-LETTRES;Théâtre;Français;Le gamin de Montmartre, drame historique en un acte.;A. H.;Anonyme;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;La couverture porte : Suivi de Grulli, de Fontainebleau et ses environs, de Jeanne d'Arc, d'Archimède, et de don Carlos, poésie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5667;201;BELLES-LETTRES;Introduction et Langues;Français;Grammaire anglaise, simplifiée et réduite en vingt-une leçons, dont chacune contient des règles très-claires et très-précises, et un thème assez étendu pour en faire l'application. Revue, corrigée et considérablement augmentée. Nouvelle édition.;Vergani;;;;;12 1/6;;292;;in-12;;;;;2,50;;;;;;;;;;;;;Grégoire;Paris;Paris, rue de Seine, 10;Hingray;Paris;Th. Barrois;Paris;Truchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5670;210;BELLES-LETTRES;Théâtre;Français;"L'homoeopathie. Comédie-vaudeville en un acte; représentée sur le théâtre du Gymnase-Dramatique, le 13 octobre 1836.";"M. N. Fournier;M. de Biéville";Collectif;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5674;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le jargon, ou Langage de l'argot réformé, à l'usage des merciers, porte-balles et autres, tiré et recueilli des plus fameux argotiers de ce tems. Nouvelle édition, corrigée et augmentée de tous les mots qui n'étaient point dans les précédentes éditions.;M. B. H. D. S., archi-suppôt de l'argot;Anonyme;Autres;;;0 3/4;;48;;in-32;;;;;;;;;;;;;;;;;;Deckherr;Montbéliard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5676;225;BELLES-LETTRES;Mythologie et Fables;Français;Leçons de mythologie. Troisième édition, revue et augmentée.;"A. Deville;J. Leclerc jeune";Collectif;Liens familiaux;;;8 1/2;;306;;in-18;;20 planches;20;;1,75;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, quai Conti, n. 13;Maire-Nyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5677;200;BELLES-LETTRES;Introduction et Langues;Français;"Leçons d'orthographe usuelle, sur un plan entièrement neuf, donnant des règles peu connues sur les différentes manières d'écrire les sons, sur les familles de mots, etc.; suivies d'un recueil d'homonymes. Première édition.";A. Deville;;;;;5 1/3;;192;;in-18;;;;;;;;;;;;;;;;;;Mme Ve Dondey-Dupré;Paris;Paris, quai Conti, 13;Maire-Nyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5688;209;BELLES-LETTRES;Théâtre;Français;Moralité à IIII personnages. C'est à scauoir : Chascun, Plusieurs, le Temps qui court, le Monde.;;Anonyme;;;;2;;64;;in-16;76;;;;;;;;;;;;;;;;;Maulde;Paris;Paris, place du Louvre;Techener;;;;;;;;;;;;;;;;;Tiré à 76 exemplaires.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5689;225;BELLES-LETTRES;Mythologie et Fables;Français;Mythologie des commençans, ou Nouvelles leçons sur la mythologie, par demandes et par réponses. Vingt-unième édition.;Charles-Constant Letellier;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Gratiot;Paris;Paris, rue Pavée-St-André, n. 5;Belin-Leprieur;Paris, rue Neuve-Saint-Marc, n. 8;Constant Letellier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5690;212;BELLES-LETTRES;Théâtre;Français;"Nabuchodonosor. Drame en quatre actes. Par MM. Anicet Bourgeois et Fr. Cornu, décors de MM. Philastre et Cambon, mise en scène de M. Grandville, musique de M. Chautagne ; représenté sur le théâtre de l'Ambigu-Comique, le 17 octobre 1836.";"M. Anicet Bourgeois;M. Fr. Cornu";Collectif;;;"M. Philastre;M. Cambon;M. Grandville;M. Chautagne";1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5699;199;BELLES-LETTRES;Introduction et Langues;Français;"Nouveau manuel complet des écoles primaires, pour l'étude de la langue française. Ouvrage calqué sur le système de la nouvelle école, admis dans les meilleures institutions de la capitale, contenant : 1° les règles graduées et expliquées de la grammaire française ; 2° des modèles et des sujets d'analyse, calqués sur les règles de la grammaire ; 3° des thèmes français, ou cacographie graduée d'après ces règles ; 4° un traité de la conjugaison ; 5° un traité des participes ; 6° un traité du subjonctif ; 7° un traité de la ponctuation ; 8° trois cent-dix exercices sur les règles de la syntaxe. Cinquième édition, revue et augmentée d'un grand nombre d'exercices sur les verbes, sur les participes et sur les règles de la syntaxe.";Ch. Martin, membre de l'académie grammaticale de Paris, maître de pension;;"Contexte géographique;Enseignement;Sociétés savantes";;;12 1/2;;300;;in-12;;;;;1,75;;;;;;;;;;;;;J. Delalain;Paris;Paris, rue des Mathurins-St-Jacques;J. Delalain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5700;200;BELLES-LETTRES;Introduction et Langues;Français;Nouvelle cacographie, ou Exercices sur les participes et les principales difficultés de la langue française, etc. Vingt-sixième édition.;Charles-Constant Letellier;;;;;8;;192;;in-12;;;;;1,5;;;;;;;;;;;;;Gratiot;Paris;Paris, rue Neuve-St-Marc, n. 8;Constant Letellier fils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5701;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Observations sur les cartes à jouer.;M. Duchesne aîné;;Liens familiaux;;;2;;48;;in-12;;;;;;;;;;;;;;;;;;Crapelet;Paris;;;;;;;;;;;;;;;;;;;Extrait de l'Annuaire historique pour 1837, publié par la société de l'histoire de France.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5702;225;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Charles Nodier. XI. Contes en prose et en vers.;Charles Nodier;;;;;27 1/2;;440;;in-8°;;;;;7,50;;;;;;;;;;;;;Mme veuve Dondey-Dupré;Paris;Paris, rue des Grands-Augustins, 22;Renduel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5704;213;BELLES-LETTRES;Théâtre;Français;"Le pensionnaire, ou Cent francs par mois. Comédie en un acte, mêlée de couplets; représentée sur le théâtre de la Gaîté, le 9 octobre 1836.";"M. Dumersan;M. Gabriel";"Collectif;Pseudonyme masculin";;;;1 1/2;;24;;in-8°;;;;;0,20;;;;;;;;;;;;;Mevrel;Paris;Paris, rue du Caire, n. 5;Nobis;;;;;;;;;;;;;;;;;La couverture porte : Musée dramatique. Pièces nouvelles représentées sur les théâtres de Paris. Tome Ier. Première livraison. Prix : 0-20.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5706;205;BELLES-LETTRES;Poétique et Poésie;Français;Poésies dédiées à la jeunesse.;M. Alex. Guiraud, de l'académie française;;"Contexte géographique;Sociétés savantes";;;7 1/2;;270;;in-18;;2 lithographies et 1 frontispice;3;;1,25;;;;;;;;;;;;;Mme Dondey-Dupré;Paris;Paris, rue St-Antoine, n. 76;;;;;;;;;;;;;;;;;;La tragédie des Machabées est dans ce volume.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5713;207;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de chansons nouvelles.;;Anonyme;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Griset;Boulogne;;;;;;;;;;;;;;;;;;;"Il paraît tous les ans un très-grand nombre d'imprimés sous ce titre ; je les passe sous silence. Celui-ci m'a paru mériter exception.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5714;200;BELLES-LETTRES;Introduction et Langues;Français;Recueil de mots homonymes et homographies, mis en ordre par M. W., instituteur.;M. W., instituteur;Anonyme masculin;Enseignement;;;1;;36;;in-18;;;;;;;;;;;;;;;;;;Vielle;Gournay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5721;218;BELLES-LETTRES;Romans et Contes;Français;Riche et pauvre.;Emile Souvestre;;;;;49;;784;3;in-8°;;;;;15,0;;;;;;;;;;;;;Mme Huzard;Paris;Paris, rue de Seine, n. 31;Charpentier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5722;221;BELLES-LETTRES;Romans et Contes;Français;"Le Robinson suisse, Ou Histoire d'une famille suisse naufragée. Par Joahnn Rudolph Wyss; traduit de l'allemand sur la dernière édition par Frederich Muller. Tome I.";Joahnn Rudolph Wyss;;;Frederich Muller;;13 1/6;;316;;in-12;;4 gravures;4;;2,0;;;;;;;;;;;;;Dupuy;Paris;Paris, quai des Augustins, n. 17 bis;Lavigne;;;;;;;;;;;;;;;;;Le faux-titre porte : Bibliothèque des familles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5727;222;BELLES-LETTRES;Romans et Contes;Français;Soirées à la campagne. Livre des châteaux.;"M. Louis Barré;M. Benezet;M. J. de Birmant;M. Aimé Deloy;M. Charles Froment;M. Eugène de La Merlière;M. Amédé de Laurens;M. Fabius Leblanc;M. A. Lusoart;M. X. Marmier;M. Baron des Reynaudis;M. Alph. Rastoul";Collectif;;;;8 2/3;;208;;in-12;;;;;;;;;;;;;;;;;;Rastoul;Avignon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5728;205;BELLES-LETTRES;Poétique et Poésie;Français;Souvenirs. Cinquième et sixième parties.;A. H.;Anonyme;;;;6 3/4;;108;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Pièce de vers : voyez n. 4322.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5730;212;BELLES-LETTRES;Théâtre;Français;Térèsa.;Alexandre Dumas;;;;;14 1/4;;228;;in-8°;;;;;;;;;;;;;;;;;;Mme Poussin;Paris;;;;;;;;;;;;;;;;;;;"Sans frontispice ; mais appartient à un tome III des Oeuvres d'Alexandre Dumas.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/11/12;46;1836;5731;210;BELLES-LETTRES;Théâtre;Français;Théâtre complet de M. Eugène Scribe. Livraisons 116 à 122. (Fin du volume XVI.);M. Eugène Scribe;;;;;28;;448;;in-8°;;;;;0,50;;;;;;;;;;;;;Fournier;Paris;Paris;Aimé André;;;;;;;;;;;;;;;;;Prix de chaque livraison : 0-50. Le 16e volume commence une deuxième série qui s'étendra jusqu'au 20e volume.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
