Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1835/01/03;1;1835;17;208;BELLES-LETTRES;Théâtre;Français;"Au rideau, ou les Singeries dramatiques. Revue-prologue; représenté sur le théâtre du Cirque-Olympique le 9 décembre 1834.";MM. Cogniard frères;Collectif;Liens familiaux;;;1 1/2;;24;;in-8°;;;;;1,5;;;;;;;;;;;;;Mevrel;Paris;Paris, boulevart St-Martin;Marchant;;;;;;;;;;;;;;;;;Une autre édition a été annoncée sous le n. 6842 de 1834.;;
1835/01/03;1;1835;18;213;BELLES-LETTRES;Romans et Contes;Français;"Auguste et Julie, ou les Suites déplorables d'une jalousie secrète. Par Spiess. Suivi de Notre Fritz, par Kotzebue; traduits et imités de l'allemand par S***.";"Spiess;Kotzebue";"Compilation;Anonyme";;S***;;3;;108;;in-18;;une gravure;1;;;;;;;;;;;;;;;Stahl;Paris;Paris, quai St-Michel, n. 15;Stahl;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;21;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La belle assemblée, annuaire fashionable.;divers auteurs;Collectif;;;;15;;540;;in-18;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Paris, rue St-Jacques, n. 59;Louis Janet;Paris, rue St-Honoré, n. 202;;;;;;;;;;;;;;;;Morceaux en prose et en vers de divers auteurs.;;
1835/01/03;1;1835;26;199;BELLES-LETTRES;Poétique et Poésie;Français;La Carentanade. Poënte héroï-comique, en trois chants et en vers. Première édition.;M. Le Goupil, de Cherbourg;;Contexte géographique;;;2 1/2;;60;;in-12;;;;;;;;;;;;;;;;;;Pottier;Saint-Lô;Cherbourg;Le Goupil;;;;;;;;;;;;;;;;;Poëme en vers de 10 syllabes, dont le sujet est l'expédition de huit cents Cherbourgeois, en 1830, qui se mirent en marche jusqu'à Carentan pour aller au devant d'une armée de royalistes qu'on disait venir pour s'emparer de Cherbourg.;;
1835/01/03;1;1835;27;203;BELLES-LETTRES;Poétique et Poésie;Français;La Colonne Vendôme. Ode à Napoléon, dédiée à M. le comte Bertrand.;Pluchonneau aîné;;Liens familiaux;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;;;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;32;195;BELLES-LETTRES;Introduction et Langues;Français;Cours de thèmes, à l'usage des commençans, d'après une nouvelle méthode de latinité, etc.;J. Achintre;;;;;9 1/2;;228;;in-12;;;;;;;;;;;;;;;;;;Pontier;Aix;Aix;Pontier;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;41;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Emblême des fleurs, ou Parterre de Flore, contenant le symbole et le langage des fleurs, leurs histoire et origine mythologique, et les plus jolis vers qu'elles ont inspirés à nos meilleurs poètes. Publié par M. Ch. Jos. Ch...t, de plusieurs sociétés littéraires. Quatrième édition, augmentée de la manière d'écrire et de parler au moyen des fleurs.;M. Ch. Jos. Ch...t, de plusieurs sociétés littéraires;;"Sociétés savantes;Métiers du livre";;;2 5/16;;148;;in-32;;16 gravures;16;;;;;;;;;;;;;;;Petit;Paris;Paris, rue St-Denis, n. 380;Constant-Chantpie;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;43;203;BELLES-LETTRES;Poétique et Poésie;Français;L'Enfer.;Le Dante;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Bottier;Bourg;;;;;;;;;;;;;;;;;;;Fragment d'une traduction inédite, en prose, du poème du Dante.;;
1835/01/03;1;1835;45;214;BELLES-LETTRES;Romans et Contes;Français;L'Espagne. Royaume de Grenade. Orné de 31 vignettes sur bois et sur acier.;Thomas Roscoe;;;;;15;;240;;in-8°;;31 vignettes sur bois et sur acier;31;;;;;;;;;;;;;;;J. Didot aîné;Paris;Paris, rue St-Jacques, n. 59;Louis Janet;Paris, rue St-Honoré, n. 202;;;;;;;;;;;;;;;;Sans vignettes.;;
1835/01/03;1;1835;48;210;BELLES-LETTRES;Romans et Contes;Français;Études philosophiques. Tomes I, II, III, IV et V.;M. de Balzac;;;;;52 2/3;;1264;5;in-12;;;;;15;;;;;;;;;;;;;Barbier;Sèvres;Paris, rue des Quatre-Vents, n. 18;Werdet;;;;;;;;;;;;;;;;;Les Etudes philosophiques paraîtront en 5 livraisons, chacune de 5 volumes, et du prix de 15-0.;;
1835/01/03;1;1835;49;207;BELLES-LETTRES;Théâtre;Français;"Le facteur, ou la Justice des hommes. Drame en cinq actes; représenté sur le théâtre de l'Ambigu-Comique le 6 décembre 1834.";"M. Charles Desnoyer;Boulé";Collectif;;;;4 3/4;;76;;in-8°;;;;;2,50;;;;;;;;;;;;;Chassaignon;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;51;210;BELLES-LETTRES;Romans et Contes;Français;Les femmes vengées. Deuxième édition, revue et corrigée.;Ernest Desprez;;;;;42 1/2;;680;2;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, rue des Bons-Enfans, n. 29;Abel Ledoux;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;53;202;BELLES-LETTRES;Poétique et Poésie;Français;La fortune de l'homme. Joyeux chansonnier nouveau.;T. Créton;;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, rue du Faubourg-St-Denis, n. 16;;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;55;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire française analytique, ou Cours complet d'orthographe.;J. F. J. Delanchy;;;;;6 2/3;;160;;in-12;;;;;1,25;;;;;;;;;;;;;Moureau;St-Quentin;St-Quentin;Moureau;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;56;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire française, d'après Lhomond, mise sous la forme de demandes et de réponses. Neuvième édition.;;Anonyme;;;;8;;192;;in-12;;;;;;;;;;;;;;;;;;Mme veuve Dubiez;Remiremont;Epinal;George;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;57;193;BELLES-LETTRES;Introduction et Langues;Français;Grammaire latine, d'après une nouvelle méthode de latinité.;J. Achintre;;;;;13 1/4;;212;;in-8°;;;;;;;;;;;;;;;;;;Pontier;Aix;Aix;Pontier;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;58;193;BELLES-LETTRES;Introduction et Langues;Français;Grammaire latine de Lhomond, avec des notes, par Constant Villemeureux. Quatrième édition, revue et corrigée.;Lhomond;;;;Constant Villemeureux;20;;480;;in-12;;;;;;;;;;;;;;;;;;Casimir;Paris;Paris, quai Conti, n. 13;Mme veuve Maire Nyon;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. Trente-quatrième édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. 35e édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. 36e édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. 37e édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. 38e édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;59;194;BELLES-LETTRES;Introduction et Langues;Français;Grammaire populaire, suivant le système des écoles-modèles, ou Grammaire pratique, en 90 leçons. 39e édition, augmentée de plusieurs exercices, etc.;Ch. Martin;;;;;8;;192;;in-12;;;;;1,25;;;;;;;;;;;;;Varlet-Berleux;Laon;Laon;Varlet-Berleux;;;;;;;;;;;;;;;;;Prix de chaque édition : 1-25.;;
1835/01/03;1;1835;60;199;BELLES-LETTRES;Poétique et Poésie;Français;Herculanum, ou l'Orgie romaine.;Méry;;;;;3;;24;;in-4°;;;;;;;;;;;;;;;;;;Feissat aîné;Marseille;;;;;;;;;;;;;;;;;;;En vers alexandrins.;;
1835/01/03;1;1835;61;197;BELLES-LETTRES;Poétique et Poésie;"Français;Grec";"Héro et Léandre. Poëme de Musée le grammairien; traduit du grec par J. F. Grégoire et F. B. Collombet.";Musée le grammairien;;Autres;"J. F. Grégoire;F. B. Collombet";;2 1/2;;40;;in-8°;50;;;;;;;;;;;;;;;;;Rossary;Lyon;Lyon;Bohaire;;;;;;;;;;;;;;;;;Tiré à 50 exemplaires.;;
1835/01/03;1;1835;70;201;BELLES-LETTRES;Poétique et Poésie;Français;Instruisez-vous ! Satire.;Louis Bastide, auteur de Tisiphone;;Métiers du livre;;;1;;16;;in-8°;;;;;0,20;;;;;;;;;;;;;Stahl;Paris;Paris, rue Bourbon-Villeneuve, n. 36;chez l'auteur;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;72;206;BELLES-LETTRES;Théâtre;Français;"La Jolie Voyageuse, ou les deux Giroux. Anecdote contemporaine en un acte; représenté sur le théâtre des Variétés, à Paris, le 12 novembre 1834.";M. Losier;;;;;1;;16;;in-8°;;;;;0,20;;;;;;;;;;;;;Boudon;Paris;Paris, Palais-Royal;Barba;Paris, place de la Bourse, n. 5;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;79;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Mélanges politiques et littéraires, faisant suite au Voyage à Rennes-les-Bains.;M. de Labouisse-Rochefort;;;;;29 1/2;;472;;in-8°;;;;;6,0;;;;;;;;;;;;;Labadie;Castelnaudary;Paris, Palais-Royal;Dentu;;;;;;;;;;;;;;;;;Les Lettres XLIV et XLV sont adressées à feu Dugas-Montbel. Le volume est terminé par une postface, qui a paru l'année dernière : voyez n 91 de 1834.;;
1835/01/03;1;1835;82;200;BELLES-LETTRES;Poétique et Poésie;Français;La mer. Poésies.;Joseph Autran;;;;;19 1/2;;312;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;Paris, Palais-Royal;Dentu;Paris, quai Voltaire, n. 15;Pinard;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;85;199;BELLES-LETTRES;Poétique et Poésie;Français;Le mois de Marie. Fleurs poétiques à la sainte Vierge.;Edouard Boulay;;;;;9;;324;;in-18;;;;;;;;;;;;;;;;;;Mejeat;Rambervillers;Lyon;Périsse frères;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;86;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La monarchie selon la Charte. Pamphlet publié par F. D. Demay, de Méru (Oise), officier destitué, républicain.;"F. D. Demay, de Méru (Oise), officier destitué, républicain;Louis XVIII";"Pseudonyme masculin;Compilation";"Contexte géographique;Armée et maintien de l'ordre;Opinion politique";;P. L. Courier (Paul-Louis Vigneron);0 2/9;;8;;in-18;;;;;0,15;;;;;;;;;;;;;Mme veuve Brugnot;Dijon;;;;;;;;;;;;;;;;;;;A la suite d'une quarantaine de lignes en prose est la réimpression de la lettre (supposée) de Louis XVIII à Ferdinand VII, publiée par P. L. Courier, sous le titre de: Pièce diplomatique extraite des journaux anglais, et faisant le n. 5 de sa Gazette de village, ou Livres de Paul-Louis Vigneron.;;
1835/01/03;1;1835;90;202;BELLES-LETTRES;Poétique et Poésie;Français;Ode sur la mort de Boïeldieu. Par son compatriote Théodore Lebreton, ouvrier imprimeur en indienne.;son compatriote Théodore Lebreton, ouvrier imprimeur en indienne;;"Contexte géographique;Autres";;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Baudry;Rouen;;;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;92;209;BELLES-LETTRES;Théâtre;Français;Parade chatel. Vaudeville.;;Anonyme;;;;0 2/3;;24;;in-18;;;;;3;;;;;;;;;;;;;Merson;Nantes;;;;;;;;;;;;;;;;;;;Une seule scène.;;
1835/01/03;1;1835;93;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Paris, ou le Livre des cent-et-un. Tome XIII.;;Compilation;;;;26 1/4;;420;;in-8°;;;;;8,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Chabannais, n. 2;Ladvocat;;;;;;;;;;;;;;;;;Ce volume contient 19 articles. Le 19e est le Discours de M. Thiers, prononcé à l'académie française le jour de sa réception.;Je suppose que la note de Beuchot concerne le tome XV (JBM).;
1835/01/03;1;1835;93;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Paris, ou le Livre des cent-et-un. Tome XV (et dernier).;M. Thiers;Compilation;;;;29 1/4;;468;;in-8°;;un fac-simile;1;;8,0;;;;;;;;;;;;;Casimir;Paris;Paris, rue Chabannais, n. 2;Ladvocat;;;;;;;;;;;;;;;;;Ce volume contient 19 articles. Le 19e est le Discours de M. Thiers, prononcé à l'académie française le jour de sa réception.;Je suppose que la note de Beuchot concerne le tome XV (JBM).;
1835/01/03;1;1835;94;211;BELLES-LETTRES;Romans et Contes;Français;Pascaline.;Mme Jenny Bastide (Camille Bodin);Pseudonyme féminin;Épouse;;;51 3/4;;828;2;in-8°;;;;;;;;;;;;;;;;;;Barbier;Sèvres;Paris, rue Richelieu, n. 27;Vimont;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;95;210;BELLES-LETTRES;Romans et Contes;Français;Paul et Virginie, suivi de la Famille indienne.;Bernardin de Saint-Pierre;;;;;5 1/4;;84;;in-8°;;;;;;;;;;;;;;;;;;Poussielgue;Paris;Paris, rue des Grands-Augustins, n. 18;Rion;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;103;214;BELLES-LETTRES;Romans et Contes;Français;"La princesse. Par lady Morgan; traduit par M. A. Sobry.";lady Morgan;;"Épouse;Noblesse";M. A. Sobry;;76;;1216;3;in-8°;;;;;22,50;;;;;;;;;;;;;Mme Huzard;Paris;Paris, rue Hautefeuille, n. 25;Arthus-Bertrand;;;;;;;;;;;;;;;;;Le titre du tome III porte : Traduit par M. A.-S. T.;;
1835/01/03;1;1835;108;205;BELLES-LETTRES;Théâtre;Français;"La sentinelle perdue. Opéra comique en un acte. Par M. de Saint-Georges, musique de M. Rifaut; représenté sur le théâtre royal de l'Opéra-Comique le 9 décembre 1834.";M. de Saint-Georges;;;;M. Rifaut;1;;16;;in-8°;;;;;0,15;;;;;;;;;;;;;Mevrel;Paris;Paris, boulevart St-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;N. 98 de la collection.;;
1835/01/03;1;1835;109;206;BELLES-LETTRES;Théâtre;Français;"Les sept péchés capitaux, ou la Famille du quaker. Comédie-vaudeville en un acte; représentée sur le théâtre des Variétés le 25 juillet 1834.";"M. Ad. de Leuven;M. Lhérie";Collectif;;;;2 1/2;;40;;in-8°;;;;;1,5;;;;;;;;;;;;;Mevrel;Paris;Paris, boulevart Saint-Martin, n. 12;Marchant;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;110;202;BELLES-LETTRES;Poétique et Poésie;Français;La sirène. Nouvelles chansons et poésies diverses.;J. B. Gougé;;;;;6;;216;;in-18;;;;;1,75;;;;;;;;;;;;;Mme Poussin;Paris;Paris, Palais-Royal;Garnier;Paris, galerie Véro-Dodat, n. 1;Laisné;Paris;Quoy;Paris;Deschamps;Paris, passage du Saumon, n. 30;Martin;;;;;;;;;;;
1835/01/03;1;1835;122;211;BELLES-LETTRES;Romans et Contes;Français;Un roman pour les cuisinières.;Emile Cabanon;;;;;18;;288;;in-8°;;une vignette;1;;;;;;;;;;;;;;;Barbier;Paris;Paris, rue des Grands-Augustins, n. 22;Renduel;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;123;211;BELLES-LETTRES;Romans et Contes;Français;Une première communion.;M. Carolus;;;;;7 1/2;;270;;in-18;;;;;;;;;;;;;;;;;;Poussielgue;Paris;Paris, rue de Tournon, n. 1;Delossy;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;124;199;BELLES-LETTRES;Poétique et Poésie;Français;Victor. Poëme en cinq chants.;M ***;Anonyme;;;;5 1/6;;124;;in-12;;une vignette;1;;;;;;;;;;;;;;;Pinard;Paris;Paris, rue de la Paix, n. 6;Amyot;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;126;210;BELLES-LETTRES;Romans et Contes;Français;Voyage du jeune Anacharsis en Grèce.;abbé Barthélemy;;Religion;;;38 1/4;;612;;in-8°;;un portrait, 43 cartes et une planche;45;;;;;;;;;;;;;;;Moquet;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;128;204;BELLES-LETTRES;Poétique et Poésie;Anglais;The complete works of Lord Byron from the last London edition, now first collected and arranged, and illustrated with notes by sir Walter Scott, Francis Jeffrey, professor Wilson, etc., etc. To which is prefixed the life of the author by John Galt, esq.;Lord Byron;;"Noblesse;Enseignement";;"sir Walter Scott;Francis Jeffrey;professor Wilson;John Galt, esq.;etc.";126 3/4;;2028;;in-8°;;un portrait et un fac-simile;2;;15;;;;;;;;;;;;;Everat;Paris;Paris, rue du Coq;Baudry;Paris;Amyot;Paris;Truchy;Paris;Th. Barrois;;;;;;;;;;;;;
1835/01/03;1;1835;129;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Espagnol;Bellezas de los estudios y de las armonías de la naturaleza.;Bernardino de Saint-Pierre;;;;;16;;576;2;in-18;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;;;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;131;210;BELLES-LETTRES;Romans et Contes;Espagnol;"Historia galante del joven Siciliano, adición a las aventuras de Gil Blas de Santillana; traducida al castellano por el mismo viejo ocioso.";;"Anonyme;Pseudonyme masculin";"Autres;Âge";el mismo viejo ocioso;;29;;1044;4;in-18;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;;;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;134;197;BELLES-LETTRES;Rhétorique et Eloquence;Grec;"Discours de Démosthène pour la couronne ; en faveur de Ctésiphon. Édition collationnée sur les textes les plus purs, avec des sommaires et notes nouvelles, historiques et philologiques, par Jos. Planche.";Démosthène;;;;Jos. Planche;7;;168;;in-12;;;;;;;;;;;;;;;;;;Belin-Mandar;St-Cloud;Paris, rue St-André-des-Arts, n. 55;Belin-Mandar;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;136;193;BELLES-LETTRES;Introduction et Langues;Français;Lexique élémentaire grec-français de tous les mots contenus dans les ouvrages suivans : Fables d'Ésope, Dialogue des morts, etc., sur un plan entièrement nouveau. Septième édition.;E. Lefranc;;;;;31 2/3;;760;;in-12;;;;;;;;;;;;;;;;;;Chausseblanche;St-Cloud;Paris, rue St-André-des-Arts, n. 55;Belin-Mandar;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;137;219;BELLES-LETTRES;Mythologie et Fables;Grec;"Nouveau choix des fables d'Ésope, divisé en trois livres, et accompagné d'un dictionnaire raisonné des mots qui s'y trouvent ; Par E. Lefranc. Nouvelle édition.";Esope;;;;E. Lefranc;7;;168;;in-12;;;;;;;;;;;;;;;;;;Belin-Mandar;St-Cloud;Paris, rue St-André-des-Arts, n. 55;Belin-Mandar;;;;;;;;;;;;;;;;;;;
1835/01/03;1;1835;145;218;BELLES-LETTRES;Polygraphes;Latin;"Histoire d'Alexandre-le-Grand. Par Quinte-Curce. Traduction nouvelle ; par M. Aug. et Alph. Trognon. Tome III.";Quinte-Curce;Collectif;;"M. Aug. Trognon;M. Alph. Trognon";;28 1/4;;452;;in-8°;;;;;7,0;;;;;;;;;;;;;Panckoucke;Paris;Paris, rue des Poitevins, n. 14;Panckoucke;;;;;;;;;;;;;;;;;XVIIIe livraison de la Bibliothèque latine-française. C'est sans doute une réimpression.;;
1835/01/03;1;1835;148;198;BELLES-LETTRES;Poétique et Poésie;Latin;Selecta ex Catullo, Tibullo et Propertio Carmina. Illustravit J. N. Morellet, rhetor.;"Catulle;Tibulle;Properce";Compilation;Autres;;J. N. Morellet, rhetor.;2 1/2;;60;;in-12;;;;;1,25;;;;;;;;;;;;;Quillot;Agen;Agen, chez l'auteur;;Paris;Delalain;Paris;Maire-Nyon;;;;;;;;;;;;;;;
1835/01/03;1;1835;149;218;BELLES-LETTRES;Polygraphes;Latin;Valère Maxime. Faits et paroles mémorables. Traduction nouvelle. Par C. A. F. Frémion. Tome II.;Valère Maxime;;;C. A. F. Frémion;;24 7/8;;398;;in-8°;;;;;7,0;;;;;;;;;;;;;Panckoucke;Paris;Paris, rue des Poitevins, n. 14;Panckoucke;;;;;;;;;;;;;;;;;IXe livraison de la Bibliothèque latine-française. C'est sans doute une réimpression.;;
1835/01/10;2;1835;161;206;BELLES-LETTRES;Théâtre;Français;Analyse de l'Ami Grandet, comédie, de MM. Ancelot et A. Decomberousse.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Smith;Paris;Paris, boulevart St-Martin, n. 31;;;;;;;;;;;;;;;;;;La pièce est imprimée. Voyez n. 6575 de 1834.;;
1835/01/10;2;1835;162;206;BELLES-LETTRES;Théâtre;Français;Analyse de Le For-Lévêque, vaudeville, de MM. Rochefort et Cogniard frères.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Smith;Paris;Paris, boulevart St-Martin, n. 31;;;;;;;;;;;;;;;;;;La pièce est imprimée. Voyez n. 7034 de 1834.;;
1835/01/10;2;1835;163;208;BELLES-LETTRES;Théâtre;Français;Analyse de Le Pied de mouton, mélodrame-féerie.;;Anonyme;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Proux;Paris;Paris, rue de Grenelle-St-Honoré, n. 29;Sétier;;;;;;;;;;;;;;;;;Le Pied de mouton est un mélodrame de feu Martainville, joué sur le théâtre de la Gaîté.;;
1835/01/10;2;1835;169;200;BELLES-LETTRES;Poétique et Poésie;Français;Brises du soir. Poésies.;Mme de La Besge, née de Villars;Nom féminin;"Épouse;Liens familiaux";;;16 1/4;;260;;in-8°;;une lithographie;1;;6;;;;;;;;;;;;;Bacquenois;Paris;Paris, rue St-Germain-des-Prés, n. 9;Gosselin;Paris, rue des Saints-Pères, n. 31;Pelletan;Paris;marchands de nouveautés;;;;;;;;;;;;;;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 2.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 3.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 4.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 5.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 6.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 7.;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;173;202;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de Brazier. Livraison 8 (et dernière).;Brazier;;;;;1;;36;;in-18;;une gravure;1;;1;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;Prix de chaque livraison : 1-0. L'ouvrage est complet en 8 livraisons.;;
1835/01/10;2;1835;174;211;BELLES-LETTRES;Romans et Contes;Français;Le Château d'Oppenheim.;E. F. Varez;;;;;2;;128;;in-32;;une vignette;1;;0,20;;;;;;;;;;;;;Mevrel;Paris;Paris, rue de Chabrol-Poissonnière, n. 24;;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;
1835/01/10;2;1835;176;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Choix de lectures instructives et amusantes.;E. J. L. Billet;;;;;3;;108;;in-18;;;;;;;;;;;;;;;;;;Considérant;Salins;;;;;;;;;;;;;;;;;;;;;
