Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;2;1823/01/11;125;193;BELLES-LETTRES;Romans;Français;"Emilie et Alphonse ; par Mme de Souza. Nouvelle édition, revue corrigée et augmentée";Mme de Souza;http://ark.bnf.fr/ark:/12148/cb130923462;Nom féminin;;;;;;24 3/4;;594;3;In-12;;;;;7,5;;;;;;;;;;;;;Tastu;Paris;Paris;Alexis Eymery;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31390696d
1823;2;1823/01/11;130;186;BELLES-LETTRES;Théâtre;Français;"Suite du Répertoire du Théâtre-Français, avec un choix des pièces de plusieurs autres théâtres, arrangées et mises en ordre par M. Lepeintre, et précédées de notices sur les auteurs ; le tout terminé par une Table générale, tomes XVII, XLII, XLIII, XLIV, LIX";;;Compilation;;;;M. Lepeintre;http://ark.bnf.fr/ark:/12148/cb14517847b;48 9/16;;;5;In-18;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Paris;Mme veuve Dabo;;;;;;;;;;;;;;;;;"""(1822)""
""Chacune des quatorze premières livraisons coûtera 8 fr. ; au-delà de 70, chaque volume coûtera 1 fr. 50 ; les volumes excédant 80, seront délivrés gratis.
Les cinq volume annoncés aujourd'hui forment la VIIIe livraison.""";;http://ark.bnf.fr/ark:/12148/cb33616249c
1823;2;1823/01/11;140;197;BELLES-LETTRES;Mythologie et Fables;Français;"Recherches sur les auteurs dans lesquels La Fontaine a pu trouver les sujets de ses Fables ; par M. Guillaume, des Académies de Besançon et de Dijon";M. Guillaume, des Académies de Besançon et de Dijon;http://ark.bnf.fr/ark:/12148/cb10667846n;;"Sociétés savantes;Contexte géographique";;;;;3 3/4;;60;;In-8;;;;;1,5;;;;;;;;;;;;;veuve Daclin;Besançon;Paris;Debure frères;;;;;;;;;;;;;;;;;"""(1822)""";;http://ark.bnf.fr/ark:/12148/cb305572533
1823;2;1823/01/11;141;174;BELLES-LETTRES;Rhétorique et Eloquence;Français;Abrégé de rhétorique;;;Anonyme;;;;;;3 1/6;;76;;In-12;;;;;;;;;;;;;;;;;;Morisset;Niort;Niort;Morisset;;;;;;;;;;;;;;;;;"""(1822)""";;http://ark.bnf.fr/ark:/12148/cb33231957f
1823;2;1823/01/11;142;173;BELLES-LETTRES;Langues;Français;"Recueil de phrases vicieuses, à l'usage des élèves de l'un et l'autre sexe, suivi de sujets de composition, où l'on reproduit à dessein les phrases viciceuses de vocabulaire, afin qu'en les corrigeant eux-mêmes, les jeunes gens parviennent plus facilement à les éviter ; par Philippe Albert, membre de l'Académie royale des sciences, belles-lettres et arts de Bordeaux";Philippe Albert, membre de l'Académie royale des sciences, belles-lettres et arts de Bordeaux;Albert, Philippe;;"Sociétés savantes;Contexte géographique";;;;;1 2/3;;60;;In-18;;;;;;;;;;;;;;;;;;Quillot;Agen;;;;;;;;;;;;;;;;;;;;Ouvrage non trouvé dans le catalogue de la BnF (JBM).;
1823;2;1823/01/11;150;171;BELLES-LETTRES;Langues;Français;Lettre adressée à la société asiatique de Paris;M. Louis de L’or, ancien officier de cavalerie;http://ark.bnf.fr/ark:/12148/cb11909814x;Pseudonyme masculin;Armée et maintien de l'ordre;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb306836593
1823;2;1823/01/11;151;197;BELLES-LETTRES;Romans;Français;Les deux Vieillards;;;Anonyme;;;;;;1 1/6;;28;;In-12;;;;;;;;;;;;;;;;;;Laurens aîné;Paris;;;;;;;;;;;;;;;;;;;"""(1821)""
""En prose.""";;http://ark.bnf.fr/ark:/12148/cb308646358
1823;2;1823/01/11;152;197;BELLES-LETTRES;Romans;Français;Le Berger et son troupeau;;;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laurens aîné;Paris;;;;;;;;;;;;;;;;;;;"""En prose.""";;http://ark.bnf.fr/ark:/12148/cb33258110p
1823;2;1823/01/11;153;202;BELLES-LETTRES;Epistolaires;Français;"Lettres de Mmes de Villars, de la Fayette, et de Tencin ; accompagnées de notices biographiques et de notes explicatives.";"Mme de Villars;Mme de la Fayette;Mme de Tencin";"http://ark.bnf.fr/ark:/12148/cb12940312n;http://ark.bnf.fr/ark:/12148/cb11910266j;http://ark.bnf.fr/ark:/12148/cb12007143p";"Nom féminin;Compilation";;;;;;11 1/3;;272;;In-12;;;;;;;;;;;;;;;;;;Rougeron;Paris;Paris;Chaumerot jeune;Paris;les principaux libraires;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb315805143
1823;2;1823/01/11;157;198;BELLES-LETTRES;"Philologie, Critique, Mélanges;";Français;"Le Livre des femmes, choix de morceaux extraits des meilleurs écrivains français, sur le caractère, les mœurs et l'esprit des femmes ; par Mmes Dufrenoy et Amable Tastu. Ouvrage enrichi de plusieurs fragmens inédits ou peu connus, orné de 4 portraits lithogr.";;;"Compilation;Collectif;Nom féminin";;;;"Mme Dufrenoy;Mme Amable Tastu";"http://ark.bnf.fr/ark:/12148/cb148398828;http://ark.bnf.fr/ark:/12148/cb12181028w";20 3/4;;;2;In-18;;4 portraits lithographiés;;;8;;;;;;;;;;;;;Tastu;Paris;Paris, rue de l'Arbre-Sec, n. 22;;Paris;Ponthieu;Paris;Mme Goulet;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30369044x
1823;2;1823/01/11;171;198;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"L’Anacharsis français, ou Description historique et géographique de toute la France ; dédié à Louise Jenny, par un jeune voyageur";un jeune voyageur;http://ark.bnf.fr/ark:/12148/cb12037337x;Pseudonyme masculin;Autres;;;;;22 1/2;;810;2;In-18;;planches;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Louis Janet;;;;;;;;;;;;;;;;;"""(1822)""
""En prose mêlée de vers.""";;http://ark.bnf.fr/ark:/12148/cb30868258s
1823;2;1823/01/11;172;183;BELLES-LETTRES;Poétique et Poésie;Français;Le Grétry des dames;;;Anonyme;;;;;;3 1/4;;;;In-18;;6 planches;6;;;;;;;;;;;;;;;Didot aîné;Paris;Paris;Louis Janet;;;;;;;;;;;;;;;;;"""52 pages de musique gravée.""";;http://ark.bnf.fr/ark:/12148/cb390499274
1823;2;1823/01/11;173;198;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;L’Ami des jeunes demoiselles;Charles Malo;http://ark.bnf.fr/ark:/12148/cb12037337x;;;;;;;4 1/4;;;;In-18;;6 planches;6;;;;;;;;;;;;;;;Didot aîné;Paris;Paris;Louis Janet;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb32412323h
1823;2;1823/01/11;174;198;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le Règne de la mode, nouvel almanach des modes, rédigé par le caprice;;;Anonyme;;;;;;5 1/4;;;;In-18;;"1 frontispice gravé;6 planches";7;;;;;;;;;;;;;;;Didot aîné;Paris;Paris;Louis Janet;;;;;;;;;;;;;;;;;;Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;2;1823/01/11;176;197;BELLES-LETTRES;Mythologie et Fables;Français;Fables choisies mises en vers par J. de La Fontaine. Nouvelle édition, ornée d'un grand nombre de gravures en taille douce colorées;J. de La Fontaine;http://ark.bnf.fr/ark:/12148/cb30716169g;;;;;;;13;;208;;In-8 oblong;;"planches;gravures en taille douce colorées";;;;;;;;;;;;;;;;Cordier;Paris;Paris, quai des Augustins, n. 19;Salmon;;;;;;;;;;;;;;;;;;Le nombre de pages ne correspond pas à ce qui est indiqué dans le catalogue BnF (JBM).;http://ark.bnf.fr/ark:/12148/cb36580505t
1823;2;1823/01/11;184;201;BELLES-LETTRES;Polygraphes;Français;Mise en vente de la troisième livraison des œuvres complètes de Jacques-Henri-Bernardin de Saint-Pierre, mises en ordre, et précédées de la vie de l'auteur, par L. Aimé Martin. (Prospectus.) ;;;Anonyme;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cellot;Paris;;;;;;;;;;;;;;;;;;;"""M Aimé André, acquéreur du fonds de l'édition in-18 des Oeuvres de Bernardin de Saint-Pierre, a fait faire de nouveaux frontispices en son nom, et a ouvert une nouvelle souscription, de sorte que chacun, suivant son goût et ses moyens, peut retirer l'ouvrage tout à la fois ou en six livraisons de mois en mois. Prix de la livraison de trois volumes, 7 fr. 50 c.; l'ouvrage entier coûte 45 fr. ; après le 1er avril, il sera porté à 54 fr.""";Document non trouvé dans le catalogue de la BnF (JBM).;
1823;2;1823/01/11;185;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire, tome XXXIIIe. Correspondance générale, tome I.;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;25 1/2;;408;;In-8;;;;;;;;;;;;;;;;;;Constant-Chantpie;Paris;Paris;J. Esneaux;;;;;;;;;;;;;;;;;"""(1822)""
""C'est le XXIXe volume dans l'ordre de publication.""";;http://ark.bnf.fr/ark:/12148/cb31602392b
1823;2;1823/01/11;186;197;BELLES-LETTRES;Romans;Français;"Le Partisan des Pyrénées, ou le Guerillero, traduit de l'espagnol ; par M. Frankoual ; suivi des Vision, par Schiller. ";Schiller;http://ark.bnf.fr/ark:/12148/cb11887510q;;;Frankoual;http://ark.bnf.fr/ark:/12148/cb13486019s;;;18 1/3;;440;2;In-12;;;;;;;;;;;;;;;;;;Béraud;Paris;Paris;Plancher;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb313155135
1823;2;1823/01/11;193;180;BELLES-LETTRES;Poétique et Poésie;Français;Epître à Thouvenin, par Lesné, auteur du poëme de la reliure, etc.;Lesné, auteur du poëme de la reliure, etc.;http://ark.bnf.fr/ark:/12148/cb14639466k;;Métiers du livre;;;;;1 1/4;;20;;In-8;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de Tournon, n. 15;Chez l'auteur;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30803099c
1823;2;1823/01/11;218;192;BELLES-LETTRES;Théâtre;Italien;Medea in Corinto. Médée à Corinthe, tragédie lyrique en deux actes, représentée sur le théâtre royal italien, salle de Louvois, le 12 janvier 1823.;;;Anonyme;;;;;;3;;48;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Roullet;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb334761924
1823;3;1823/01/18;225;172;BELLES-LETTRES;Langues;"Français;Grec";"Lexique français-grec, avec le mot latin, ouvrage entièrement neuf, composé par Fl. Lécluse, ancien professeur de belles-lettres aux écoles royales militaires de St.-Cyr et de la Flèche ; professeur de littérature grecque et de langue hébraïque à l'Académie royale de Toulouse, etc.";"Fl. Lécluse, ancien professeur de belles-lettres aux écoles royales militaires de St.-Cyr et de la Flèche ; professeur de littérature grecque et de langue hébraïque à l'Académie royale de Toulouse, etc.";http://ark.bnf.fr/ark:/12148/cb104769007;;"Enseignement;Contexte géographique";Hipp. Alex. Cassin de Beziers;Cassin de Beziers, Hipp. Alex.;Horace;http://ark.bnf.fr/ark:/12148/cb11886570b;39 1/2;;632;;In-8;;;;;;;;;;;;;;;;;;Delalain;Paris;Paris;Delalain;;;;;;;;;;;;;;;;;"""La dédicace à M. Cuvier est en grec. La préface est en français, et datée de : TouIouse, 7 décembre 1822. Après cette préface est l'ode d'Horace (Diffugere nives, IV, 7), traduite en grec mètre pour mètre par Hipp. Alex. Cassin de Beziers, avec le texte,
puis la parabole de l'Enfant prodigue, en grec ancien et en grec moderne.""";;http://ark.bnf.fr/ark:/12148/cb30766855r
1823;3;1823/01/18;229;197;BELLES-LETTRES;Romans;Français;Mille et une nuits, traduits en français par Galland. Nouvelle édition, revue, accompagnée de notes, augmentée de plusieurs contes traduits pour la première fois, ornée de 21 gravures et publiée par M. Edouard Gauttier. Tome III;;;Anonyme;;Galland;http://ark.bnf.fr/ark:/12148/cb11903946c;Edouard Gauttier;http://ark.bnf.fr/ark:/12148/cb13769797b;29 1/2;;472;;In-8;;21 gravures;21;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Montmartre, n. 121;;;;;;;;;;;;;;;;;;"""L'édition aura 7 volumes. Les planches paraitront séparément en trois livraisons.
Chaque volume, papier satiné, coûte 6 fr. ; papier grand raisin, 12 fr. ; papier vélin superfin, 12 fr. ;  papier grand raisin vélin, 20 fr. ; la livraison de gravures (la troisième ne se paiera pas) , 6 fr. 50 c. ; épreuves avant la lettre , 12 fr. ; épreuves triples, 25 fr.
Les mêmes libraires publieront séparément une suite, inédite des Mille et une nuits traduite par feu A. Herbin. Cette suite formera un volume in-8°, intitulé : Bedreddyn et Golbias, qui pourra servir de supplément à toutes les éditions. Il aura trois gravures, et se vendra 10 fr. ; grand papier et papier vélin, 18 fr. ; papier grand raisin vélin, 30 fr. Les acquéreurs des Mille et une nuits publiées par les mêmes libraires, ne le paieront que 8, 14 ou 24 fr.""";;http://ark.bnf.fr/ark:/12148/cb33486586h
1823;3;1823/01/18;231;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Cervantès, traduites de l'espagnol, par H. Bouchon Dubournial, ancien premier professeur de l'Académie royale et militaire espagnole. (Tome XI.) Persilès et Sigismonde, ou les Pélerins du Nord. Tome Ier.;Cervantès;http://ark.bnf.fr/ark:/12148/cb118957747;;"Enseignement;Contexte géographique";H. Bouchon Dubournial, ancien premier professeur de l'Académie royale et militaire espagnole;http://ark.bnf.fr/ark:/12148/cb125620183;;;30;;480;;In-8;;2 planches ;2;Papier superfin des Vosges satiné;9;;2 planches;2;Papier vélin superfin des Vosges satiné, figure avant la lettre;18;;;;;;;;Cellot;Paris;Paris;Méquignon Marvis;;;;;;;;;;;;;;;;;"""Prix, papier superfin d'Auvergne satiné, pour les souscripteurs……8-0
Pour les non souscripteurs…….9-0
Papier vélin superfin des Vosges satiné, figure avant la lettre, pour les souscripteurs………15-0
Pour les non souscripteurs…….18-0""";;http://ark.bnf.fr/ark:/12148/cb30212957v
1823;3;1823/01/18;234;201;BELLES-LETTRES;Polygraphes;Français;Œuvres de J.-J. Rousseau. Tomes VI, VII, VIII et IX ;J.-J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228797;;;;;;;68;;1632;4;In-12;;planches;;;;;;;;;;;;;;;;Laurens aîné;Paris;Paris;Garnery;;;;;;;;;;;;;;;;;"""Les tomes VI, VII et VIII, formant la Ire livraison, contiennent l'Emile ; le tome X, les Lettres de la Montagne. Cette nouvelle édition aura 24 volumes qui paraîtront en six livraisons de mois en mois. Chaque livraison coûtera aux souscripteurs, avec gravures, 12 fr. ; sans gravures, 10 fr.""";;http://ark.bnf.fr/ark:/12148/cb312571105
1823;3;1823/01/18;235;202;BELLES-LETTRES;Polygraphes;Français;Voltaire. Tome Le. Mélanges littéraires, tome III. Edition Touquet;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;16 5/6;;404;;In-12;;;;;;;;;;;;;;;;;;Laurens aîné;Paris;;Touquet;;;;;;;;;;;;;;;;;"""Daté du 19 septembre 1822. Il n'a point paru à cette date. C'est le LXVe volume dans l'ordre de publication.""";;http://ark.bnf.fr/ark:/12148/cb31602398d
1823;3;1823/01/18;236;193;BELLES-LETTRES;Romans;Français;"Etude littéraire sur la partie historique du roman de Paul et Virginie ; accompagnée de pièces officielles relatives au naufrage du vaisseau de Saint-Géran ; par P. E. Lemontey, de l'Académie française";P. E. Lemontey, de l'Académie française;http://ark.bnf.fr/ark:/12148/cb121189367;;Sociétés savantes;;;;;2;;72;;In-18;;;;;1,25;;;;;;;;;;;;;Cellot;Paris;Paris;Aimé André;;;;;;;;;;;;;;;;;"""Une édition in-8°, qui paraîtra la semaine prochaine, se vendra 1 fr. 50 c.""";;http://ark.bnf.fr/ark:/12148/cb30788793x
1823;3;1823/01/18;238;"186;16";BELLES-LETTRES;Théâtre;Français;Mémoires de mistriss Bellany, actrice du théâtre de Covent-Garden, avec une notice sur sa vie, par M. Thiers. Tome II;mistriss Bellany, actrice du théâtre de Covent-Garden;;Nom féminin;"Épouse;Beaux-Arts;Contexte géographique";;;M. Thiers;;26 1/2;;424;;In-8°;;;;;6;;;;;;;;;;;;;Tastu;;Paris;Ponthieu;;;;;;;;;;;;;;;;;Le faux-titre porte: Collection des mémoires sur l'art dramatique (troisième livraison).;;
1823;3;1823/01/18;239;"186;17";BELLES-LETTRES;Théâtre;Français;"Mémoires de Goldoni, pour servir à l'histoire de sa vie, et à celle de son théâtre ; précédés d'une notice sur la comédie italienne au XVIe siècle, et sur Goldoni, par M. Moreau. Tome Ier";Goldoni;;;;;;M. Moreau;;26 1/2;;424;;In-8°;;;;;6;;;;;;;;;;;;;Crapelet;;Paris;Ponthieu;;;;;;;;;;;;;;;;;Le faux-titre porte: Collection des mémoires sur l'art dramatique (troisième livraison).;;
1823;3;1823/01/18;240;186;BELLES-LETTRES;Théâtre;Français;Œuvres choisies de T. Corneille;T. Corneille;http://ark.bnf.fr/ark:/12148/cb11998611z;;;;;;;28;;448;;In-8;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Lheureux;;;;;;;;;;;;;;;;;"""(1822)""";;http://ark.bnf.fr/ark:/12148/cb302721289
1823;3;1823/01/18;241;188;BELLES-LETTRES;Théâtre;Français;"Les Dames-Martin, ou le mari, la femme et la veuve ; comédie vaudeville en un acte ; de MM. Lafontaine, Belle et Tully ; représentée pour la première fois à Paris, sur le théâtre du Vaudeville, le 9 décembre 1822.";"Lafontaine;Belle;Tully";"http://ark.bnf.fr/ark:/12148/cb147838386;http://ark.bnf.fr/ark:/12148/cb148508172;http://ark.bnf.fr/ark:/12148/cb10736052p";Collectif;;;;;;2 3/4;;44;;In-8;;;;;1,5;;;;;;;;;;;;;Gratiot;Paris;Paris;Constant-Letellier;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb307165447
1823;3;1823/01/18;242;188;BELLES-LETTRES;Théâtre;Français;L’Album, comédie vaudeville en un acte, par MM. Picard et ***, représentée sur le théâtre du Gymnase-Dramatique, le 21 décembre 1822;"M. Picard;M. ***";"http://ark.bnf.fr/ark:/12148/cb12442349m;http://ark.bnf.fr/ark:/12148/cb15001915m";"Collectif;Anonyme masculin";;;;;;3;;48;;In-8;;;;;1,5;;;;;;;;;;;;;Cellot;Paris;Paris;Aimé André;Paris;Fages;Paris;Barba;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31104112x
1823;3;1823/01/18;243;189;BELLES-LETTRES;Théâtre;Français;La Dot du savetier, comédie grivoise en un acte, mêlée de vaudevilles, par M. de Rougemont. Représentée sur le théâtre des Variétés, le 13 décembre 1822;M. de Rougemont;http://ark.bnf.fr/ark:/12148/cb13009213n;;;;;;;2 1/2;;40;;In-8;;;;;1,5;;;;;;;;;;;;;Nouzou;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30049591w
1823;3;1823/01/18;244;186;BELLES-LETTRES;Théâtre;Français;Almanach des spectacles, depuis le commencement du XIXe siècle. Pour l'an 1823;;;Anonyme;;;;;;10 1/2;;378;;In-18;;;;;;;;;;;;;;;;;;Hocquet;Paris;Paris;J.-N. Barba;;;;;;;;;;;;;;;;;"""C'est la deuxième année.""";;http://ark.bnf.fr/ark:/12148/cb32688157h
1823;3;1823/01/18;245;181;BELLES-LETTRES;Poétique et Poésie;Français;Le Triomphe de la religion chrétienne, ode;M. A. Paesschiers;http://ark.bnf.fr/ark:/12148/cb10722624x;;;;;;;;;;;In-8;100;;;;;;;;;;;;;;;;;Tilloy;Saint-Quentin;;;;;;;;;;;;;;;;;;;"""Par M. A. Paesschiers. Tiré à 100.""";;http://ark.bnf.fr/ark:/12148/cb31048837t
1823;3;1823/01/18;246;179;BELLES-LETTRES;Poétique et Poésie;Français;L’Antique traité d’alliance de la Marche et du Berri;M. Aubaisle;http://ark.bnf.fr/ark:/12148/cb10182251x;;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Bétoulle;Guéret;;;;;;;;;;;;;;;;;;;"""En vers""";;http://ark.bnf.fr/ark:/12148/cb300342920
1823;3;1823/01/18;247;172;BELLES-LETTRES;Langues;Français;"Nouveau cours de thèmes à l'usage des collèges ; par M. Planche, professeur de rhétorique au collège royal de Bourbon, etc.";M. Planche, professeur de rhétorique au collège royal de Bourbon, etc.;http://ark.bnf.fr/ark:/12148/cb12512496z;;Enseignement;;;;;5 1/2;;132;;In-12;;;;;;;;;;;;;;;;;;J. Carez;Toul;Paris;Roret;;;;;;;;;;;;;;;;;;Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;3;1823/01/18;248;172;BELLES-LETTRES;Langues;Français;"Corrigé des thèmes à l'usage des classes de quatrième, troisième et seconde, à l'usage des collèges ; par M. Planche, professeur de rhétorique au collège royal de Bourbon.";M. Planche, professeur de rhétorique aucollège royal de Bourbon;http://ark.bnf.fr/ark:/12148/cb12512496z;;Enseignement;;;;;5 1/2;;132;;In-12;;;;;;;;;;;;;;;;;;Carez;Toul;Paris;Roret;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb311200781
1823;3;1823/01/18;249;173;BELLES-LETTRES;Langues;Français;"Grammaire des commençans, contenant, etc., par demandes et par réponses ; par Charles-Constant Letellier. Septième édition";Charles-Constant Letellier;http://ark.bnf.fr/ark:/12148/cb13005487s;;;;;;;4;;144;;In-18;;;;;;;;;;;;;;;;;;J. Leroy;Calais;Paris;Constant Letellier fils;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30805594h
1823;3;1823/01/18;250;193;BELLES-LETTRES;Romans;Français;Numa Pompilius, second roi de Rome. ;;;Anonyme;;;;;;9 1/2;;342;2;In-18;;;;;;;;;;;;;;;;;;Guibal;Lunéville;Paris;Masson;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb304441949
1823;3;1823/01/18;292;184;BELLES-LETTRES;Poétique et Poésie;Français;Couplets chantés au banquet des Linnéens, le 28 décembre 1822, jour anniversaire de Tournefort;;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Tastu;Paris;;;;;;;;;;;;;;;;;;;"""Tiré à 100. Ne se vend pas.""";;http://ark.bnf.fr/ark:/12148/cb333294767
1823;3;1823/01/18;293;180;BELLES-LETTRES;Poétique et Poésie;Français;Epître présentée à S. A. R. Madame, duchesse d’Angoulême, pour le jour du nouvel an 1823;de Monbrion, ancien prisonnier du Temple;http://ark.bnf.fr/ark:/12148/cb101851683;;Justice;;;;;1;;8;;In-4;100;;;;1,25;;;;;;;;;;;;;Chanson;Paris;Paris;N. Maze;;;;;;;;;;;;;;;;;"""Signé : de Monbrion, ancien prisonnier du Temple. Tiré à 100.""";;http://ark.bnf.fr/ark:/12148/cb30961658c
1823;3;1823/01/18;294;174;BELLES-LETTRES;Rhétorique et Eloquence;Français;"Eudémonie, ou la Félicité, recueil de vers et d'amplifications françaises, à l'usage des jeunes demoiselles ; par M. F. L. , ex-principal du collège";M. F. L. , ex-principal du collège;http://ark.bnf.fr/ark:/12148/cb11606574q;Anonyme masculin;Enseignement;;;;;11 5/6;;284;;In-12;;;;;2;;;;;;;;;;;;;Lebel;Paris;Paris;Ferra jeune;;;;;;;;;;;;;;;;;"""Voyez n. 295.""";;http://ark.bnf.fr/ark:/12148/cb33377686n
