Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1832;1;1832/01/07;45;199;BELLES-LETTRES;Poétique et Poésie;Français;"Félix Becker. Chansons sur sa captivité en Silésie à son retour de Pologne, et autres; précédés d'une lettre au maire de la ville de Reims.";Félix Becker;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris, place Vendôme, n. 24;Lemoine;;;;;;;;;;;;;;;;;;;
1832;1;1832/01/07;48;193;BELLES-LETTRES;Introduction et Langues;Français;Grammaire anglaise simplifiée et réduite à vingt-une leçons, dont chacune contient des règles très-claires et très-précises, et un thème assez étendu pour en faire l'application. Par Vergani. Revue, corrigée et considérablement augmentée, par Hamonière. Nouvelle édition.;Vergani;;;;Hamonière;12 1/6;;292;;in-12;;;;;;;;;;;;;;;;;;Renouard;Paris;Paris;Bobée et Hingray;Paris;Th. Barrois fils;Paris;Truchy;;;;;;;;;;;;;;;
1832;1;1832/01/07;49;192;BELLES-LETTRES;Introduction et Langues;Français;Grammaire italienne, à l'usage de la jeunesse. Cinquième édition, revue et corrigée.;G. Biagioli;;;;;9 1/3;;224;;in-12;;;;;;;;;;;;;;;;;;Smith;Paris;Paris;Bobée et Hingray;Paris;Th. Barrois fils;Paris;Baudry;;;;;;;;;;;;;;;
1832;1;1832/01/07;63;218;BELLES-LETTRES;Mythologie et Fables;Français;Les métamorphoses du jour, ou La Fontaine en 1831. Tome II. (Pages 145-192).;Eugène Desmares;;;;;3;;48;;in-8°;;une planche;1;;0,50;;;;;;;;;;;;;Pihan Delaforest Morinval;Paris;Paris;Delaunay;;;;;;;;;;;;;;;;;L'ouvrage formera deux volumes in-8° et sera orné de 12 planches. Le nombre de livraisons n'est pas indiqué. Chacune coûtera 0,50.;;
1832;1;1832/01/07;64;205;BELLES-LETTRES;Théâtre;Français;"Le mort sous le scellé, folie en un acte, mêlée de couplets; représentée sur le théâtre des Nouveautés le 8 décembre 1831.";"M. Barthélemy;M. Lhérie;M. Céran";"Collectif;Pseudonyme masculin";;;;1 3/4;;28;;in-8°;;;;;1,50;;;;;;;;;;;;;Duverger;Paris;Paris;Barba;;;;;;;;;;;;;;;;;;;
1832;1;1832/01/07;69;192;BELLES-LETTRES;Introduction et Langues;Français;Nouvelle cacographie, ou Exercices sur les participes et les principales difficultés de la langue française, etc. Vingt-unième édition.;Ch. C. Letellier;;;;;8;;192;;in-12;;;;;;;;;;;;;;;;;;Gratiot;Paris;Paris;Belin-Leprieur;Paris;C. Letellier;;;;;;;;;;;;;;;Vingt-unième édition.;;
1832;1;1832/01/07;73;198;BELLES-LETTRES;Poétique et Poésie;Français;Odes aux ministres.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris, Palais-Royal;Mme Goulet;;;;;;;;;;;;;;;;;Cette demi-feuille contient une seule ode : Au premier ministre.;;
1832;1;1832/01/07;78;207;BELLES-LETTRES;Théâtre;Français;"Les Polonais, événemens historiques en quatre actes et en douze tableaux; représentés à Paris le 22 décembre 1831 sur le théâtre du Cirque-Olympique.";M. Prosper;Pseudonyme masculin;;;;4 1/4;;68;;in-8°;;;;;0,50;;;;;;;;;;;;;Barbier;Paris;Paris;Barba;;;;;;;;;;;;;;;;;;;
1832;1;1832/01/07;86;205;BELLES-LETTRES;Théâtre;Français;"Saint-Denis, ou Une insurrection de demoiselles, chronique de 1828, en trois actes, mêlée de couplets; représentée sur le théâtre des Variétés le 26 novembre 1831.";"M. Julien de M***;M. Philippe D***";"Collectif;Anonyme masculin";;;;4;;64;;in-8°;;;;;2,0;;;;;;;;;;;;;Lottin de St.-Germain;Paris;Paris;Riga;;;;;;;;;;;;;;;;;;;
1832;1;1832/01/07;92;198;BELLES-LETTRES;Poétique et Poésie;Français;Souvenir de la Grèce. A mon ami Louis Tollaire Desgouttes. Campagne de Morée.;Eugène de Villeneuve;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;;;;;;;;;;;;;;;;;;;Couplets.;;
1832;1;1832/01/07;93;194;BELLES-LETTRES;Poétique et Poésie;Français;Supplément à l'ouvrage intitulé : Ulysse-Homère, ou Du véritable auteur de l'Iliade et de l'Odyssée.;Constantin Koliades;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Crapelet;Paris;;;;;;;;;;;;;;;;;;;L'ouvrage intitulé : Ulysse-Homère, 1829, in-folio, orné de 20 lithographies, se vend chez MM. de Bure frères. Son prix est de 24 fr.;;
1832;1;1832/01/07;94;207;BELLES-LETTRES;Théâtre;Français;Théâtre des pensions de demoiselles. Recueil de vaudevilles représentés dans l'intérieur de ces établissemens. Première livraison.;un professeur de langues;Pseudonyme;Enseignement;;;2 1/3;;84;;in-18;;;;;1,25;;;;;;;;;;;;;Pinard;Paris;Paris, rue d'Anjou-Dauphine, n. 8;;;;;;;;;;;;;;;;;;Cette livraison contient : la Fête inattendue et l'Instruction. L'ouvrage aura cinq livraisons qui paraîtront de 20 en 20 jours. Prix de chaque livraison contenant deux vaudevilles : 1,25.;;
1832;1;1832/01/07;99;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Voilà le jour de l'an ! ou le Mois de janvier 1832, tel qu'il est, tel qu'il sera, tel que nous sommes ! suivi du détail de l'événement extraordinaire arrivé la veille du jour de l'an chez un particulier très-connu dans Paris.;;Anonyme;;;;0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Chassaignon;Paris;;;;;;;;;;;;;;;;;;;Le dépôt légal de ce canard a été fait le 30 décembre 1831. L'écrit donne à l'événement dont il parle la date du 31 décembre 1831.;;
1832;1;1832/01/07;108;219;BELLES-LETTRES;Epistolaires;Anglais;Letter of J. Fenimor Cooper, to Gen. La Fayette, on the expenditure of the United-States of America.;J. Fenimor Cooper;;;;;3 1/4;;52;;in-8°;;;;;;;;;;;;;;;;;;Smith;Paris;Paris, rue du Coq-Saint-Honoré, n. 9;Baudry;;;;;;;;;;;;;;;;;Idiomes divers de France.;;
1832;1;1832/01/07;114;202;BELLES-LETTRES;Poétique et Poésie;Langue régionale;Guerz Gabriella a Vergy.;;Anonyme;;;;0 1/3;;8;;in-12;;;;;;;;;;;;;;;;;;Lédan;Morlaix;;;;;;;;;;;;;;;;;;;En vers.;;
1832;1;1832/01/07;125;195;BELLES-LETTRES;Poétique et Poésie;"Latin;Français";Recueil de vers latins et autres pièces, composés par les élèves du collège de Meaux dans le courant de l'année 1831. Quinzième année.;les élèves du collège de Meaux;Pseudonyme collectif;"Contexte géographique;Enseignement";;;6 1/4;;100;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Dubois Berthault;Meaux;;;;;;;;;;;;;;;;;;;Contient des pièces en prose française.;;
1832;2;1832/01/14;145;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le bon français du Midi. Almanach monarchique pour 1832.;;Anonyme;;;;3;;108;;in-18;;;;;;;;;;;;;;;;;;Jullien;Montpellier;Paris;librairie monarchique de Picard;province;bureau des gazettes monarchiques;;;;;;;;;;;;;;;Je donne les adresses qui sont sur le livre. La Librairie monarchique n'existe plus à Paris depuis plus de deux ans.;;
1832;2;1832/01/14;147;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Cancans correctionnels.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;0,10;;;;;;;;;;;;;Dentu;Paris;Paris, rue de Sèvres, n. 94;Bérard;Paris, rue de Richelieu, n. 63;Martin;Paris, au Palais-Royal, galerie d'Orléans, n. 197;Mme Henri;;;;;;;;;;;;;;;
1832;2;1832/01/14;149;199;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier français.;;Anonyme;;;;0 1/4;;8;;in-16;;;;;;;;;;;;;;;;;;Sétier;Paris;;;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;150;199;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier national d'Arnaud, chanté par lui et son épouse;Arnaud;"Collectif;Pseudonyme féminin";"Liens familiaux;Épouse";;"Arnaud;son épouse";0 1/3;;12;;in-18;;;;;;;;;;;;;;;;;;Guyot;Orléans;;;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;161;193;BELLES-LETTRES;Rhétorique et Eloquence;Français;Cours de rhétorique sacrée, ou Choix des préceptes et d'exemples sacrés tirés des meilleurs auteurs tant anciens que modernes. Par Victor Arnauld.;;Compilation;;;Victor Arnauld;18 1/2;;444;;in-12;;;;;;;;;;;;;;;;;;Bonnet;Avignon;Montpellier;Virenque;;;;;;;;;;;;;;;;;(1831.);;
1832;2;1832/01/14;167;200;BELLES-LETTRES;Poétique et Poésie;Français;Dieu veut le salut de tous les hommes.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mellinet;Nantes;;;;;;;;;;;;;;;;;;;Couplets.;;
1832;2;1832/01/14;179;197;BELLES-LETTRES;Poétique et Poésie;Français;Les fossés quand même. Epître à M. le baron Fontaine, architecte du roi, sur les travaux du jardin des Tuileries.;Bruno Galbacio;;;;;1;;16;;in-8°;;;;;1,0;;;;;;;;;;;;;Dupuy;Paris;Paris;tous les marchands de nouveautés;;;;;;;;;;;;;;;;;En vers, est suivi de notes.;;
1832;2;1832/01/14;180;200;BELLES-LETTRES;Poétique et Poésie;Français;Le gâteau des rois. 1851. Le gâteau des rois. 1832.;Constans;;;;;0 1/2;;4;;in-4°;;;;;;;;;;;;;;;;;;Pihan Delaforest;Paris;;;;;;;;;;;;;;;;;;;Ce sont deux chansons. Signé : Constans.;;
1832;2;1832/01/14;181;210;BELLES-LETTRES;Romans et Contes;Français;Gilbert. Chronique de l'Hôtel-Dieu. (1780.);M. Saint-Maurice;;;;;46 3/4;;748;;in-8°;;;;;15,0;;;;;;;;;;;;;Dupuy;Paris;Paris;Dénain;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;184;199;BELLES-LETTRES;Poétique et Poésie;Français;Gymnase lyrique. Recueil de chansons et poésies inédites.;;Anonyme;;;;6 1/2;;234;;in-18;;;;;2;;;;;;;;;;;;;Chaignieau jeune;Paris;Paris, quai des Augustins;Audin;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;198;198;BELLES-LETTRES;Poétique et Poésie;Français;Messéniennes polonaises.;M. F. Papion Du Château;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris;Mme Goulet;Paris;Levavasseur;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;199;210;BELLES-LETTRES;Romans et Contes;Français;Le misanthrope du Marais, ou la jeune Bretonne. Historiette des tems modernes.;Alex. Duval;;;;;25;;400;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Dufey et Vézard;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;204;192;BELLES-LETTRES;Introduction et Langues;Français;"Nouvelle cacographie dont les exemples sont tirés tant de l'Ecriture sainte que des saints pères et autres bons auteurs; suivi d'un grand nombre de modèles d'actes. Troisième édition, revue, corrigée et rendue plus méthodique.";"F. P.;L. C.";"Collectif;Anonyme";;;;4;;96;;in-12;;;;;0,75;;;;;;;;;;;;;Moronval;Paris;Paris;Moronval;Paris, rue du faubourg Saint-Martin, n. 163;chez l'auteur;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;206;218;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de M. le vicomte de Chateaubriand, membre de l'académie française. Tome VIII. (Itinéraire de Paris à Jérusalem, tome II), et tome XIV. (Les Martyrs, tome II.) Faux-titres et titres.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Rignoux;Paris;Paris, quai des Augustins;Furne;;;;;;;;;;;;;;;;;Plus les couvertures. Ces frontispices sont pour les exemplaires de l'édition publiée par M. Lefèvre en 20 volumes, in-8°, papier cavalier vélin. Les 20 volumes seront distribués en 30 livraisons. Prix de chacune : 3,0.;;
1832;2;1832/01/14;211;198;BELLES-LETTRES;Poétique et Poésie;Français;Le passé, le présent et l'avenir. Etrennes du jour de l'an. Satire.;un officier-général;Pseudonyme masculin;Armée et maintien de l'ordre;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Guiraudet;Paris;Paris;Dentu;;;;;;;;;;;;;;;;;En vers.;;
1832;2;1832/01/14;213;199;BELLES-LETTRES;Poétique et Poésie;Français;Le pélerinage et l'anniversaire, élégies.;vicomte M. de Rochemore;;Noblesse;;;1;;16;;in-8°;;;;;0,50;;;;;;;;;;;;;Mme veuve Gaude;Nîmes;Nîmes;Mme veuve Gaude;;;;;;;;;;;;;;;;;"La première pièce a paru dans les Mélanges occitaniques; la seconde dans la Gazette du Midi, mais incorrectement.";;
1832;2;1832/01/14;218;208;BELLES-LETTRES;Théâtre;Français;Les préventions, comédie en trois actes, en prose.;P. J. B. Dalban;;;;;4 1/2;;72;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;224;209;BELLES-LETTRES;Romans et Contes;Français;"Raison, folie. Petit cours de morale mis à la portée des vieux enfans ; suivi des Observateurs de la femme. Par P. E. Lemontey, de l'académie française. (Faux-titres et tires des deux volumes.)";;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;David;Paris;Paris;Paulin;;;;;;;;;;;;;;;;;Ces frontispices sont destinés à des exemplaires de deux volumes de l'édition des Oeuvres de P. E. Lemontey, publiée en 1829.;;
1832;2;1832/01/14;231;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Revue universelle du globe terrestre, et le triomphe de la civilisation ; rédigées par Trompette.";Trompette;;;;;1;;24;;in-12;;;;;;;;;;;;;;;;;;Boniez-Lambert;Châlons;;;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;232;206;BELLES-LETTRES;Théâtre;Français;"Richard Darlington, drame en trois actes et en prose, précédé de la Maison du docteur, prologue; représenté sur le théâtre de la Porte-St.-Martin le 10 décembre 1831.";M. M. Dinaux;;;;;8 1/2;;136;;in-8°;;;;;;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;233;205;BELLES-LETTRES;Théâtre;Français;"La salade d'oranges, ou les Etrennes dans la mansarde, vaudeville en un acte; représenté sur le théâtre du Palais-Royal le 31 décembre 1831.";"M. Varin;M. Desvergers";Collectif;;;;2;;32;;in-8°;;;;;1,50;;;;;;;;;;;;;Duverger;Paris;Paris;Bezou;;;;;;;;;;;;;;;;;;;
1832;2;1832/01/14;245;208;BELLES-LETTRES;Théâtre;Français;"Un déjeuner à Ferney en 1765, ou la Veuve Calas chez Voltaire. Esquisse dramatique en un acte et en vers; honorée, au 1er mai 1831, d'un prix d'encouragement littéraire par la division des beaux-arts du ministère des travaux publics et du commerce; représentée au Mans, pour la première fois, le 3 janvier 1832.";le petit-fils de Calas;Pseudonyme masculin;Liens familiaux;;Duvoisin-Calas;3;;48;;in-8°;;;;;;;;;;;;;;;;;;Monnoyer;Le Mans;Le Mans;libraires;;;;;;;;;;;;;;;;;"Cette pièce est environ la XXe sur Voltaire. La préface est signée : Duvoisin-Calas. La pièce doit avoir été jouée sur un théâtre particulier. La liste des personnages indique que le principal rôle a été rempli par l'auteur. Une note indique que la scène se passe le 16 mars 1765. Une note indique que la scène se passe le 16 mars 1765. Parmi les personnages sont Mlle de Varicourt (depuis Mme de Villette) et Vagnères (ou Wagnières) : qualifié vieil intendant. En 1765, Mlle de Varicourt n'avait que sept ans ; Wagnières n'en avait guère que vingt-cinq.";Je suppose que Duvoisin-Calas est le nom de l'auteur, mais je n'en suis pas sûr (JBM).;
1832;2;1832/01/14;247;208;BELLES-LETTRES;Théâtre;Français;La vieille fronde. (1648.);Henry Martin;;;;;23 3/4;;380;;in-8°;;;;;5,0;;;;;;;;;;;;;David;Paris;Paris;Mme veuve Charles-Béchet;Paris;Werdet;Paris;Lecointe et Pougin;;;;;;;;;;;;;Divisé par actes et par scènes.;;
1832;2;1832/01/14;254;195;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Essai d'une traduction en vers français de la Callipédie et du Rossignol, poëmes latins, accompagné de textes et de poésies diverses. Par M. Camus-Daras.;"Claude Quillet;Albus Ovidius Juventinus";Compilation;;M. Camus-Daras;;4 1/2;;162;;in-18;;;;;;;;;;;;;;;;;;Doyen;Paris;Paris, quai Voltaire, n. 15;Devilleneuve;;;;;;;;;;;;;;;;;Le texte de la Callipédie, poëme latin de Claude Quillet, et celui du Rossignol, poëme d'Albus Ovidius Juventinus, sont non en regard de la traduction, mais après les poésies françaises qui sont à la suite de cette traduction.;;
1832;2;1832/01/14;256;"217;194";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Latin;Quintus Horatius Flaccus, cum variis lectionibus, argumentis notis, veteribus ac novis, quibus accessit index recens omniumque completissimus, curante et emendante N. E. Lemaire. Tomus secundus et tomus tertius.;Horace;;;;N. E. Lemaire;69 1/2;;1112;2;in-8°;;;;;;;;;;;;;;;;;;Duverger;Paris;Paris, rue des Quatre-Fils, n. 16;Lemaire;;;;;;;;;;;;;;;;;(1829.) 130e et 131e volumes faisant partie de la 66e livraison de la Bibliotheca classica latina.;;
1832;3;1832/01/21;262;218;BELLES-LETTRES;Mythologie et Fables;Français;Abrégé de la mythologie, à l'usage des maisons d'éducation.;;Anonyme;;;;1;;36;;in-18;;;;;;;;;;;;;;;;;;Raphel;Orange;;;;;;;;;;;;;;;;;;;(1831.);;
1832;3;1832/01/21;272;209;BELLES-LETTRES;Romans et Contes;Français;Aventures de Télémaque. Nouvelle édition, à l'usage de l'enseignement. Première et deuxième livraisons.;;Anonyme;;;;3;;48;2;in-8°;;;;;;;;;;;;;;;;;;Delamare;Rouen;;;;;;;;;;;;;;;;;;;Deux cahiers in-8°. (1831.);;
1832;3;1832/01/21;274;210;BELLES-LETTRES;Romans et Contes;Français;Les Blancs et les Bleus.;Mme Eugénie Foa;Nom féminin;Épouse;;;30 1/3;;728;4;in-12;;;;;;;;;;;;;;;;;;Poussin;Paris;Paris, galerie Véro-Dodat, n. 1;Ch. Vimont;;;;;;;;;;;;;;;;;;;
1832;3;1832/01/21;275;208;BELLES-LETTRES;Théâtre;Français;Boabdil, ou les Abencerrages, tragédie en cinq actes et en vers.;Mme Clémence-Isaure d'Albenas;Nom féminin;Épouse;;;5 1/4;;84;;in-8°;;;;;;;;;;;;;;;;;;Goetschy;Paris;;;;;;;;;;;;;;;;;;;;;
1832;3;1832/01/21;277;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Cancans en prison. Dédié à la liberté de la presse.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;0,1;;;;;;;;;;;;;Dentu;Paris;Paris, à Sainte-Pélagie;Bérard, auteur et éditeur;;;;;;;;;;;;;;;;;;;
1832;3;1832/01/21;281;210;BELLES-LETTRES;Romans et Contes;Français;Cazilda. Histoire contemporaine.;M. Emile M. D. Saint-Hilaire;;;;;48;;1152;5;in-12;;;;;16;;;;;;;;;;;;;Casimir;Paris;Paris, rue Notre-Dame-des-Victoires, n. 10;Renault;Paris;Lecointe et Pougin;Paris;Mme veuve Charles-Béchet;Paris;Corbet aîné;Paris;Pigoreau;Paris;Levavasseur;;;;;;;;;
1832;3;1832/01/21;293;196;BELLES-LETTRES;Poétique et Poésie;Français;Contes en vers, satires et poésie mélées.;Voltaire;Pseudonyme;;;;7 1/2;;270;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St.-Jacques, n. 156;Hiard;;;;;;;;;;;;;;;;;148e livraison de la Bibliothèque des amis des Lettres.;;
1832;3;1832/01/21;294;192;BELLES-LETTRES;Introduction et Langues;Français;Corrigé des exercices de la cacographie, dont les exemples sont tirés tant de l'Ecriture sainte que des saints pères et autres bons auteurs.;;Anonyme;;;;2 1/2;;60;;in-12;;;;;;;;;;;;;;;;;;Seguin aîné;Avignon;;;;;;;;;;;;;;;;;;;(1831.);;
1832;3;1832/01/21;308;192;BELLES-LETTRES;Introduction et Langues;Français;Exercices orthographiques appropriés à l'intelligence du premier âge, et où le développement des règles a servi de matière pour les devoirs.;Bonneau;;;;;6 1/3;;152;;in-12;;;;;1,25;;;;;;;;;;;;;Kléfer;Coulommiers;Paris, place Dauphine, n. 27;Millerand-Bouty;Paris, rue Montmartre, n. 167;chez l'auteur;;;;;;;;;;;;;;;;;
1832;3;1832/01/21;311;196;BELLES-LETTRES;Poétique et Poésie;Français;Les feuilles d'automne. Troisième édition.;Victor Hugo;;;;;12;;432;2;in-18;;;;;;;;;;;;;;;;;;Everat;Paris;Paris;Renduel;;;;;;;;;;;;;;;;;La seconde édition m'est inconnue. La première a été annoncée sous le n. 5693 de 1831.;;
1832;3;1832/01/21;315;217;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Grande découverte mystérieuse du tombeau de la belle Elisa dans les montagnes du Vivarais (Ardèche), appelées le Pas des géans.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Charvin;Lyon;;;;;;;;;;;;;;;;;;;;;
1832;3;1832/01/21;317;"217;213";BELLES-LETTRES;"Romans et Contes;Polygraphes";Français;Histoire de l'admirable Don Quichotte de la Manche, traduite de l'espagnol de Michel de Cervantes, par Filleau de St.-Martin. Tome premier.;Michel de Cervantes;;;Filleau de St.-Martin;;7 1/3;;264;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue Saint-Jacques, n. 156;Hiard;;;;;;;;;;;;;;;;;149e livraison de la Bibliothèque des amis des lettres.;;
