Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1826/01/04;1;1826;18;229;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Molière. Tome Ier.;Molière;Pseudonyme;;;;2 1/3;;;;in-32;;;;;2,0;;;;;;;;;;;;;J. Didot aîné;Paris;Paris, rue Pavée-Saint-André-des-Arts, n. 17;Roux-Dufort;Paris;Froment;;;;;;;;;;;;;;;Le faux-titre porte: Classiques en miniature (XIVe livraison).;;
1826/01/04;1;1826;19;215;BELLES-LETTRES;Théâtre;Français;1°. En 1825, une carte intitulée: Feuille complémentaire pour l'année 1825, etc., etc., sans numéro, mettant à jour, pour la chronologie et la généalogie, toutes les éditions de l'Atlas dont elle forme la fin. 2°. En 1825, une carte: Amérique historique, physique et politique, en 1825, portant le numéro XXXIII bis.;;Anonyme;;;;;;;;;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;19;215;BELLES-LETTRES;Théâtre;Français;Mademoiselle cachée, ou L'Amour philosophe, comédie en un acte, mêlée de vaudevilles.;"M. de Coigny;Mme de Coigny";"Collectif;Pseudonyme masculin;Pseudonyme féminin";Épouse;;;4 3/4;;304;;in-32;;;;;1,50;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;20;220;BELLES-LETTRES;Théâtre;Français;Une première représentation, ou le Fantasque et le Méfiant, comédie en un acte et en prose.;O Leroy;;;;;3 1/4;;208;;in-32;;;;;2,0;;;;;;;;;;;;;Crapelet;Paris;Paris, rue de Valois, n. 1;Brunet;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;21;216;BELLES-LETTRES;Théâtre;Français;"Les trois sultanes, comédie en vers libres, de Favart, mise en un acte et en vaudeville Par MM....; représentée sur le théâtre de MADAME, le 2 décembre 1825.";de Favart;Anonyme masculin;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;Coniam;Paris;Paris, cour des Fontaines, n. 7;;Paris;Bezou;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;22;216;BELLES-LETTRES;Théâtre;Français;Plan du Havre, par Cornillon, 1826.;Cornillon;;;;;1;;16;;in-8°;;;;;0,80;;;;;;;;;;;;;;;Paris, rue Louis-le-Grand;Engelmann;;;;;;;;;;;;;;;;;(1) MM. les graveurs et éditeurs sont priés d'envoyer la note des articles, avec l'adresse des vendeurs et les prix, rue de l'Abbaye, n. 6, à M. Beuchot, qui n'accepte pas d'exemplaire.;;
1826/01/04;1;1826;22;216;BELLES-LETTRES;Théâtre;Français;Le troubadour des salons, journal de chant, troisième année, première livraison, par Romagnesi et Meissonnier.;"Romagnesi;Meissonnier";Collectif;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paris, boulevart Montmartre, n. 25;Meissonnier;;;;;;;;;;;;;;;;;Prix de l'abonnement: 2-50.;;
1826/01/04;1;1826;23;217;BELLES-LETTRES;Théâtre;Français;"La chambre de Suzon, comédie en un acte, mêlée de couplets; représentée sur le théâtre des Variétés, le 15 décembre 1825.";"M. Dumersan;M. Carmouche;M. S...";Collectif;;;;2 3/4;;44;;in-8°;;;;;1,5;;;;;;;;;;;;;Duverger;Paris;Paris, cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;24;223;BELLES-LETTRES;Romans et Contes;Français;L'Europe sous l'empire de Charlemagne, par Brué. Carte génévale de l'Europe, en 1789, par idem. Carte générale de l'empire d'Allemagne, des royaumes de Hongrie, de Gallicie, de Prusse, etc., en 1789, par idem. Carte générale de l'Europe, en 1813, par idem. Prix de chaque carte : grand-raisin.;Brué;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;Paris, rue des Maçons-Sorbonne, n. 25;chez l'auteur;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;24;223;BELLES-LETTRES;Romans et Contes;Français;La fiancée de Lammermoor, nouveaux contes de mon hôte, recueillis et mis au jour par Jedediah Cleisbotam, maître d'école et crutien de la paroisse de Ganderclengh.;;Anonyme;;;Jedediah Cleisbotam, maître d'école et crutien de la paroisse de Ganderclengh;32;;768;3;in-12;;;;;7,50;;;;;;;;;;;;;Cosson;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Ch. Gosselin;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;25;221;BELLES-LETTRES;Romans et Contes;Français;Madame de Vatan. Par Mme de M......n, pour faire suite aux Quatre Saisons, ou les femmes à tout âge, du même auteur.;Mme de M......n;Anonyme féminin;"Épouse;Noblesse";;;22;;528;2;in-12;;;;;6,0;;;;;;;;;;;;;Casimir;Paris;Paris;Grimbert;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;26;215;BELLES-LETTRES;Théâtre;Français;Carte routière de l'arrondissement de Baume (voyez aussi ci-dessus page 671.);;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;Besançon;Chalandre fils;;;;;;;;;;;;;;;;;(1) MM. les graveurs et éditeurs sont priés d'envoyer la note des articles, avec l'adresse des vendeurs et les prix, rue de l'Abbaye, n. 6, à M. Beuchot, qui n'accepte pas d'exemplaire.;;
1826/01/04;1;1826;26;229;BELLES-LETTRES;Polygraphes;Français;Carte routière de l'arrondissement de Baume (voyez aussi ci-dessus page 671.);;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;Besançon;Chalandre fils;;;;;;;;;;;;;;;;;(1) MM. les graveurs et éditeurs sont priés d'envoyer la note des articles, avec l'adresse des vendeurs et les prix, rue de l'Abbaye, n. 6, à M. Beuchot, qui n'accepte pas d'exemplaire.;;
1826/01/04;1;1826;26;215;BELLES-LETTRES;Théâtre;Français;Carte routière de l'arrondissement de Baume (voyez aussi ci-dessus page 671.);;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;Besançon;Chalandre fils;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;26;229;BELLES-LETTRES;Polygraphes;Français;Carte routière de l'arrondissement de Baume (voyez aussi ci-dessus page 671.);;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;Besançon;Chalandre fils;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;26;215;BELLES-LETTRES;Théâtre;Français;Oeuvres complètes de La Fontaine, avec les notes de tous les commentateurs et des notices historiques en tête de chaque ouvrage. (Tome V.) Les Amours de Psyché.;La Fontaine;;;;tous les commentateurs;27 1/4;;436;;in-8°;;;;papier vélin;5,0;;;;papier couché;8,0;;;;;;;;Gaultier-Laguionie;Paris;Paris, rue du Bouloy, n. 24, hôtel des Fermes;P. Dupont;;;;;;;;;;;;;;;;;Ce volume forme la première livraison de l'édition, qui aura six volumes qu'on publiera de mois en mois.;;
1826/01/04;1;1826;26;229;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de La Fontaine, avec les notes de tous les commentateurs et des notices historiques en tête de chaque ouvrage. (Tome V.) Les Amours de Psyché.;La Fontaine;;;;tous les commentateurs;27 1/4;;436;;in-8°;;;;papier vélin;5,0;;;;papier couché;8,0;;;;;;;;Gaultier-Laguionie;Paris;Paris, rue du Bouloy, n. 24, hôtel des Fermes;P. Dupont;;;;;;;;;;;;;;;;;Ce volume forme la première livraison de l'édition, qui aura six volumes qu'on publiera de mois en mois.;;
1826/01/04;1;1826;26;215;BELLES-LETTRES;Théâtre;Français;Œuvres complètes de La Fontaine, avec les notes de tous les commentateurs et des notices historiques en tête de chaque ouvrage. (Tome V.) Les Amours de Psyché.;La Fontaine;Pseudonyme;;;tous les commentateurs;27 1/4;;436;;in-8°;;;;papier vélin;5,0;;;;papier cavalier;8,0;;;;;;;;Gaultier-Laguionie;Paris;Paris, rue du Bouloy, n. 24, hôtel des Fermes;P. Dupont;;;;;;;;;;;;;;;;;Ce volume forme la première livraison de l'édition, qui aura six volumes qu'on publiera de mois en mois.;;
1826/01/04;1;1826;26;229;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de La Fontaine, avec les notes de tous les commentateurs et des notices historiques en tête de chaque ouvrage. (Tome V.) Les Amours de Psyché.;La Fontaine;Pseudonyme;;;tous les commentateurs;27 1/4;;436;;in-8°;;;;papier vélin;5,0;;;;papier cavalier;8,0;;;;;;;;Gaultier-Laguionie;Paris;Paris, rue du Bouloy, n. 24, hôtel des Fermes;P. Dupont;;;;;;;;;;;;;;;;;Ce volume forme la première livraison de l'édition, qui aura six volumes qu'on publiera de mois en mois.;;
1826/01/04;1;1826;32;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Plan de Lunéville, par Guidal.;Guidal;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;Nancy;Linck;;;;;;;;;;;;;;;;;;;
1826/01/04;1;1826;32;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Mimnermos ou le Poète contemporain. Poëme sur une liasse de feuilles de rhubarbe.;le Baron de Lanty;;Noblesse;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Chassaignon;;Paris, rue Figure entre Saint-Germain-des-Prés et Saint-Michel;T. Barbé;;;;;;;;;;;;;;;;;Poème sur le même sujet que le Poëme sur la poésie, par M. Marie-Joseph Chénier.;;
1826/01/04;1;1826;53;200;BELLES-LETTRES;Langues;Latin;Glossarium eroticum linguæ Latinæ, sive theogoniæ, legum et morum nuptialium apud Romanos: explanatio nova ex interpretatione propria et impropria, et differentiis in significatu ferè duorum millium sermonum, ad intelligentiam poetarum et ethologorum am antiquae quam integræ infimæque latinitatis.;P. P.;Anonyme;;;;33;;528;;in-8°;;;;;10;;;;;;;;;;;;;Dondey-Dupré père;Paris;Paris, rue de Richelieu, n. 67;Dondey-Dupré fils;;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;55;229;BELLES-LETTRES;Polygraphes;Français;Œuvres de Descartes, publiées par Victor Cousin. Tome X.;Descartes;;;;Victor Cousin;35 1/4;;564;;in-8°;;un cahier de onze planches;11;;7,50;;;;;;;;;;;;;Lachevardière;Paris;Paris, rue de la Harpe, n. 81;Levrault;;;;;;;;;;;;;;;;;"Prix du volume: 7-50. Prix du cahier de planches: 1-20. Le onzième et dernier volume, promis sous trois mois, contiendra: 1° quelques parties des Oeuvres de Descartes qui, jusqu'à ce jour, n'avaient point été traduites en français; 2° un discours de M. Cousin.";;
1826/01/07;2;1826;57;231;BELLES-LETTRES;Mythologie et Fables;Français;Fables de La Fontaine. Nouvelle édition, revue et accompagnée de notes. Par C. A. Walckenaer, membre de l'Institut.;"La Fontaine;Chamfort";Compilation;Sociétés savantes;;C. A. Walckenaer, membre de l'Institut;48 1/2;;776;2;in-8°;;13 planches;13;carré vergé des Vosges;12,0;;13 planches;13;cavalier vélin d'Annonay;18,0;;;;;;;;Rignoux;Paris;Paris, passage des Panoramas, n. 26;Nepveu;Paris;L. de Bure;;;;;;;;;;;;;;;Contient l'Eloge de La Fontaine, par Chamfort, un Essai sur la fable et les fabulistes avant La Fontaine, et une Préface de l'éditeur qui ne sont pas dans l'édition en un volume. (V. n. 58.);;
1826/01/07;2;1826;58;231;BELLES-LETTRES;Mythologie et Fables;Français;Calendrier de Lille, pour l'année 1826.;;Anonyme;;;;3;;108;;in-18;;;;;;;;;;;;;;;;;;Danel;Lille;;;;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;59;230;BELLES-LETTRES;Polygraphes;Français;Tableaux de l'histoire de France.;;Anonyme;;;;4 1/6;;200;2;in-24;;13 pl.;18;;1,80;;;;;;;;;;;;;Pillet aîné;Paris;Paris, rue Mazarine, n. 30;Eymery;;;;;;;;;;;;;;;;;Les faux-titres portent: Bibliothèque de l'enfant studieux. Les huit volumes de cette Bibliothèque, cartonnés et enfermés dans une boîte en carton, se vendent 12-0.;;
1826/01/07;2;1826;60;214;BELLES-LETTRES;Théâtre;Français;Journal général de l'Imprimerie et de la Librairie, et des cartes géographiques, gravures, lithographies, œuvres de musique. Le journal paraît deux fois par semaine, le mercredi et le samedi. Les bureaux sont chez Pillet aîné, rue des Grands-Augustins, n. 7. Prix de l'abonnement annuel, 20 fr.;;Anonyme;;;;;;;;;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;Paris, rue des Grands-Augustins, n. 7;Pillet aîné;;;;;;;;;;;;;;;;;Les ouvrages à estampes sont annoncés parmi les livres. Les graveurs et éditeurs sont priés d'envoyer la note des articles, avec l'adresse des vendeurs et les prix, rue de l'Abbaye, n. 6, à M. Beuchot, qui n'accepte pas d'exemplaire.;;
1826/01/07;2;1826;60;214;BELLES-LETTRES;Théâtre;Français;Bibliothèque dramatique, ou Répertoire universel du théâtre français, avec des remarques, des notices et l'examen de chaque pièce. Deuxième série. Auteurs du second ordre du siècle de Louis XIV. Tome III. Scarron, Montfleury.;"Scarron;Montfleury";Compilation;;;"L. Castel;de Coupigny;P. L.;autres gens de lettres";34 1/4;;548;;in-8°;;un portrait;1;;8,50;;un portrait (grand-raisin vélin);1;grand-raisin vélin;20,0;;;;;;;;F. Didot;Paris;Paris, rue du Pot-de-Fer, n. 14;Mme Dabo-Butschert;;;;;;;;;;;;;;;;;"Ce volume et celui qui est annoncé sous le n. 61 forment la XXII et XXIII, dans l'ordre de publication. Ce volume contient Jodelet et D. Japhet, de Scarron; la Femme juge et partie et la Fille capitaine, de Montfleury. Les deux premières pièces sont précédées d'une notice signée: L. Castel, et les deux dernières d'une notice sans signature. Chacune de ces quatre pièces est précédée d'un examen, et trois ont des notices. Le volume annoncé sous le n. 61 contient le Père de famille, l'Honnete criminel, les Deux avares et le Jaloux sans amour. La Notice sur Diderot et celle sur Imbert sont signées: P. L.; la Notice sur Fenonillot de Faibaire est signée: de Coupigny. L'examen du Père de famille est signé: Ch. Nodier; celui de l'Honnete criminel est signé de Coupigny; celui des Deux avares est anonyme; celui du Jaloux sans amour est signé: P. L. La collection comprendra de 400 à 550 pièces tant des auteurs morts que des auteurs vivans, et formera au moins 80 volumes, avec plus de 100 portraits, dont 80, déja gravés, se voient chez l'éditeur. Les nouveaux souscripteurs ne sont pas tenus de retirer sur-le-champ les volumes publiés au moment de leur souscription.";;
1826/01/07;2;1826;61;214;BELLES-LETTRES;Théâtre;Français;Bibliothèque dramatique, ou Répertoire universel du théâtre français, avec des remarques, des notices et l'examen de chaque pièce. Par MM. Ch. Nodier, P. Lepeintre, Lemazurier et autres gens de lettres. (Troisième série.) Auteurs du XVIIIe siècle. Tome XXX. Diderot, Fenouillot de Falbaire et Imbert.;"Diderot;Fenouillot de Falbaire;Imbert";Compilation;;;"M. Ch. Nodier;M. P. Lepeintre;M. Lemazurier;autres gens de lettres";35 1/4;;564;;in-8°;;un portrait et un fac-similé;2;;8,50;;un portrait et un fac-similé;2;grand papier vélin;20,0;;;;;;;;F. Didot;Paris;Paris, rue du Pot-de-Fer, n. 14;Mme Dabo-Butschert;;;;;;;;;;;;;;;;;Voyez n. 60.;;
1826/01/07;2;1826;62;216;BELLES-LETTRES;Théâtre;Français;Camille, ou le Capitole sauvé, tragédie en cinq actes.;M. Népomucène-Louis Lemercier;;;;;6 1/4;;100;;in-8°;;;;;4,0;;;;;;;;;;;;;Tastu;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Urbain-Canel;Paris, cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;64;221;BELLES-LETTRES;Romans et Contes;Français;Otrika. Troisième édition.;;Anonyme;;;;7 1/6;;172;;in-12;;une planche;1;;4,0;;;;;;;;;;;;;Tastu;Paris;Paris, palais-Royal, galerie de Bois, n. 195;Ladvocat;;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;72;226;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La corbeille de fleurs, pièces légères en vers et en prose, composées en partie par des dames.;;"Compilation;Anonyme;Nom féminin";"Célibataire;Épouse;Noblesse";;;8;;192;;in-12;;;;;;;;;;;;;;;;;;Pinard, Renouard et Sétier;Paris;Paris, rue Coquillière, n. 38;;Paris;Ponthieu;Paris, rue Montanartre, n. 14;Mme Houdin-Roquelay;;;;;;;;;;;;;Recueil de cinq numéros du Petit journal des dames.;;
1826/01/07;2;1826;73;212;BELLES-LETTRES;Poétique et Poésie;Français;Chansons nationales nouvelles, et autres de P. Emile Debraux. Quatrième édition.;P. Emile Debraux;;;;;10 4/9;;376;;in-18;;un frontispice et une planche;2;;;;;;;;;;;;;;;Plassan;Paris;Paris, galerie de Bois, n. 233;;;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;74;218;BELLES-LETTRES;Théâtre;Français;Complaints chantés dans la Chambre de Clairette, vaudeville.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Chaignmeau fils aîné;Paris;;;;;;;;;;;;;;;;;;;La Chambre de Clairette est une pièce jouée sur le théâtre de l'Ambigu-Comique. (V. n. 7395 de 1825.);;
1826/01/07;2;1826;76;226;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Promesse d'amour, romance, par Weber. Prix.;Weber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paris, rue de Richelieu, n. 97;M. Schlesinger;;;;;;;;;;;;;;;;;"Accompagnement de flûte, violon et violoncelle. Prix : 6-0. Varietés. M. Aucher-Eloy, imprimeur-libraire à Blois, qui a entrepris une édition triglotte de la Sainte-Bible (voyez n. 4111 de 1825), en publiera bientôt la première livraison; et il y en aura des exemplaires de diverses sortes, savoir: 1o en hébreu, grec et latin; 2o en hébreu seul; 3o en grec et latin; 4o en grec seul; 5o en latin seul. Cette disposition a permis de réduire les prix; et l'édition triglotte, qui avait été annoncée au prix de 250 fr., ne coûtera plus que 120 fr. L'édition en hébreu, grec et latin formera quatre volumes in-80, distribués en 40 livraisons, chacune du prix de 3.0. En hébreu seul, sans le Nouveau-Testament, deux volumes in-8° en 30 livraisons, à 0-1. En hébreu seul, avec le Nouveau-Testament grec et latin, trois vol. in-8° en 50 livraisons, à 1-0. En grec et latin, deux volumes in-8° en 30 livraisons, à 1-50. En grec seul, un volume in-80 en 20 livraisons, à 0-1. En latin seul, un volume in-8° en 20 livraisons, à 0-1. Il a paru, en 1825, à Londres, chez Longmann, un volume in-82, intitulé: Sketches of Corsica, etc. (Esquisses sur la Corse, ou Journal d'un voyage en cette île, avec un précis de son histoire et des modèles de la langue et de la poésie des Corses, par Robert Benson.) Beuchot, Pillet aîné.";;
1826/01/07;2;1826;81;210;BELLES-LETTRES;Poétique et Poésie;Français;A la mémoire du général Foy.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Barthélemy;Paris;;;;;;;;;;;;;;;;;;;En vers.;;
1826/01/07;2;1826;83;229;BELLES-LETTRES;Polygraphes;Français;Études de chevaux, nos 7 et 8, par C. Vernet. Principes de paysage, dessinés sur pierre, par Remond, 3e cahier, en quatre planches.;"C. Vernet;Remond";Compilation;;;;4;;;;grand folio;;;;;2;;;;;;;;;;;;;;;Paris, quai Voltaire;madame Delpech;;;;;;;;;;;;;;;;;Chaque feuille : 0-75. Prix : 2-0. ;;
1826/01/07;2;1826;85;230;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Regnard. Nouvelle édition, avec une notice, des variantes et des notes, par le comte Germain Garnier, et M. Beffara. (Faux titre, titre et avertissement.);M. Pinard;;;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;Paris, rue Saint-André-des-Arts, n. 68;Brière;Paris;Baudouin frères;;;;;;;;;;;;;;;Ces nouveaux frontispices portant le nom de M. Pinard, sont destinés à l'édition imprimée en 1823, par M. Crapele. (V. n. 503 de 1823.) Cette édition est livrée par volume, de quinze en quinze jours. Les exemplaires, avec un portrait et sept vignettes, coûtent, par volume, 4-50. Avec le portrait seul, 3-75. Voyez le Dictionnaire des ouvrages anonymes et pseudonymes par A. A. Barbier, n. 5080 de la première édition, ou n. 13142 de la seconde, et les Tables des auteurs de l'une ou de l'autre édition.;;
1826/01/07;2;1826;86;203;BELLES-LETTRES;Rhétorique et Eloquence;Français;Éloge historique de M. le comte de Lacepède.;M. G. T. Villenave, secrétaire général de la société philotechnique;;Sociétés savantes;;;4 3/4;;76;;in-8°;;;;;2;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, quai des Augustins, n. 7;Fournier-Favreux;;;;;;;;;;;;;;;;;"Déjà annoncé mercredi dernier; mais dans l'annonce faite sous le n. 7, l'auteur était nommé Villeneuve, ce qui est une faute.";;
1826/01/07;2;1826;89;221;BELLES-LETTRES;Romans et Contes;Français;Sophie de Menthon, ou la pupille infortunée.;M. de Valmore;;;;;18;;432;2;in-12;;une planche;1;;15,0;;;;;;;;;;;;;Gueffier;Paris;Paris, place Saint-Germain-l'Auxerrois;Pigoreau père;;;;;;;;;;;;;;;;;;;
1826/01/07;2;1826;90;223;BELLES-LETTRES;Romans et Contes;Français;Naddok le Noir, ou le brigand des Pyrénées, traduit de l'allemand de E. F. Van der Velde.;E. F. Van der Velde;;;;;28;;672;3;in-12;;une planche;1;;7,50;;;;;;;;;;;;;Gueffier;Paris;Paris, place Saint-Germain-l'Auxerrois;Pigoreau père;;;;;;;;;;;;;;;;;(1825.);;
1826/01/07;2;1826;101;229;BELLES-LETTRES;Polygraphes;Français;École polytechnique. Septembre. (2208.);;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Jacout;Paris;;;;;;;;;;;;;;;;;;;;;
