Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1826/05/17;39;1826;3097;208;BELLES-LETTRES;Poétique et Poésie;Français;Les rossignols du clocher, ou le Hibou maître de chant, chant, apologue peut-être histoire.;M. A. L. Marquis;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Périaux jeune;Rouen;;;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3098;207;BELLES-LETTRES;Poétique et Poésie;Français;Tableau de la tempête essuyée dans le golfe de Gascogne pendant le jour et la nuit du 19 au 20 décembre 1825, etc.;Eugène Pallière, vice-consul de France à Haïti;;"Contexte géographique;Politique";;;0 1/4;;4;;in-8°;100;;;;;;;;;;;;;;;;;Mégard;Rouen;;;;;;;;;;;;;;;;;;;En vers. Tiré à 100.;;
1836/06/25;26;1836;3099;203;BELLES-LETTRES;Romans et Contes;Français;Le budget d'un sous-lieutenant en réforme.;A. Roy, officier réformé dans la 16e division militaire;;"Contexte géographique;Armée et maintien de l'ordre";;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Mégard;Rouen;Dieppe;Marais fils;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3100;205;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de cantiques, psaumes et hymnes traduits en vers français. Seconde édition, revue et augmentée.;M. le chevalier Dubuat de Sassegnies;;Noblesse;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Prignet;Valenciennes;Paris, Palais-Royal, galerie de bois;Delaunay;Valenciennes;Lemaître;Condé;Durigueux;;;;;;;;;;;;;;;
1826/05/17;39;1826;3103;215;BELLES-LETTRES;Théâtre;Français;Le barbier de Séville, comédie en quatre actes.;Beaumarchais;;;;;1 1/2;;96;;in-32;;;;;0,25;;;;;;;;;;;;;Tilliard;Paris;Paris, Palais-Royal, galerie de bois;Sanson;Paris;Achille Desauge;;;;;;;;;;;;;;;La couverture imprimée porte: Répertoire dramatique en miniature.;;
1826/05/17;39;1826;3108;220;BELLES-LETTRES;Théâtre;Français;Ninon à la campagne, comédie en un acte.;;Anonyme;;;;4;;64;;in-8°;;;;;;;;;;;;;;;;;;Coque;Lyon;;;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3111;224;BELLES-LETTRES;Romans et Contes;Français;Matilde, ou les anglais en Italie, roman du jour, traduit de l'anglais. Par le traducteur d'Elisa Rivers, d'Osmond, etc.;;Anonyme;Métiers du livre;le traducteur d'Elisa Rivers, d'Osmond, etc.;;31 2/3;;760;4;in-12;;;;;12,0;;;;;;;;;;;;;Béraud;Paris;Paris, rue du faubourg Saint-Honoré, n. 62;Denaix;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3113;222;BELLES-LETTRES;Romans et Contes;Français;Zolée.;;Anonyme;;;;7;;168;;in-12;;;;;3,0;;;;;;;;;;;;;Tastu;Paris;Paris, rue Vivienne, n. 16;A. Dupont;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3114;222;BELLES-LETTRES;Romans et Contes;Français;La fille du Palais-Royal, ou les Amours de Clarisse et Colbal, roman épisodique et moral.;Cartier, auteur de la parfaite Demoiselle;;Métiers du livre;;;16;;384;2;in-12;;;;;6,0;;;;;;;;;;;;;Cardon;Troyes;Pari, rue Mazarine, n. 30;Eymery;;;;;;;;;;;;;;;;;Voyez n. 2678.;;
1826/05/17;39;1826;3115;221;BELLES-LETTRES;Romans et Contes;Français;L'homme aux quarante écus.;Voltaire;Pseudonyme;;;;1 1/2;;96;;in-32;;;;;0,50;;;;;;;;;;;;;Duverger;Paris;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;La couverture imprimée porte : Le Petit Voltaire constitutionnel, treizième livraison.;;
1826/05/17;39;1826;3116;222;BELLES-LETTRES;Romans et Contes;Français;Le capucin, névrose historique.;Fr. M. A. J. Hingant;;;;;9 1/2;;228;;in-12;;;;;;;;;;;;;;;;;;Ancelie;Evreux;Paris;Pigoreau;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3117;224;BELLES-LETTRES;Romans et Contes;Français;Histoire de la belle Hélène de Constantinople, etc. Nouvelle édition.;;Anonyme;;;;3;;72;;in-12;;;;;;;;;;;;;;;;;;Pellerin;Epinal;Epinal;Pellerin;;;;;;;;;;;;;;;;;;;
1826/05/17;39;1826;3118;224;BELLES-LETTRES;Romans et Contes;Français;La bergère des Alpes, conte nouveau.;Marmontel;;;;;1 1/3;;48;;in-18;;;;;;;;;;;;;;;;;;Pellerin;Epinal;;;;;;;;;;;;;;;;;;;C'est le conte de Marmontel.;;
1826/05/17;39;1826;3119;224;BELLES-LETTRES;Romans et Contes;Français;Histoire de don Quichotte de la Manche, traduite de l'espagnol, par Filleau de Saint-Martin. Précédée d'une notice historique sur la vie et les ouvrages de Cervantes. Par M. Pn. Mérimée. Tome IV.;Cervantes;;;Filleau de Saint-Martin;M. Pn. Mérimée;50 7/8;;814;;in-8°;;;;;3,50;;;;;;;;;;;;;Barthélemy;Paris;Paris;Sautelet;;;;;;;;;;;;;;;;;Cette édition aura six volumes, qui paraîtront de vingt en vingt jours.;;
1826/05/17;39;1826;3125;229;BELLES-LETTRES;Polygraphes;Français;Œuvres de Plutarque, traduites du grec. Par D. Ricard. Ier partie. Les vies des hommes illustres. IV livraison.;Plutarque;;;D. Ricard;;12;;192;;in-8°;;;;;5,00;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Saint-André-des-Arts, n. 68;Brière;;;;;;;;;;;;;;;;;Plus un carton de 4 pages pour la troisième livraison. Les Vies des hommes illustres, formant la première partie des Oeuvres de Plutarque, seront publiées en huit livraisons. Les Oeuvres morales formeront la seconde partie.;;
1826/05/17;39;1826;3127;230;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. XXXIIe livraison. In-8° de 7 demi-feuilles. XXXIIIe. In-8° de 10 demi-feuilles.;Voltaire;Pseudonyme;;;;"7;10";;;;in-8°;;;;;2,50;;;;;;;;;;;;;Fournier;Paris;Paris;Verdière;Paris;Sautelet;Paris;A. Dupont;Paris;Rapilly;Paris;Bossange père;;;;;;;;;"Prix de chaque livraison : 2-50. Cette édition formera deux volumes in-8°, distribués en 60 livraisons, de quinze en quinze jours. La 32e contient la suite du Précis du siècle de Louis XV; la 32e, la fin de ce Précis et le commencement de l'Histoire de Charles XII.";;
1826/05/17;39;1826;3128;230;BELLES-LETTRES;Polygraphes;Français;Bulletin de la société d'agriculture du département de l'Hérault. Douzième année, 1825: janvier, février, mars, avril, mai, juillet, août, septembre, octobre.;société d'agriculture du département de l'Hérault;Pseudonyme collectif;"Contexte géographique;Sociétés savantes";;;18 1/12;;;;in-8°;;une planche et un tableau;2;;;;;;;;;;;;;;;Tournel;Montpellier;;;;;;;;;;;;;;;;;;;Voyez n. 2943. Le cahier de juin a été annoncéé sous le n. 5450 de 1825.;;
1826/05/17;39;1826;3192;230;BELLES-LETTRES;Polygraphes;Français;Mémentement de S. Em. Mgr le cardinal de la Fare, archevêque de Sens, pour la publication pour ta du jubilé dans son diocèse.;S. Em. Mgr le cardinal de la Fare, archevêque de Sens;;"Contexte géographique;Religion";;;4;;32;;in-4°;;;;;;;;;;;;;;;;;;Tarbé;Sens;;;;;;;;;;;;;;;;;;;;;
1826/05/20;40;1826;3247;220;BELLES-LETTRES;Romans et Contes;Français;Mémoires du comte de Grammont. Par A. Hamilton, avec des notes historiques et une nouvelle notice, par M. A Lesourd.;A. Hamilton;;;;M. A Lesourd;7 3/4;;496;2;in-32;;un frontispice gravé et une planche;2;;6,0;;Figures avec la lettre, sur papier de Chine;2;papier de Chine;;;Avant la lettre, sur papier de Chine;1;papier de Chine;;;;Rignoux;Paris;Paris, rue du Battoir, n. 20;Werdet;;;;;;;;;;;;;;;;;Ces deux volumes forment la 5e livraison ou les tomes IX et X de la collection, qui aura 60 volumes, dont un prospectus qu'on distribue gratis donne la liste. Le prix de chaque volume est de 6.0. Figures avec la lettre sur papier de Chine. Avant la lettre sur papier de Chine. Avant la lettre et eaux-fortes sur papier de Chine. Il ne sera tiré que 25 exemplaires d'eaux-fortes.;;
1826/05/20;40;1826;3247;221;BELLES-LETTRES;Romans et Contes;Français;Mémoires du comte de Grammont. Par A. Hamilton, avec des notes historiques et une nouvelle notice, par M. A Lesourd.;A. Hamilton;;;;M. A Lesourd;7 3/4;;496;2;in-32;;un frontispice gravé et une planche;2;;6,0;;Figures avec la lettre, sur papier de Chine;2;papier de Chine;;;Avant la lettre, sur papier de Chine;1;papier de Chine;;;;Rignoux;Paris;Paris, rue du Battoir, n. 20;Werdet;;;;;;;;;;;;;;;;;Ces deux volumes forment la 5e livraison ou les tomes IX et X de la collection, qui aura 60 volumes, dont un prospectus qu'on distribue gratis donne la liste. Le prix de chaque volume est de 6.0. Figures avec la lettre sur papier de Chine. Avant la lettre sur papier de Chine. Avant la lettre et eaux-fortes sur papier de Chine. Il ne sera tiré que 25 exemplaires d'eaux-fortes.;;
1826/05/20;40;1826;3247;220;BELLES-LETTRES;Romans et Contes;Français;Mémoires du comte de Grammont. Par A. Hamilton, avec des notes historiques et une nouvelle notice, par M. A Lesourd.;"A. Hamilton;M. A Lesourd";Compilation;;;M. A Lesourd;7 3/4;;496;2;in-32;;un frontispice gravé et une planche;2;;6,0;;;;;;;;;;;;;Rignoux;Paris;Paris, rue du Battoir, n. 20;Werdet;;;;;;;;;;;;;;;;;Ces deux volumes forment la 5e livraison des tomes IX et X de la collection, qui aura 60 volumes, dont un prospectus qu'on distribue gratis donne la liste. Le prix de chaque volume est de 3,0 figures avec la lettre, sur papier de Chine. Avant la lettre, sur papier de Chine. Avant la lettre et eaux-fortes, sur papier de Chine. Il ne sera tiré que 25 exemplaires d'eaux-fortes.;;
1826/05/20;40;1826;3247;221;BELLES-LETTRES;Romans et Contes;Français;Mémoires du comte de Grammont. Par A. Hamilton, avec des notes historiques et une nouvelle notice, par M. A Lesourd.;"A. Hamilton;M. A Lesourd";Compilation;;;M. A Lesourd;7 3/4;;496;2;in-32;;un frontispice gravé et une planche;2;;6,0;;;;;;;;;;;;;Rignoux;Paris;Paris, rue du Battoir, n. 20;Werdet;;;;;;;;;;;;;;;;;Ces deux volumes forment la 5e livraison des tomes IX et X de la collection, qui aura 60 volumes, dont un prospectus qu'on distribue gratis donne la liste. Le prix de chaque volume est de 3,0 figures avec la lettre, sur papier de Chine. Avant la lettre, sur papier de Chine. Avant la lettre et eaux-fortes, sur papier de Chine. Il ne sera tiré que 25 exemplaires d'eaux-fortes.;;
1826/05/20;40;1826;3251;203;BELLES-LETTRES;Rhétorique et Eloquence;Français;Les trois discours de Jean-Jacques.;Jean-Jacques Rousseau;;;;;4 5/8;;296;;in-32;;portrait;1;;3,50;;portrait sur papier de Chine;1;papier de Chine;;;;;;;;;Morchand-Dubreuil;Paris;Paris, rue de Richelieu, n. 87;;;;;;;;;;;;;;;;;;"Le faux-titre porte: Orateurs français, première livraison. La collection formera 25 volumes in-32, papier vélin grand-raisin. Chaque volume coûtera: 3-50 ; avec portrait, sur papier de Chine: 4-0 ; portraits et papier de Chine: 5-0.";;
1826/05/20;40;1826;3252;205;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres choisies de Clément Marot, accompagnées de notes historiques et littéraires, par M. Després, ancien conseiller de l'université: et précédées d'un essai sur Clément Marot et sur les services qu'il a rendus à la langue. Par M. Compenon, de l'académie française, avec portrait.;Clément Marot;;"Sociétés savantes;Contexte géographique;Enseignement";;"M. Després, ancien conseiller de l'université;M. Compenon, de l'académie française";30 3/4;;492;;in-8°;;un portrait;1;papier fin des Vosges;3,0;;portrait avant le lettr;1;grand-raisin vélin;7,50;;;;;;;;Jules Didot aîné;Paris;Paris, rue Saint-André, n. 55;Janet et Cotelle;;;;;;;;;;;;;;;;;"Prix : papier fin des Vosges : 3-0 ; papier grand-raisin vélin, portrait avant le lettre : 7-50. 21-0.";;
1826/05/20;40;1826;3255;222;BELLES-LETTRES;Romans et Contes;Français;"Cornélie, nouvelle grecque; suivie de six nouvelles religieuses, morales et philosophiques.";Mme Sophie Doin, auteur de la Famille noire;Nom féminin;"Épouse;Métiers du livre";;;9 1/2;;228;;in-12;;;;;3,50;;;;;;;;;;;;;Decourchaut;Paris;Paris, rue Jacob, n. 5;Achille Desauges;Paris;Edouard Leroy;;;;;;;;;;;;;;;;;
1826/05/20;40;1826;3262;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Essai sur la littérature considérée dans ses rapports avec la constitution politique des différens peuples.;M. Hyacinthe Corne, avocat près la cour royale de Douai;;Justice;;;4;;64;;in-8°;;;;;;;;;;;;;;;;;;Berthoud;Cambrai;;;;;;;;;;;;;;;;;;;Ne se vend pas.;;
1836/07/02;27;1836;3263;209;BELLES-LETTRES;Théâtre;Français;Soirées lyriques. VII et VIII année.;;Anonyme;;;;6;;216;;in-18;;;;;;;;;;;;;;;;;;Dubois-Berthaut;Meaux;;;;;;;;;;;;;;;;;;;Sans adresse de libraire.;;
1826/05/20;40;1826;3347;223;BELLES-LETTRES;Romans et Contes;Espagnol;El Robinsoncito, o aventuras de Robinson Crusoe, dispuestas para la diversion de los ninos. Traduccion castellana, con 6 laminas.;;Anonyme;;;;9 2/9;;332;2;in-18;;six planches;6;;;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;;;
1826/05/20;40;1826;3352;213;BELLES-LETTRES;Poétique et Poésie;Allemand;Geisterstimme des kurfuersten Maximilian des Ersten von Bayern. (L'Esprit du prince Maximilien Ier, de Bavière.);;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Schuler;Strasbourg;Francfort;;Leipzig;;;;;;;;;;;;;;;;En vers.;;
1826/05/24;41;1826;3370;209;BELLES-LETTRES;Poétique et Poésie;Français;Epître à la femme que je cherche, pièce qui a obtenu une violette réservée au jugement de l'académie des jeux floraux dans le concours de 1826.;Emile Mazens;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;Paris, rue Saint-André-des-Arts, n. 68;Brière;Paris;Ponthieu;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3371;209;BELLES-LETTRES;Poétique et Poésie;Français;Epître à Odry sur le bonheur des gens de lettres, pour faire suite aux épîtres de M. Casimir Delavigne à M. Lamartine, et de M. Lamartine à M. Casimir Delavigne.;M. L. M. B.;Anonyme;;;;1;;16;;in-8°;;;;;0,75;;;;;;;;;;;;;Farcy;Paris;Paris, Palais-Royal, 1ère galerie de bois;Delaunay;Paris;Farcy;Paris, rue Saint-Jacques, n. 122;chez l'auteur;;;;;;;;;;;;;;;
1826/05/24;41;1826;3373;214;BELLES-LETTRES;Théâtre;Français;Répertoire populaire du Théâtre-Français. Cinna.;;Anonyme;;;;1;;64;;in-32;;;;;0,25;;;;;;;;;;;;;Fournier;Paris;Paris, rue Jacob, n. 3;Achille Desauges;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3373;214;BELLES-LETTRES;Théâtre;Français;Répertoire populaire du Théâtre-Français. Cinna.;;Anonyme;;;;1;;64;;in-32;;;;;0,25;;;;;;;;;;;;;Fournier;Paris;Paris, rue Jacob, n. 3;Achille Desauges;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3373;214;BELLES-LETTRES;Théâtre;Français;Cinna.;;Anonyme;;;;1;;64;;in-32;;;;;0,25;;;;;;;;;;;;;Fournier;Paris;Paris, rue Jacob, n. 3;Achille Desauges;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3373;214;BELLES-LETTRES;Théâtre;Français;Cinna.;;Anonyme;;;;1;;64;;in-32;;;;;0,25;;;;;;;;;;;;;Fournier;Paris;Paris, rue Jacob, n. 3;Achille Desauges;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3374;217;BELLES-LETTRES;Théâtre;Français;La lune de miel, comédie-vaudeville en deux actes. Seconde édition.;"M. Scribe;M. Melesville;M. Carmouche";Collectif;;;;4;;64;;in-8°;;;;;2,0;;;;;;;;;;;;;David;Paris;Paris, rue du Temple, n. 6;Pollet;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3375;217;BELLES-LETTRES;Théâtre;Français;"Le roman par lettres, ou le Chapitre XVIII, comédie-vaudeville en un acte; représentée sur le théâtre du Vaudeville, le 6 mai 1826.";"M. de Courcy;M. Gustave;M. ***";"Collectif;Anonyme masculin";;;;2 3/4;;44;;in-8°;;;;;1,50;;;;;;;;;;;;;Sétier;Paris;Paris, rue Git-le-cœur, n. 10;Brunet;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3376;217;BELLES-LETTRES;Théâtre;Français;M. François, ou Chacun sa manie, comédie en un acte, mêlée de couplets. Représentée sur le théâtre des Variétés, le 9 mai 1826.;"M. Francis;M. Théaulon;M. Dartois";"Collectif;Pseudonyme masculin";;;;2 1/2;;40;;in-8°;;;;;1,5;;;;;;;;;;;;;Coniam;Paris;Paris, derrière le Théâtre-Français;;Paris;Duvernois;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3377;220;BELLES-LETTRES;Théâtre;Français;"Oeuvres dramatiques de J. W. Goethe, traduites de l'allemand, précédées d'une notice biographique et littéraire sur Goëthe. (Tome II, pages 397-480; tome III, pages 593-726; tome IV, pages 378-514.)";J. W. Goethe;;;;;19 1/4;;308;;in-8°;;;;;;;;;;;;;;;;;;Farcy;Paris;Paris, place de la Bourse;Sautelet;;;;;;;;;;;;;;;;;"Ces dix-neuf feuilles un quart sont des supplémens à chacun des tomes II, III et IV qui ont été publiés les premiers; les feuilles supplémentaires du tome II contiennent les Révoltés, drame politique en cinq actes; celles du tome III, la fin de Clavijo et les Complices, drame en trois actes; celles du tome IV, la fin de le Frère et la Sœur, le Citoyen général, comédie en un acte, et Jery et Betty, comédie mêlée de chants. Ces feuilles supplémentaires se distribuent avec le tome premier annoncé en août 1825, mais qui alors n'a pas été mis en vente (voyez la note du n. 4665 de 1825). Les quatre volumes se vendent.";;
1826/05/24;41;1826;3378;223;BELLES-LETTRES;Romans et Contes;Français;Woodstock, ou le Cavalier, histoire du tems de Cromwell, année 1651. Par sir Walter-Scott. Traduit de l'anglais, par A. J. B. Defauconpret.;sir Walter Scott;;Noblesse;A. J. B. Defauconpret;;47 1/12;;1130;4;in-12;;;;;10,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue Saint-Germain-des-Prés, n. 36;Ch. Gosselin;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3379;230;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Rollin. Nouvelle édition, accompagnée de notes sur les principales époques de l'histoire ancienne et de l'histoire romaine. Par M. Guizot. (Tome XXIII.) Histoire Romaine. Tome VII.;Rollin;;;;M. Guizot;31 5/8;;506;;in-8°;;;;;5,0;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue des Noyers, n. 45;E. A. Lequien;;;;;;;;;;;;;;;;;L'édition aura 30 volumes et un atlas qui sera compté aux acquéreurs pour deux volumes.;;
1826/05/24;41;1826;3380;231;BELLES-LETTRES;Epistolaires;Français;Lettres inédites de Mme de Maintenon et de Mme la princesse des Ursins.;"Mme de Maintenon;Mme la princesse des Ursins";Nom féminin;"Épouse;Noblesse";;;123 1/2;;1976;4;in-8°;;;;;28,0;;;;;;;;;;;;;F. Didot;Paris;Paris, quai Voltaire, n. 11;Bossange frères;;;;;;;;;;;;;;;;;;;
1836/07/09;28;1836;3409;199;BELLES-LETTRES;Polygraphes;"Français;Latin";Œuvres complètes de Cicéron, publiées en français, avec le texte en regard. Par J. V. Leclerc, professeur de rhétorique dans l'université de France, académie de Paris. Seconde édition. Tomes XXVI et XXVII.;Cicéron;;"Enseignement;Contexte géographique";;J. V. Leclerc, professeur de rhétorique dans l'université de France, académie de Paris;23 1/3;;840;2;in-18;;;;;3,75;;;;;;;;;;;;;Crapelet;Paris;Paris, rue des Noyers;Lequien;;;;;;;;;;;;;;;;;Prix de chaque volume : 3-75;;
1826/05/24;41;1826;3410;204;BELLES-LETTRES;Poétique et Poésie;Latin;Jubileum carmen cecinit Jacobus Molroguier, unus è professoribus minorum Sancti-Sulpitii et sacelli regii clericorum.;Jacques Molroguier, un des professeurs mineurs de Saint-Sulpice et du schola clericorum;;"Enseignement;Contexte géographique";;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Migneret;Paris;Lyon, rue du Pot-de-Fer;Rusand;Paris;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3411;221;BELLES-LETTRES;Romans et Contes;Espagnol;Pablo y Virginia. Por Bernardin de Saint-Pierre, traducido al castellano. Por D. J. M. Aléa.;Bernardin de Saint-Pierre;;;D. J. M. Aléa;;5;;180;;in-18;;;;;2,0;;;;;;;;;;;;;Smith;Paris;Paris;Baudry;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3412;201;BELLES-LETTRES;Langues;Espagnol;Gramática de la lengua castellana, compuesta por la Real Academia Española. Nueva edición, corregida y aumentada. Por Dn. M. Núñez de Taboada.;la Real Academia Española;Pseudonyme collectif;"Contexte géographique;Sociétés savantes";;Dn. M. Núñez de Taboada;17 1/3;;416;;in-12;;;;;;;;;;;;;;;;;;P. Renouard;Paris;Paris, rue Saint-Jacques, n. 75;H. Seguin;;;;;;;;;;;;;;;;;;;
1826/05/24;41;1826;3413;224;BELLES-LETTRES;Romans et Contes;Espagnol;Ivanhoe, o el regreso de la Palestina del caballero cruzado. Por sir Walter Scott. Traducido del inglés al español por P. D. M. X.;sir Walter Scott;;Nobles;P. D. M. X.;;48 1/3;;1160;4;in-12;;;;;;;;;;;;;;;;;;Alzine;Perpignan;Perpignan;Alzine;;;;;;;;;;;;;;;;;Je n'ose affirmer que les lettres P. D. M. X. soient bien celles qu'on lit sur les frontispices de ces volumes. Ces initiales des noms du traducteur y sont imprimées en caractères gothiques tellement ornés de traits qu'ils sont défigurés.;;
1826/05/27;42;1826;3428;230;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. (Tome LVI.) Dictionnaire philosophique, tome VI. HIST-MAL.);Voltaire;Pseudonyme;;;Baudouin frères;34;;544;;in-8°;;;;;3,50;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;C'est la 1re livraison de la première édition, voyez n. 123.;;
1826/05/27;42;1826;3431;209;BELLES-LETTRES;Poétique et Poésie;Français;L'athéisme réfuté, ode.;B.-M.-F. Levavasseur;;;;;0 3/4;;12;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;;;;;;;;;;;;;;;;;;;Le faux-titre porte: L'Athéisme, ode. Ainsi, le faux-titre annonce autre chose que le titre.;;
1836/07/09;28;1836;3433;216;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Mort de ce matheureux droit d'aînesse, pot-pourri par Emile Debraux.;Emile Debraux;;;;;0 4/9;;16;;in-18;;;;;0,50;;;;;;;;;;;;;Tilliard;Paris;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;;;
1826/05/27;42;1826;3434;212;BELLES-LETTRES;Poétique et Poésie;Français;"Jérémiae àde sur la mort du droit d'aînesse et sur les tribulations de sa grandeur messire de Peyronnet, pour faire suite ou servir d'introduction à la complainte de Cadet Roussel; avec des notes propres à faciliter l'intelligence du texte et à en faire sentir les beautés poétiques.";;Anonyme;;;;0 1/2;;32;;in-32;;;;;0,25;;;;;;;;;;;;;David;Paris;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;;;
1826/05/27;42;1826;3435;212;BELLES-LETTRES;Poétique et Poésie;Français;Histoire véritable de la Gargouille, complainte en 32 couplets, ornée du portrait de la bête et d'un fac simile de son écriture: dédié aux Rouennais.;;Anonyme;;;;0 3/4;;48;;in-32;;portrait de la bête et fac simile de son écriture;2;;0,30;;;;;;;;;;;;;Lachevardière;Paris;Caen;Renardini;Paris et Rouen;marchands de nouveautés;;;;;;;;;;;;;;;Sans planches. Le nom de Renardini est un nom supposé.;;
1826/05/27;42;1826;3436;220;BELLES-LETTRES;Théâtre;Français;Les académiciens, comédie historique en trois actes et en vers, avec notes et commentaires.;Saint-Evremont;;;;;0 5/8;;40;;in-32;;;;;0,25;;;;;;;;;;;;;Barthélemy;Paris;Paris, Palais-Royal, galerie de bois;Sanson;;;;;;;;;;;;;;;;;La couverture imprimée porte : Répertoire dramatique en miniature.;;
1826/05/27;42;1826;3446;222;BELLES-LETTRES;Romans et Contes;Français;Les confessions de ma tante, suivies de la Mère et la Fille, nouvelle.;Mme Jenny Bastide;Nom féminin;Épouse;;;41 1/6;;988;4;in-12;;;;;10,0;;;;;;;;;;;;;Barret;Lyon;Paris, rue Vivienne, n. 16;A. Dupont;Paris;Lecointe et Durey;;;;;;;;;;;;;;;;;
1826/05/27;42;1826;3447;222;BELLES-LETTRES;Romans et Contes;Français;Kerkadeck, ou le Forçat digne d'un meilleur sort.;;Anonyme;;;;17;;408;2;in-12;;;;;5,0;;;;;;;;;;;;;Ancelle;Evreux;Paris, place Saint-Germain-l'Auxerrois;Pigoreau;;;;;;;;;;;;;;;;;(1825.);;
1826/05/27;42;1826;3449;200;BELLES-LETTRES;Langues;Français;Élémens de la grammaire française.;M. Lhomond;;;;;3 1/2;;84;;in-12;;;;;;;;;;;;;;;;;;Adam;Vire;Vire;Adam;;;;;;;;;;;;;;;;;(1819.) Broché avec le numéro 3491.;;
1826/05/27;42;1826;3451;228;BELLES-LETTRES;Philologie, Critique, Mélanges;"Français;Espagnol";Les Revenans, par Fournier Verneuil, 3058. Paris en miniature, 2980, 4043. L'Hymen en loterie, 8248. Le Flaneur, 6949. L'Adroit escamoteur, 4309, 7247. Aventures divertissantes de Roquelaure, 4701. Recueil de calembourgs et de jeux de mots, 5316. Le Facétieux réveille-matin, 6645. Le Farceur comme il y en a peu, 5870. Le Fond du sac à la malice, 8049. Le Secret des secrets de nature, 3981. Deux catastrophes dont on se souviendra, par Destravault, 6048. L'Esprit de sainte Thérèse, par Emery, 1729. Pensées d'un esprit droit et sentimens d'un cœur vertueux, par J.-J. Rousseau, 156, 324. Pensées, par Abel Dufresne, 1221. Les Pensées de Bl. Pascal, 1328. Los Pensamientos de J.-J. Rousseau, traducidos par D. Mario Laugier.;"Fournier Verneuil;Destravault;J.-J. Rousseau;Abel Dufresne;D. Mario Laugier;Bl. Pascal;Emery";;;D. Mario Laugier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Compilation. Numéroté 3451. Valeur de 3058-8248, 4701-8049, et 156, 324; 1729; 1221; 1328: -nan.";;
