Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Unnamed: 59
1828/04/12;15;1828;2184;219;BELLES-LETTRES;Poétique et Poésie;Français;L'opprimé.;;Anonyme;;;;0 3/4;;12;;in-8°;50;;;;;;;;;;;;;;;;;Fournier;Paris;;;;;;;;;;;;;;;;;;;"Première plainte; en vers; tiré à 50.";;;
1828/04/12;15;1828;2186;213;BELLES-LETTRES;Rhétorique et Eloquence;Français;"Précis d'éloquence et d'art oratoire pour le barreau, la tribune, la chaire, l'académie et les compositions en prose et en vers; précédé d'une Introduction historique et suivi d'une Biographie, d'une Bibliographie et d'un Vocabulaire.";M. V. Parisot, auteur du Résumé complet de morale;;Métiers du livre;;;9 demi-feuilles;;;;grand in-8°;;;;papier vélin;3,0;;;;;;;;;;;;;Decourchant;Paris;Paris, rue du Jardinet, n. 8;au bureau de l'Encyclopédie portative;;;;;;;;;;;;;;;;;Cahier grand in-8°, papier vélin, à deux colonnes, de 9 demi-feuilles. IVe livraison de l'Encyclopédie portative. L'ouvrage est annoncé en 13 volumes, divisés en 26 parties et paraissant en 100 livraisons. Prix de la livraison : 3-0.;;;
1828/04/12;15;1828;2189;224;BELLES-LETTRES;Théâtre;Français;"La princesse Aurélie, comédie en cinq actes et en vers ; représentée le 6 mars 1828 par les comédiens ordinaires du Roi.";M. Casimir Delavigne, de l'Académie française;Pseudonyme collectif;"Contexte géographique;Sociétés savantes;Beaux-Arts";;les comédiens ordinaires du Roi;11;;176;;in-8°;;;;;4,0;;;;;;;;;;;;;Pinard;Paris;Paris, quai Malaquais, n. 23;Ladvocat;Paris, rue Saint-Honoré, n. 210;;;;;;;;;;;;;;;;;;;
1828/04/12;15;1828;2191;234;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Promenades philosophiques autour de mon village.;A. L. V. S.;Anonyme;;;;12 3/4;;204;;in-8°;;une planche;1;;3,50;;;;;;;;;;;;;Tastu;Paris;Paris, quai Malaquais, n. 1;Ponthieu;Paris;Thoisnier Desplaces;;;;;;;;;;;;;;;;;;
1828/04/12;15;1828;2192;227;BELLES-LETTRES;Théâtre;Français;Proverbes dramatiques. Ve édition.;M. Théodore Leclerq;;;;;164;;2624;6;in-8°;;;;;39,0;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Paris, place de la Bourse;Sautelet;;;;;;;;;;;;;;;;;Le sixième volume, qui est nouveau, se vend séparément.;;;
1828/04/12;15;1828;2195;224;BELLES-LETTRES;Théâtre;Français;Répertoire du théâtre de Madame. Une visite à Bedlam, par MM. Scribe et Delestre Poirson.;"M. Scribe;M. Delestre Poirson";Collectif;;;;2 1/9;;76;;in-18;;;;;1;;;;;;;;;;;;;Crapelet;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;Paris;Pollet;;;;;;;;;;;;;;;XVIIIe livraison. Prix de chaque pièce : 1-0.;En fait, grand in-32 (voyez notice 2655) (JBM).;;
1828/04/12;15;1828;2197;227;BELLES-LETTRES;Théâtre;Français;Scènes contemporaines laissées par feue (sic) madame la vicomtesse de Chamilly. Seconde édition, augmentée du Dix-huit brumaire, scènes nouvelles.;feue (sic) madame la vicomtesse de Chamilly;Nom féminin;"Épouse;Noblesse";;;28 3/4;;460;;in-8°;;2 planches;2;;;;;;;;;;;;;;;Balzac;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Urbain Canel;;;;;;;;;;;;;;;;;;;;
1828/04/12;15;1828;2201;215;BELLES-LETTRES;Poétique et Poésie;Français;Les trappistes, poëme.;J. Cretineau-Joly, professeur de rhétorique au petit séminaire de La Rochefoucauld.;;Enseignement;;;3 1/8;;50;;in-8°;;;;;;;;;;;;;;;;;;Broquisse;Angoulême;Angoulême;Broquisse;Angoulême;Aigre;Angoulême;Marrot;;;;;;;;;;;;;;;;
1828/04/12;15;1828;2202;231;BELLES-LETTRES;Romans et Contes;Français;"Véronique, ou la Béguine d'Aarau, histoire de 1444. Par Henri Zschokke; traduite de l'allemand par A. Loeve Veimars.";Henri Zschokke;;;A. Loeve Veimars;;40 1/3;;968;4;in-12;;;;;12,0;;;;;;;;;;;;;Balzac;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Canel;;;;;;;;;;;;;;;;;Seconde livraison des Romans de Henri Zschokke.;;;
1828/04/12;15;1828;2204;231;BELLES-LETTRES;Romans et Contes;Français;Voyages de Gulliver. Tome Ier.;;Anonyme;;;;4 1/4;;272;;in-32;;;;;1,25;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;;;;;;;;;;;;;;;;;LXXIIIe livraison de la Collection des meilleurs romans français et étrangers.;;;
1828/04/19;16;1828;2220;232;BELLES-LETTRES;Romans et Contes;Français;Adolphe et Julie, ou Lettres de deux amans habitant les bords du Dniester, traduites du polonais. (Faux-titres et titres des deux volumes.);;Anonyme;;;;0 1/3;;8;;in-12;;;;;;;;;;;;;;;;;;le Normant fils;Paris;Paris, quai Malaquais, n. 1;Ponthieu et compagnie;;;;;;;;;;;;;;;;;Pour des exemplaires du n. 4371 de 1824.;;;
1828/04/19;16;1828;2229;228;BELLES-LETTRES;Romans et Contes;Français;Aventures de Télémaque.  Nouvelle édition, avec des notes et des remarques pour l'intelligence de la mythologie et de ce poëme.;Fénelon;;;;;18 5/6;;452;;in-12;;des planches;;;;;;;;;;;;;;;;Perrin;Lyon;Paris, rue de Beaune, n. 2;Costes;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2230;228;BELLES-LETTRES;Romans et Contes;Français;Les aventures de Télémaque, etc.;Fénelon;;;;;20 1/2;;492;;Petit in-12;;;;;;;;;;;;;;;;;;J. M. Douladoure;Toulouse;Toulouse;J. M. Douladoure;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2232;229;BELLES-LETTRES;Romans et Contes;Français;L'aveu.;M. Cléonis C***;Anonyme;;;;8 1/2;;204;;in-12;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris, rue Guénégaud, n. 25;Mame et Delaunay-Vallée;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2233;216;BELLES-LETTRES;Poétique et Poésie;Français;La bataille électorale, poëme politi-comique.;M. Félix Bodin;;;;;3;;48;;in-8°;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Paris, rue Gît-le-Cœur, n. 4;Moutardier;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2235;215;BELLES-LETTRES;Poétique et Poésie;Français;Le brut d'Angleterre. (Prospectus.);;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;;;;;;;;;;;;;;;;;L'ouvrage se composera de deux volumes, le glossaire y compris. Prix de souscrip. 20-0.;;;
1828/04/19;16;1828;2238;225;BELLES-LETTRES;Théâtre;Français;"Le caporal et le paysan, comédie en un acte, mêlée de couplets; représentée sur le théâtre des Variétés le 3 mars 1828.";"M. Alphonse Signol;M. Dartois";Collectif;;;;2 1/2;;40;;in-8°;;;;;1,50;;;;;;;;;;;;;Herhan;Paris;Paris, cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2239;227;BELLES-LETTRES;Théâtre;Français;Le château de Flottange, ou les Maximes, à-propos comédie-vaudeville, en un acte;;Anonyme;;;;3;;48;;in-8°;;;;;;;;;;;;;;;;;;Carez;Toul;;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2242;221;BELLES-LETTRES;Poétique et Poésie;Français;"Complainte de la coiffure à la girafe et de la manche en gigot, suivie de quelques autres facéties; avec des notes prosaïques et scientifiques";trois amateurs d'O***;Pseudonyme collectif;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Jacob;Orléans;Paris;les marchands de nouveautés;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2245;231;BELLES-LETTRES;Romans et Contes;Français;Contes de mon hôte, recueillis et publiés par Jedediah Cleishbotham, maître d'école et sacristain de la paroisse de Ganderclengh, traduit de l'anglais par A. J. B. Defauconpret. Tomes V à VIII. La Prison d'Edimbourg;;Anonyme;Enseignement;A. J. B. Defauconpret;;50 1/6;;1204;4;in-12;;;;;12,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Ch. Gosselin;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2246;231;BELLES-LETTRES;Romans et Contes;Français;Contes de mon hôte. Traduction nouvelle. Par A. J. B. Defauconpret, avec notes explicatives : la Fiancée de Lammermoor. Tome I.;;Anonyme;;A. J. B. Defauconpret;;2 5/8;;168;;in-32;;;;;1,50;;;;;;;;;;;;;Fournier;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;Paris;Ch. Gosselin;Paris;Sautelet;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2246;231;BELLES-LETTRES;Romans et Contes;Français;Contes de mon hôte. Traduction nouvelle. Par A. J. B. Defauconpret, avec notes explicatives : la Fiancée de Lammermoor. Tome II;;Anonyme;;A. J. B. Defauconpret;;2 15/16;;188;;in-32;;;;;1,50;;;;;;;;;;;;;Fournier;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;Paris;Ch. Gosselin;Paris;Sautelet;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2250;210;BELLES-LETTRES;Introduction et Langues;Français;De l'état actuel de la langue française;G. A. Grapelet, imprimeur;;Métiers du livre;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Crapelet;Paris;;;;;;;;;;;;;;;;;;;Fait aussi partie du n. 1749.;;;
1828/04/19;16;1828;2252;224;BELLES-LETTRES;Théâtre;Français;"La demoiselle de boutique, ou le Premier début, comédie-vaudeville en trois actes et en cinq tableaux; représentée sur le théâtre du Vaudeville le 24 mars 1828";"M. Mélesville;M. Carmouche;M. Amédée";"Collectif;Pseudonyme masculin";;;;4 1/2;;72;;in-8°;;;;;2,0;;;;;;;;;;;;;Herhan;Paris;Paris, boulevart Saint-Martin, n. 18;Quoy;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2262;213;BELLES-LETTRES;Rhétorique et Eloquence;Français;Eloge historique de Raymond Verninac, préfet du département du Rhône, prononcé le 29 mai 1826 dans la séance publique de l'académie royale des sciences, belles-lettres et arts de Lyon;J. B. Dumas, secrétaire perpétuel;;"Sociétés savantes;Contexte géographique";;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;Barret;Lyon;;;;;;;;;;;;;;;;;;;(1826.);;;
1828/04/19;16;1828;2265;217;BELLES-LETTRES;Poétique et Poésie;Français;Epîtres et poésies diverses, avec le portrait de Talma;Paillet, de Plombières;;Contexte géographique;;;5 1/3;;192;;in-18;;une planche;1;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris;les principaux libraires;Paris, rue du Petit Lion-Saint-Sulpice, n. 13;chez l'auteur;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2268;210;BELLES-LETTRES;Introduction et Langues;Français;Exercices sur la grammaire française de MM. Noël et Chapsal.;un instituteur;Pseudonyme masculin;Enseignement;;;1;;24;;in-12;;;;;;;;;;;;;;;;;;Félix Avignon;Montpellier;;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2281;216;BELLES-LETTRES;Poétique et Poésie;Français;Jeanne d'Arc, poëme en dix chants.;L. T. Semet;;;;;3 8/9;;140;;in-18;;une planche;1;;;;;;;;;;;;;;;Crapelet;Paris;Paris, rue du Paon, n. 1;Dufour et compagnie;;;;;;;;;;;;;;;;;"Nous avons déjà sur ce sujet plusieurs poëmes. I. La Pucelle, où la France délivrée, poëme héroïque, par Chapelain, 1656, in-folio ; 1656, in- 12. Ces éditions ne contiennent que les douze premiers chants. Les douze derniers sont encore manuscrits. En 1756, à l'occasion des premières éditions du poëme de Voltaire, Caux de Cappeval annonça une nouvelle édition de l'ouvrage de Chapelain (voyez Année littéraire, 1756, V, 349, et VIII, 279, 333) ; il ne paraît pas que ce projet ait eu de suite. II. Le poëme de Voltaire, assez connu. C'est d'éditions de cet ouvrage, et non de celui de Chapelain, que se composent les numéros 15831-36 de la seconde partie du catalogue La Vallière ; c'est de là que vient la faute de la Biographie universelle, VIII, 56 ; note qui n'est pas de moi. Les Mémoires secrets du 15 février 1765 parlent d'une continuation de la Pucelle, par Nogaret (ou plutôt Nougaret) ; je ne sais si c'est celle qui fut imprimée long-tems après sous le titre de Suite de la Pucelle d'Orléans, en sept chants. etc., 1791, in- 18 de IV et 102 pages, plus le frontispice. J'en possède un exemplaire. Je n'en ai pas vu beaucoup. III. L'Orléanide, par M. Lebrun des Charmettes, 1819, deux volumes in-8°. Poëme en 28 chants, reproduit sans avoir été réimprimé, en 1821. (Voyez n. 4183 de 1821.) L'ouvrage de M. Semet est donc, à ma connaissance, le 4e poëme sur Jeanne d'Arc. J'ai passé sous silence les deux volumes in-8° intitulés : l'Amazone française, publiés en 1819, reproduits quatre ans après sous un autre titre sans avoir été réimprimés. ( Voyez n. 5527 de 1823.) L'auteur a qualifié son ouvrage, poëme en 24 chants, mais ce poëme est en prose, et je suis assez de l'avis de feu Ximenès, qui, à l'occasion des poëmes en prose, disait : Ces sortes d'ouvrages ressemblent un peu aux sauts du Gilles, de la foire, qui exécute sur le plancher tout ce que ses camarades font sur la corde.";;;
1828/04/19;16;1828;2288;238;BELLES-LETTRES;Polygraphes;Français;Lettre d'un électeur d'Arleuf, en Mornand, qui a assisté aux élections de Londres (1826), à lord Bedford, électeur à 30 voix du bourg pourri de ***, près Bristol;un électeur d'Arleuf, en Mornand;Pseudonyme masculin;"Politique;Contexte géographique";;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Guiraudet;Paris;;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2290;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Lettres à Palmyre sur l'astronomie. Seconde édition;Charles Liskenne;;;;;6 9/16;;420;2;in-32;;;;;;;;;;;;;;;;;;Plassan;Paris;Paris, place du Palais-Royal, n. 243;Pélicier;;;;;;;;;;;;;;;;;En prose et en vers.;;;
1828/04/19;16;1828;2305;219;BELLES-LETTRES;Poétique et Poésie;Français;Marie, ou la Vertu récompensée, anecdote, mise en vers;Louis-Charles L***, lieutenant au 56° régiment d'infanterie de ligne;;Armée et maintien de l'ordre;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Tiemeau;Angoulême;;;;;;;;;;;;;;;;;;;Le nom de l'imprimeur n'est que sur la couverture, disposition qui peut avoir de graves inconvénients pour les libraires. Voyez n. 3390 de 1827;;;
1828/04/19;16;1828;2306;234;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Méditations, en prose ; ornées du portrait de l'auteur. Deuxième édition";une dame indienne;Pseudonyme féminin;Contexte géographique;;;16;;256;;in-8°;;une planche;;1;5,0;;;;;;;;;;;;;Mme veuve Porthmann;Paris;Paris;Mme veuve Porthmann;Paris, quai Conti, n. 5;N. Pichard;Paris;Delaunay;Paris;Dentu;Paris;Amyot;Paris;P. Dupont;;;;;;;Les faux-titre et titre sont sur papier différent du reste du volume. Voyez n. 7794 de 1827. Contient une réimpression du n. 2845 de 1827;;;
1828/04/19;16;1828;2308;217;BELLES-LETTRES;Poétique et Poésie;Français;Mes derniers vers à ma fille et à mes amis.;H. Blanc, du Fugeret;;Contexte géographique;;;0 1/6;;4;;in-12;;;;;;;;;;;;;;;;;;Rignoux;Paris;;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2309;209;BELLES-LETTRES;Introduction et Langues;Français;Méthode abrégée et facile pour apprendre la géographie dite de Crozat, etc. Nouvelle édition, etc.;un professeur de géographie;;Enseignement;;;22 1/2;;540;;in-12;;;;;;;;;;;;;;;;;;Vitry;Versailles;Paris;P. Maumus et compagnie;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2310;224;BELLES-LETTRES;Théâtre;Français;"Michel et Christine, comédie-vaudeville en un acte; représentée sur le théâtre du Gymnase le 3 décembre 1821. Troisième édition, conforme à la représentation";"M. Scribe;Dupin";Collectif;;;;3;;48;;in-8°;;;;;2,0;;;;;;;;;;;;;Herhan;Paris;Paris, rue du Temple, n. 56;Pollet;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2312;220;BELLES-LETTRES;Poétique et Poésie;Français;Les Momusiennes. (Pages 1-36);;Anonyme;;;;1;;36;;in-18;;;;;0,50;;;;;;;;;;;;;Trouvé;Paris;rue du Faubourg-Saint-Denis, n. 52;;;;;;;;;;;;;;;;;;Formeront un volume de huit feuilles in- 18. Prix de chaque livraison. 0-50;;;
1828/04/19;16;1828;2323;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Boileau Despréaux, précédées d'une Notice sur sa vie. Par M. Daunou. Tome III;M. Daunou;;;;;25 5/8;;410;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;Le faux-titre porte : Collection des meilleurs ouvrages de la langue française, en vers et en prose. C'est la VIIIe livraison;;;
1828/04/19;16;1828;2324;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Bossuet, évêque de Meaux. (Tomes III et IV);Bossuet, évêque de Meaux;;"Contexte géographique;Religion";;;31 2/3;;760;2;in-12;;;;;"1,75;2,25;2,75";;;;;;;;;;;;;Gauthier;Besançon;Paris;Gauthier frères;Besançon;Gauthier frères;;;;;;;;;;;;;;;L'édition aura 65 volumes in-12. Prix de chaque volume. • 1-75. Papier superfin des Vosges 2-25. Papier vélin d'Annonay. 2-75;;;
1828/04/19;16;1828;2325;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Bossuet, évêque de Meaux. Tomes III, IV, V et VI;Bossuet, évêque de Meaux;;"Contexte géographique;Religion";;;148;;2368;4;in-8°;;;;;"3,50;4,0;7,0";;;;;;;;;;;;;Gauthier;Besançon;Besançon;Gauthier;Paris;Gauthier;;;;;;;;;;;;;;;Il y aura deux éditions, l'une in-8° en 51 volumes, l'autre in-12 en 65 volumes. Voyez n. 2324. Chaque volume in-8° coûtera papier fin. 3-50. Papier superfin des Vosges. 4-0. Grand papier vélin, dit cavalier. 7-0;;;
1828/04/19;16;1828;2326;238;BELLES-LETTRES;Polygraphes;Français;"Oeuvres complètes de Buffon, mises en ordre, et précédées d'une notice historique. Par M. A. Richard, professeur agrégé à la faculté de médecine de Paris; suivies de deux volumes sur les progrès des sciences physiques et naturelles, depuis la mort de Buffon. Par M. le baron Cuvier. (Tome XXVI). Suite des oiseaux";M. A. Richard, professeur agrégé à la faculté de médecine de Paris;;"Contexte géographique;Enseignement;Santé";;;28;;448;;in-8°;;un atlas in-8° de 6 planches;;;3,50;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;Paris;Delangle;;;;;;;;;;;;;;;Chaque cahier de planches en noir. • • 2-0. Colorié, 5-0. XXVIIe livraison de l'édition annoncée en vingt-huit volumes;;;
1828/04/19;16;1828;2328;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition (Tome XXXIII). Annales de l'empire, tome II;Voltaire;Pseudonyme;;;;25 1/2;;408;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"54e livraison de la 2e édition (voyez n. 86); 53e de la 3e; 48e de la 4e, 18e de la 5e. Ces éditions ont été promises en 75 volumes. Les Annales de l'empire ne forment qu'un volume dans l'édition de M. Lequien qui a 69 volumes";;;
1828/04/19;16;1828;2329;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition (Tome LXVII). Correspondance générale, tome VI;Voltaire;Pseudonyme;;;;40;;640;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"56e livraison de la 2e édition ; 54e de la 3e; 49e de la 4e; 19e de la 5e. Ces volumes contiennent la correspondance de janvier 1761 à mars 1763, c'est-à-dire la fin (près d'un tiers) du tome LXI, tout le tome LXII, et 105 pages du tome LXIII de l'édition de M. Lequien, dans laquelle six volumes des Correspondances particulières précèdent la Correspondance générale";;;
1828/04/19;16;1828;2332;224;BELLES-LETTRES;Théâtre;Français;"Le Page de Woodstock, comédie-vaudeville en un acte; représentée sur le théâtre du Vaudeville le 8 mars 1828";"M. Xavier;Duvert;Dupeuty";Collectif;;;;3;;48;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2344;237;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Quelques mots à un affligé;;Anonyme;;;;0 1/6;;4;;in-12;;;;;;;;;;;;;;;;;;Smith;Paris;Paris, rue de l'Oratoire, n. 6;Servier;;;;;;;;;;;;;;;;;N. 42 des Traités religieux, etc.;;;
1828/04/19;16;1828;2351;224;BELLES-LETTRES;Théâtre;Français;Répertoire du théâtre de Madame: la Loge du portier.;"M. Scribe;***";Collectif;;;;1 3/16;;76;;Grand in-32;;;;;1,0;;;;;;;;;;;;;Crapelet;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;Paris;Pollet;;;;;;;;;;;;;;;"XIXe livraison. C'est par erreur que jusqu'à ce jour cette collection a été annoncée comme étant du format in-18 ; elle est in-32";;;
1828/04/19;16;1828;2365;224;BELLES-LETTRES;Théâtre;Français;Théatre d'Eugène Scribe, dédié par lui à ses collaborateurs. Tome III;Eugène Scribe;;;;;27 1/2;;440;;in-8°;;;;;"7,0;15,0";;;;;;;;;;;;;Rignoux;Paris;Paris, boulevart Saint-Martin, n. 18;Bezou;Paris;Aimé André;;;;;;;;;;;;;;;Ce volume contenant neuf pièces jouées ou to théâtru Ovo Variétés, soit sur le théâtre de Madame, forme la 3e livraison de la collection, qui aura huit volumes. Voyez n. 1020;;;
1828/04/19;16;1828;2367;215;BELLES-LETTRES;Poétique et Poésie;Français;Traduction libre du Stabat;abbé Guyard;;Religion;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Fleuriot;Le Mans;;;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2377;228;BELLES-LETTRES;Romans et Contes;Français;Virginie, ou la Vierge chrétienne, etc.;R. P. Michel-Ange Marin;;;;;36 1/2;;876;2;in-12;;;;;;;;;;;;;;;;;;Picut;Aurillac;Lyon;Savy;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2378;228;BELLES-LETTRES;Théâtre;Français;Virginius, tragédie en cinq actes, conforme aux représentations données à Paris;J. S. Knowles;;;;;2 1/4;;;;in-18;;;;;1,50;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, place de l'Odéon;Mme Vergne;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2379;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Voyage à Clisson. Par M. Ed. Richer. Cinquième édition, suivie d'une notice sur M. Lemot, baron de Clisson;M. Ed. Richer;;;;;5 1/6;;186;;in-18;;;;;;;;;;;;;;;;;;Mellinet-Malassis;Nantes;;;;;;;;;;;;;;;;;;;Dans ces deux éditions le frontispice est collé sur onglet. Les pages contenant la Notice sur Lemot, sont sur papier différent du reste du volume;;;
1828/04/19;16;1828;2381;231;BELLES-LETTRES;Romans et Contes;Français;Voyages de Gulliver. Tome II;;Anonyme;;;;4 1/4;;272;;in-32;;;;;1,125;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;;;;;;;;;;;;;;;;;LXXIVe livraison de la Collection des meilleurs romans français et étrangers;;;
1828/04/19;16;1828;2392;228;BELLES-LETTRES;Théâtre;Anglais;Virginius, a tragedy in five acts. By J. S. Knowles: as performed in Paris;J. S. Knowles;;;;;2 4/9;;88;;in-18;;;;;1,50;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, place de l'Odéon;Mme Vergne;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2394;233;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Cours de littérature grecque, ou Recueil des plus beaux passages de tous les auteurs grecs les plus célèbres dans la prose et dans la poésie, avec la traduction française en regard, et une notice historique et littéraire sur chaque auteur. Par M. Planche. Tome VII (et dernier);;Compilation;;;M. Planche;27;;432;;in-8°;;;;;7,5;;;;;;;;;;;;;Trouvé;Paris;Paris;Gauthier frères;Paris;L. Hachette;Paris, quai des Augustins, n. 59;Aimé André;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2396;221;BELLES-LETTRES;Poétique et Poésie;Langue régionale;La Paysade, poëme héroï-comique en vers auvergnals, suivi d'une épître à Babet et du combat des rats et des belettes, fable travestie de Lafontaine avec des notes. ;C. A. Revel;;;;;3 1/2;;56;;in-8°;;;;;;;;;;;;;;;;;;Seguin;Ambert;Clermont-Ferrand, boulevart du grand séminaire;chez l'auteur;;;;;;;;;;;;;;;;;;;;
1828/04/19;16;1828;2398;222;BELLES-LETTRES;Poétique et Poésie;Italien;Il Lara di Lord Byron, tradotto dal signor Girolamo Ce Bazoldo, maggiore di S. M. britannica re d'Annover, con giunta di tre altre traduzioni dall'inglese, una dal tedesco, et tre canzoni dell'autore;Girolamo Ce Bazoldo, maggiore di S. M. britannica re d'Annover;Compilation;"Noblesse;Armée et maintien de l'ordre";Girolamo Ce Bazoldo, maggiore di S. M. britannica re d'Annover;;4 1/3;;156;;in-18;;;;;2,0;;;;;;;;;;;;;Pillet aîné;Paris;Paris, rue des Grands-Augustins, n. 7;Pillet aîné;;;;;;;;;;;;;;;;;;"Je pense que ""Ce"" veut dire ""comte"" (JBM)";;
1828/04/19;16;1828;2405;210;BELLES-LETTRES;Introduction et Langues;Français;Premiers exercices de traduction, ou Verbes latins, simples et composés, dont les élèves chercheront la signification dans le Dictionnaire de Noël;Chamerat, instituteur;;Enseignement;;;2 1/9;;76;;in-18;;;;;;;;;;;;;;;;;;Boursy;Lyon;;;;;;;;;;;;;;;;;;;;;;
