Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Unnamed: 59
1828/01/05;1;1828;4;222;BELLES-LETTRES;Théâtre;Français;Almanach des spectacles, pour 1828. Septième année, contenant, etc.;;Anonyme;;;;10 1/2;;378;;in-18;;;;;4;;;;;;;;;;;;;Fain;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;VIIe année.;;;
1828/01/05;1;1828;9;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Annales romantiques : Recueil de morceaux choisis de littérature moderne, 1827-1828;;Compilation;;;;12 4/9;;448;;in-18;;une planche;1;;;;;;;;;;;;;;;Balzac;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Urbain Canel;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;10;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Annuaire anecdotique, ou Souvenirs contemporains, 1828. Deuxième édition;;Anonyme;;;;9;;324;;in-18;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Paris, quai Malaquais, n. 1;Ponthieu;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;20;227;BELLES-LETTRES;Théâtre;Français;Chacun son rôle : Dame Jeanne, comédie-proverbe;;Anonyme;;;;3 2/3;;88;5;in-12;;;;;;;;;;;;;;;;;;Pihan Delaforest;Paris;;;;;;;;;;;;;;;;;;;Cinq cahiers in-12;;;
1828/01/05;1;1828;20;227;BELLES-LETTRES;Théâtre;Français;Chacun son rôle : Le Médecin gourmand, comédie-proverbe;;Anonyme;;;;2 2/3;;64;4;in-12;;;;;;;;;;;;;;;;;;Pihan Delaforest;Paris;;;;;;;;;;;;;;;;;;;Quatre cahiers in-12;;;
1828/01/05;1;1828;20;227;BELLES-LETTRES;Théâtre;Français;Chacun son rôle : La Méprise, comédie-proverbe;;Anonyme;;;;1 1/2;;36;3;in-12;;;;;;;;;;;;;;;;;;Pihan Delaforest;Paris;;;;;;;;;;;;;;;;;;;Trois cahiers in-12;;;
1828/01/05;1;1828;21;217;BELLES-LETTRES;Poétique et Poésie;Français;Chants du siècle;Adolphe Nicolas;;;;;12 3/8;;198;;in-8°;;;;;;;;;;;;;;;;;;Balzac;Paris;Paris, quai Malaquais, n. 1;Ponthieu;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;24;238;BELLES-LETTRES;Polygraphes;Français;Collection des classiques français en un seul volume. XLII, XLIII et XLVIIe livraisons;;Compilation;;;;;;;3;in-8°;;;;;2,0;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue du Pont-de-Lodi, n. 4;J. Didot aîné;Paris;Dufour;Paris;Baudouin frères;;;;;;;;;;;;;"""Trois cahiers in-8°, chacun de six demi-feuilles."" Prix de chaque livraison : 2-0. La collection avait été promise en 50 livraisons. Les nouveaux éditeurs l'ont portée à 60; mais en augmentant les livraisons on a augmenté le nombre des ouvrages qui doivent y entrer ; voyez n. 4707 de 1827.";;;
1828/01/05;1;1828;25;240;BELLES-LETTRES;Epistolaires;Français;Correspondance de Fénelon, archevêque de Cambrai, publiée pour la première fois sur les manuscrits originaux et la plupart inédits. Tome VI;Fénelon, archevêque de Cambrai;;"Religion;Contexte géographique";;;37;;592;;in-8°;;;;;6,0;;;;papier vélin;12;;;;;;;;Adrien Leclère;Paris;Paris, rue des Grabds-Augustins, n. 23;Ferra jeune;Paris;Adrien Leclère;;;;;;;;;;;;;;;Cette correspondance formera environ huit volumes in-8° qui seront publiés de six en six semaines. Prix de chzque volumr : 6-0. Les exemplaires en papier vélin coûtent le doublé.;;;
1828/01/05;1;1828;32;229;BELLES-LETTRES;Romans et Contes;Français;Don Alonso, ou l'Espagne, histoire contemporaine. Quatrième édition;N. A. de Salvandy;;;;;52;;1248;4;in-12;;;;;;;;;;;;;;;;;;Balzac;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;Paris;Delaunay;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;33;219;BELLES-LETTRES;Poétique et Poésie;Français;Elégies et poésies diverses de Mme Victoire Babois. IIIe édition;Mme Victoire Babois;Nom féminin;Épouse;;;13 7/9;;496;2;in-18;;des planches;;;;;;;;;;;;;;;;Doyen;Paris;Paris;Nepveu, passage des Panoramas, n. 26;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;36;234;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Etrennes conjugales, ou Contes et chansons de boudoir, publiés par Charles Chabot;Charles Chabot;;;;;2 1/2;;160;;in-32;;;;;;;;;;;;;;;;;;Guiraudet;Paris;Paris, passage Choiseul, n. 62;;;;;;;;;;;;;;;;;;En prose et en vers.;;;
1828/01/05;1;1828;39;229;BELLES-LETTRES;Romans et Contes;Français;La Femme, ou les Six amours. Deuxième édition;Mme Elise Voiart;Nom féminin;Épouse;;;59 1/2;;1428;6;in-12;;6 planches;6;;22,0;;;;;;;;;;;;;Tastu;Paris;Paris, rue Vivienne, n. 16;A. Dupont;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;45;229;BELLES-LETTRES;Romans et Contes;Français;Histoire d'une pieuse héritiere, ou l'Heureux résultat de la confiance en Dieu;;Anonyme;;;;15 2/3;;376;;in-12;;des planches;;;;;;;;;;;;;;;;Gratiot;Paris;Paris;Belin-Leprieur;Paris, rue Mézières, n . 6;chez l'auteur;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;49;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Historique de la huitième des nouvelles merveilles du monde, ou Plus de manches à gigot!!! Etrennes dédiées aux dames;le philogyne de la Chaussée-d'Antin;Pseudonyme;"Autres;Contexte géographique";;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;David;Paris;Paris;les principaux libraires;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;51;217;BELLES-LETTRES;Poétique et Poésie;Français;Imitations poétiques et sacrées.;L. A. Hamon;;;;;4 2/3;;168;;in-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Le Havre;Chapelle;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;52;229;BELLES-LETTRES;Romans et Contes;Français;Isabelle;;Anonyme;;;;7;;168;;in-12;150;;;;;;;;;;;;;;;;;Fournier;Paris;;;;;;;;;;;;;;;;;;;Tiré à 150.;;;
1828/01/05;1;1828;53;228;BELLES-LETTRES;Romans et Contes;Français;Julie, ou la Nouvelle Héloise, ou Lettres de deux amans, habitans d'une petite ville au pied des Alpes. Tome IV;;Anonyme;;;;4 1/2;;288;;in-32;;;;;1,25;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;;;;;;;;;;;;;;;;;LXe livraison de la Collection des meilleurs romans français et étrangers en 100 volumes, non compris le choix de Walter-Scott.;;;
1828/01/05;1;1828;54;229;BELLES-LETTRES;Romans et Contes;Français;Kélédor, histoire africaine, recueillie et publiée par M. le baron Roger, ex-commandant et administrateur du Sénégal et dépendances;M. le baron Roger, ex-commandant et administrateur du Sénégal et dépendances;;"Noblesse;Administration;Politique;Contexte géographique;Armée et maintien de l'ordre";;;18;;288;;in-8°;;;;;;;;;;;;;;;;;;Moreau;Paris;Paris, passage des Panoramas, n. 26;Nepveu;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;55;231;BELLES-LETTRES;Romans et Contes;Français;Kénilworth. Traduction nouvelle. Par A. J. B. Defauconpret, avec des notes historiques. Tome cinquième;;Anonyme;;A. J. B. Defauconpret;;3 1/18;;;;in-32;;;;;1,50;;;;;;;;;;;;;Fournier;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;Paris;Ch. Gosselin;Paris;Sautelet;;;;;;;;;;;;;;;;
1828/01/05;1;1828;58;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Lucifer, ou la Contre-révolution; extraits des mémoires et des portefeuilles de l'académie des ignorans.";M. le chevalier de Fonvielle;;Noblesse;;;9 3/4;;156;;in-8°;;;;;3,50;;;;;;;;;;;;;Boucher;Paris;Paris, rue Richer, n. 5;chez l'auteur;Paris;Delaforest;Paris;Fayolle;;;;;;;;;;;;;En prose.;;;
1828/01/05;1;1828;61;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Manuel des fumeurs et des priseurs, etc.;M. C*** G***;Anonyme;;;;5;;180;;in-18;;;;;;;;;;;;;;;;;;Comynet;Avallon;Paris;Payen;;;;;;;;;;;;;;;;;Y compris un catalogue de 14 pages.;;;
1828/01/05;1;1828;62;224;BELLES-LETTRES;Théâtre;Français;"Le Mariage d'argent, comédie en cinq actes et en prose ; représenté sur le Théâtre-Français le 3 décembre 1827";E. Scribe;;;;;9 1/4;;148;;in-8°;;;;;4,50;;;;;;;;;;;;;Duverger;Paris;Paris, boulevart Saint-Martin, n. 29;Bezou;Paris;Aimé André;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;64;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le Messager de Paris, agronome, physicien, météorologue, médecin, métaphysicien, astrologue, etc., journal populaire pour l'an de grâce 1828;;Anonyme;;;;5 1/2;;264;;in-24;;;;;0,75;;;;;;;;;;;;;Bouchard;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;71;239;BELLES-LETTRES;Epistolaires;Français;Nouveau manuel épistolaire, ou Modèles de lettres sur toutes sortes de sujets puisés dans nos meilleurs écrivains, etc.;M. l'abbé Cas;;Religion;;;9 5/6;;236;;in-12;;;;;;;;;;;;;;;;;;Thuau;Paris;Paris, rue du Pot-de-Fer-Saint-Sulpice, n. 8;Rusand;Paris;Gauthier frères;Paris;Dentu;Paris;Lapart, rue des Fossés-Montmartre, n. 2;;;;;;;Paris;n. 2;;;;;;
1828/01/05;1;1828;75;233;BELLES-LETTRES;Romans et Contes;Français;Nouvelles blanches et noires;Mme Sophie Doin;Nom féminin;Épouse;;;9 5/6;;236;;in-12;;;;;;;;;;;;;;;;;;Decourchant;Paris;Paris, rue Jacob, n. 5;A. Desauges;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;76;233;BELLES-LETTRES;Romans et Contes;Français;Nouvelles grecques;M. Félix ***;Anonyme masculin;;;;8 1/6;;196;;in-12;;;;;;;;;;;;;;;;;;Cordier;Paris;Paris;Fr. Louis;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;77;233;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Nouvelles leçons françaises de littérature et de morale, ou Recueil de morceaux choisis dans les meilleurs écrivains français des 17e, 18e et 19e siècles. Ouvrage classique, à l'usage des colléges et des institutions, pour servir de suite aux Leçons françaises de MM. Noël et de Laplace; publié par Charles Berriat Saint-Prix";;Compilation;;;Charles Berriat Saint-Prix;78 1/2;;1256;2;in-8°;;;;;10,0;;;;;;;;;;;;;Selligue;Paris;Paris, quai des Augustins, n. 33;Brunot-Labbe;Paris;Selligue;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;78;215;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres choisies de Lebrun. Deuxième édition;Lebrun;;;;;15 8/9;;572;2;in-18;;;;;;;;;;;;;;;;;;Decourchant;Paris;Paris, rue des Grands-Augustins, n. 22;Randuel;;;;;;;;;;;;;;;;;;;;
1828/01/05;1;1828;79;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Boileau Despréaux, précédées d'une Notice sur sa vie par M. Daunou. Tome I.;Boileau Despréaux;;;;M. Daunou;26 1/2;;424;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;Le faux-titre porte : Collection des meilleurs ouvrages de la langue française en vers et en prose.;;;
1828/01/05;1;1828;80;238;BELLES-LETTRES;Polygraphes;Français;"Oeuvres complètes de Buffon, mises en ordre, et précédées d'une notice historique, par M. A. Richard, professeur agrégé à la faculté de médecine de Paris ; suivies de deux volumes sur les progrès des sciences physiques et naturelles, depuis la mort de Buffon. Par M. le baron Cuvier (Tome XI.) Histoire des animaux";Buffon;;"Contexte géographique;Enseignement;Santé";;M. A Richard, professeur agrégé à la faculté de médecine de Paris;31 1/2;;504;;in-8°;;un atlas in-8° de 6 planches;6;;3,50;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;Paris;Delangle;;;;;;;;;;;;;;;Prix de chaque volume : 3-50. Chaque cahier de planches en noir : 2-0. Colorié : 5-0. XXIVe livraisons de l'édition annoncée en vingt-huit volumes.;;;
1828/01/05;1;1828;81;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de J. Fenimore Cooper. Traduction nouvelle. Tomes XIX, XX, et XXI;J. Fenimore Cooper;;;;;19 4/9;;700;3;in-18;;un atlas de trois titres gravés (avec vignettes à sujets) et une carte;4;;12,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Ch. Gosselin;Paris;Mame et Delaunay-Vallée;Paris;Sautelet;;;;;;;;;;;;;"IIIe livraison de l'édition qui formera 24 volumes in-18, et paraîtra par livraison de trois volumes de mois en mois. Chaque volume sera accompagné d'un titre gravé avec une vignette à sujet; et chaque livraison, d'une carte géographique. Les titres et cartes de chaque livraison seront délivrés en forme d'atlas. Prix de chaque livraison : 12-0";;;
1828/01/05;1;1828;82;232;BELLES-LETTRES;Romans et Contes;Français;Oeuvres complètes de Lord Byron. Sixième édition, entièrement revue et corrigée, précédée d'un Essai sur le génie et le caractère de lord Byron par M. Amédée Pichot, et d'une Notice préliminaire par M. Charles Nodier. ( Tomes II, IV et XI );Lord Byron;;Noblesse;;;24;;864;3;in-18;;;;;;;;;;;;;;;;;;Doyen;Paris;Paris, quai Voltaire, n. 23;Ladvocat;Paris;Delangle;;;;;;;;;;;;;;;L'édition aura 20 volumes.;;;
1828/01/05;1;1828;83;231;BELLES-LETTRES;Romans et Contes;Français;Oeuvres complètes de Sir Walter Scott. Tomes LXXI à LXXIII;Sir Walter Scott;;Noblesse;;;16 8/9;;608;3;in-18;;un atlas contenant deux frontispices, deux planches et un plan;5;;12,0;;;;;;;;;;;;;Fournier;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Ch. Gosselin;Paris;Sautelet;;;;;;;;;;;;;;;Ces trois volumes contiennent les Chroniques de Canongate. Ils forment la XXe livraison de l'édition annoncée en 71 volumes alors que l'auteur n'avait pas encore donné tous les ouvrages publiés aujourd'hui.;;;
1828/01/05;1;1828;84;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire (en un seul volume in-8°). 65 et 66 livraisons;Voltaire;Pseudonyme;;;;;;;;in-8°;;;;;2;;;;;;;;;;;;;J. Didot aîné;Paris;Paris, rue du Pont-de-Lodi;;Paris;Dufour et compagnie;Paris;Baudouin frères;;;;;;;;;;;;;"65e et 66e livraisons, en un seul cahier in-8°, ensemble de 20 demi-feuilles. Prix de chaque livraison : 2-0. Ces livraisons contiennent la fin du Siècle de Louis XIV, le Supplément, le Précis du Siècle de Louis XV, etc., et une partie de l'Histoire de Charles XII. L'édition avait d'abord été annoncée en 70 livraisons, maintenant on lit sur la couverture : ""Le volume entier se composera d'environ 80 livraisons qui paraîtront, nous en prenons l'engagement formel, tous les 15 jours."" L'engagement formel porte, comme on voit, sur l'exactitude dans la publication tous les quinze jours.";;;
1828/01/05;1;1828;85;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres de Voltaire. (Tome XXIV) Histoire de Charles XII, roi de Suède;Voltaire;Pseudonyme;;;;16 5/6;;404;;in-12;;;;;2;;;;;;;;;;;;;Cosson;Paris;Paris, rue de l'Observance, n. 10;Garnery;;;;;;;;;;;;;;;;;XXIIIe et XIVe livraison de l'édition annoncée en 75 volumes.;Le commentaire du bibliographe porte sur l'ensemble des deux ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;85;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres de Voltaire. (Tome XXV) Histoire de l'empire de Russie sous Pierre-le-Grand;Voltaire;Pseudonyme;;;;20 1/3;;488;;in-12;;;;;2;;;;;;;;;;;;;Cosson;Paris;Paris, rue de l'Observance, n. 10;Garnery;;;;;;;;;;;;;;;;;XXIIIe et XXIVe livraison de l'édition annoncée en 75 volumes.;Le commentaire du bibliographe porte sur l'ensemble des deux ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;86;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition (tome XXIII). Essai sur les mœurs, tome IV;Voltaire;Pseudonyme;;;;31;;496;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Les mots deuxième, troisième, quatrième, cinquième éditions indiquent que ce sont les 2e, 3e, 4e, et 5e éditions (ou tirages) publiées par MM. Baudouin frères. Ces éditions 2e, 3e, 4e, et 5e sont imprimées chez M. Rignoux, avec les caractères de M. F. Didot. La première édition est imprimée chez M. J. Didot aîné sur les mêmes formes que le Voltaire de M. Delangle (ci-devant de M. Dalibon) mais sur papier différent. Dans cette première édition le 1er volume (le seul qui ait été publié) de l'Essai sur les mœurs, contient un Avertissement en dix-huit pages et des Notes qui ne sont ni dans la 2e, ni dans la 3e, ni dans la 4e, ni dans la cinquième éditions. Le volume annoncé aujourd'hui forme la 48e livraison de la 2e édition ; la 47e de la 3e ; la 42e de la 4e ; et la 12e de la 5e édition, toutes promises en 75 volumes. Ce volume ne vient que jusques et compris le chapitre 175 de l'Essai sur les mœurs. L'Essai sur les mœurs ne forme que quatre volumes dans l'édition de M. Lequien qui a 69 volumes.";Le commentaire du bibliographe porte sur l'ensemble des quatre ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;86;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Troisième édition (tome XXIII). Essai sur les mœurs, tome IV;Voltaire;Pseudonyme;;;;31;;496;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Les mots deuxième, troisième, quatrième, cinquième éditions indiquent que ce sont les 2e, 3e, 4e, et 5e éditions (ou tirages ) publiées par MM. Baudouin frères. Ces éditions 2e, 3e, 4e, et 5e sont imprimées chez M. Rignoux, avec les caractères de M. F. Didot. La première édition est imprimée chez M. J. Didot aîné sur les mêmes formes que le Voltaire de M. Delangle ( ci-devant de M. Dalibon) mais sur papier différent. Dans cette première édition le 1er volume ( le seul qui ait été publié) de l'Essai sur les mœurs, contient un Avertissement en dix-huit pages et des Notes qui ne sont ni dans la 2e, ni dans la 3e, ni dans la 4e, ni dans la cinquième éditions. Le volume annoncé aujourd'hui forme la 48e livraison de la 2e édition ; la 47e de la 3e ; la 42e de la 4e ; et la 12e de la 5e édition, toutes promises en 75 volumes. Ce volume ne vient que jusques et compris le chapitre 175 de l'Essai sur les mœurs. L'Essai sur les mœurs ne forme que quatre volumes dans l'édition de M. Lequien qui a 69 volumes.";Le commentaire du bibliographe porte sur l'ensemble des quatre ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;86;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Quatrième édition (tome XXIII). Essai sur les mœurs, tome IV;Voltaire;Pseudonyme;;;;31;;496;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Les mots deuxième, troisième, quatrième, cinquième éditions indiquent que ce sont les 2e, 3e, 4e, et 5e éditions (ou tirages ) publiées par MM. Baudouin frères. Ces éditions 2e, 3e, 4e, et 5e sont imprimées chez M. Rignoux, avec les caractères de M. F. Didot. La première édition est imprimée chez M. J. Didot aîné sur les mêmes formes que le Voltaire de M. Delangle ( ci-devant de M. Dalibon) mais sur papier différent. Dans cette première édition le 1er volume ( le seul qui ait été publié) de l'Essai sur les mœurs, contient un Avertissement en dix-huit pages et des Notes qui ne sont ni dans la 2e, ni dans la 3e, ni dans la 4e, ni dans la cinquième éditions. Le volume annoncé aujourd'hui forme la 48e livraison de la 2e édition ; la 47e de la 3e ; la 42e de la 4e ; et la 12e de la 5e édition, toutes promises en 75 volumes. Ce volume ne vient que jusques et compris le chapitre 175 de l'Essai sur les mœurs. L'Essai sur les mœurs ne forme que quatre volumes dans l'édition de M. Lequien qui a 69 volumes.";Le commentaire du bibliographe porte sur l'ensemble des quatre ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;86;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Cinquième édition (tome XXIII). Essai sur les mœurs, tome IV;Voltaire;Pseudonyme;;;;31;;496;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Les mots deuxième, troisième, quatrième, cinquième éditions indiquent que ce sont les 2e, 3e, 4e, et 5e éditions (ou tirages ) publiées par MM. Baudouin frères. Ces éditions 2e, 3e, 4e, et 5e sont imprimées chez M. Rignoux, avec les caractères de M. F. Didot. La première édition est imprimée chez M. J. Didot aîné sur les mêmes formes que le Voltaire de M. Delangle ( ci-devant de M. Dalibon) mais sur papier différent. Dans cette première édition le 1er volume ( le seul qui ait été publié) de l'Essai sur les mœurs, contient un Avertissement en dix-huit pages et des Notes qui ne sont ni dans la 2e, ni dans la 3e, ni dans la 4e, ni dans la cinquième éditions. Le volume annoncé aujourd'hui forme la 48e livraison de la 2e édition ; la 47e de la 3e ; la 42e de la 4e ; et la 12e de la 5e édition, toutes promises en 75 volumes. Ce volume ne vient que jusques et compris le chapitre 175 de l'Essai sur les mœurs. L'Essai sur les mœurs ne forme que quatre volumes dans l'édition de M. Lequien qui a 69 volumes.";Le commentaire du bibliographe porte sur l'ensemble des quatre ouvrages annoncés sous ce numéro (JBM).;;
1828/01/05;1;1828;87;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition (Tome LXV). Correspondance générale, tome IV;Voltaire;Pseudonyme;;;;36 1/4;;580;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Prix de chaque volume : 3-50. Ce volume forme la 49e livraison de la 2e édition ; la 48e de la 3e ; la 43e de la 4e ; la 13e de la cinquième. (Voyez ci-dessus n. 86.) Il contient la Correspondance générale du 8 janvier 1752 au 30 décembre 1756 ; c'est-à-dire la fin du volume LIXe de l'édition Lequien, depuis la page 92, et les 222 premières pages du tome LX de l'édition Lequien.";;;
1828/01/05;1;1828;87;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Troisième édition (Tome LXV). Correspondance générale, tome IV;Voltaire;Pseudonyme;;;;36 1/4;;580;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Prix de chaque volume : 3-50. Ce volume forme la 49e livraison de la 2e édition ; la 48e de la 3e ; la 43e de la 4e ; la 13e de la cinquième. (Voyez ci-dessus n. 86.) Il contient la Correspondance générale du 8 janvier 1752 au 30 décembre 1756 ; c'est-à-dire la fin du volume LIXe de l'édition Lequien, depuis la page 92, et les 222 premières pages du tome LX de l'édition Lequien.";;;
1828/01/05;1;1828;87;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Quatrième édition (Tome LXV). Correspondance générale, tome IV;Voltaire;Pseudonyme;;;;36 1/4;;580;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Prix de chaque volume : 3-50. Ce volume forme la 49e livraison de la 2e édition ; la 48e de la 3e ; la 43e de la 4e ; la 13e de la cinquième. (Voyez ci-dessus n. 86.) Il contient la Correspondance générale du 8 janvier 1752 au 30 décembre 1756 ; c'est-à-dire la fin du volume LIXe de l'édition Lequien, depuis la page 92, et les 222 premières pages du tome LX de l'édition Lequien.";;;
1828/01/05;1;1828;87;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Cinquième édition (Tome LXV). Correspondance générale, tome IV;Voltaire;Pseudonyme;;;;36 1/4;;580;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"Prix de chaque volume : 3-50. Ce volume forme la 49e livraison de la 2e édition ; la 48e de la 3e ; la 43e de la 4e ; la 13e de la cinquième. (Voyez ci-dessus n. 86.) Il contient la Correspondance générale du 8 janvier 1752 au 30 décembre 1756 ; c'est-à-dire la fin du volume LIXe de l'édition Lequien, depuis la page 92, et les 222 premières pages du tome LX de l'édition Lequien.";;;
1828/01/05;1;1828;88;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire. (Tome XXIV) Siècle de Louis XIV, tome III et (Tome XLII) Dialogues;Voltaire;Pseudonyme;;;;26 1/3;;948;2;in-18;;;;;4,0;;;;;;;;;;;;;Carez;Toul;Paris, rue de Seine, n. 21;Fortic;;;;;;;;;;;;;;;;;XIIIe livraison de l'édition annoncée en 75 volumes in-18.;;;
1828/01/05;1;1828;89;"238;213";BELLES-LETTRES;"Rhétorique et Eloquence;Polygraphes";Français;"Oraisons funèbres de Fléchier, suivies de celles de Turenne par Mascaron ; du prince de Condé par Bourdaloue ; et de Louis XIV par Massillon. Tome second";"Fléchier;Mascaron;Bourdaloue;Massillon";Compilation;;;;2 1/6;;208;;in-48;;;;;2,0;;;;;;;;;;;;;J. Didot aîné;Paris;Paris, rue du Paon, n. 1;Dufour et compagnie;;;;;;;;;;;;;;;;;Le faux-titre porte : Classiques en miniature.;;;
1828/01/05;1;1828;90;225;BELLES-LETTRES;Théâtre;Français;"Parga, ou le Brûlot, mélodrame en trois actes, à spectacle ; représenté sur le théâtre de la Porte-St.-Martin le 15 décembre 1827";"M. Carmouche;M. Poujol";Collectif;;;;3;;48;;in-8°;;;;;1,50;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart St-Martin, n. 18;Quoy;;;;;;;;;;;;;;;;;;;;
