Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1822;1;1822/01/05;20;194;BELLES-LETTRES;Théâtre;Français;Le Théâtre des Grecs. Seconde édition, complète, revue, corrigée et augmentée de la traduction d'un choix de fragmens des poètes grecs, tragiques et comiques. Par M. Raoul-Rochette, membre de l'Institut de France. Tomes VII et IX;"le père Brumoy;poètes grecs, tragiques et comiques";Compilation;"Métiers du livre;Contexte géographique;Sociétés savantes";M. Raoul-Rochette, membre de l'Institut de France;M. Raoul-Rochette, membre de l'Institut de France;57 1/4;;916;2;in-8°;;;;;5;;;;;;;;;;;;;C. J. Trouvé;Paris;Paris;Mme veuve Cussac;;;;;;;;;;;;;;;;;Prix du volume : 5-0;;
1822;1;1822/01/05;21;188;BELLES-LETTRES;Poétique et Poésie;Français;Essai de poésies religieuses;M. H. M…;Anonyme;;;;5 1/2;;132;1;In-12;;;;;1,5;;;;papier vélin;4;;;;;;;;Didot aîné;Paris;Paris;Ant.-Augustin Renouard;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;22;198;BELLES-LETTRES;Théâtre;Français;"Les Paratonnerres, ou les Bulles de savon, comédie en un acte et en prose; représentée sur le théâtre de la Porte-Saint-Martin le 21 novembre 1821";"M. B. d'Aubigny;M. Boirie";Collectif;;;;2 1/4;;36;1;In-8°;;;;;;;;;;;;;;;;;;Lanoë;Paris;Paris;Fages;Paris;Quoy;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;23;205;BELLES-LETTRES;Romans et Contes;Français;La Famille de Montorio, ou la Fatale Vengeance. Traduit librement de l'anglais par Jean Cohen, ancien censeur royal, auteur de Jacqueline de Bavière, etc.;M. Maturin, auteur de Melmoth, ou l'Homme errant;;"Métiers du livre;Administration";Jean Cohen, ancien censeur royal, auteur de Jacqueline de Bavière, etc.;;47;;1128;5;In-12;;;;;13;;;;;;;;;;;;;Egron;Paris;Paris;G.-C. Hubert;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;24;203;BELLES-LETTRES;Romans et Contes;Français;Les Rois de Bois. Utopie traduite de l'anglais de I do not know whom, par je ne sais qui;I do not know whom;Pseudonyme;;je ne sais qui;;1;;16;1;In-8°;;;;;1;;;;;;;;;;;;;Hardy;Paris;Paris;les marchands de nouveautés;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;43;209;BELLES-LETTRES;Philologie, Mélanges, Critique, etc.;Français;Réclamation adressée à S. Exc. Mgr Delavau, préfet de police;Modeste Agnès, patentée, exerçant au Palais-Royal;Nom féminin;"Autres;Contexte géographique";;;0 3/4;;12;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Scherff;Paris;Paris;les marchands de nouveautés;;;;;;;;;;;;;;;;;;"""Patentée"" désigne une catégorie de prostituée (JBM).";
1822;1;1822/01/05;48;182;BELLES-LETTRES;Langues;Français;Principes de la langue latine. Ouvrage adopté par le conseil royal de l'instruction publique, etc. Par E. F. C. H. Pelletier. (Prospectus);;Anonyme;;;;0 1/4;;4;1;In-8°;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris, rue du Petit-Vaugirard, n. 5;chez l'auteur;Paris;Mme Nyon;Paris;Nicolle;;;;;;;;;;;;;L'ouvrage paraît et a été annoncé sous le num. 2347 de 1821.;;
1822;1;1822/01/05;49;182;BELLES-LETTRES;Langues;Français;Lexique Français-Grec, avec le mot latin. Par M. F. L. Lécluse (Prospectus);;Anonyme;;;;0 1/4;;4;1;In-8°;;;;;;;;;;;;;;;;;;Auguste Delalain;Paris;Paris;Auguste Delalain;;;;;;;;;;;;;;;;;Cet ouvrage formera un volume in-octavo de 600 pages environ, et paraîtra dans le courant de 1822.;;
1822;1;1822/01/05;50;185;BELLES-LETTRES;Rhétorique et Eloquence;Français;Eloge historique de Charles-Louis Dumas, conseiller ordinaire de l'Université, recteur de l'Académie de Montpellier, etc., lu dans la séance publique de la Société de médecine de Lyon, le 18 juin 1818;M. Parat;;;;;3;;24;1;In-4°;;;;;;;;;;;;;;;;;;Mme Huzard;Paris;;;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;51;209;BELLES-LETTRES;Philologie, Mélanges, Critique, etc.;Français;Esprit du roi Henri-le-Grand. Edition ornée du portrait de Jeanne d'Albret, offerte comme étrennes à S. A. R. le prince Henri, duc de Bordeaux. Par M. Paul Gervais;roi Henri-le-Grand;;Noblesse;;M. Paul Gervais;8;;192;1;In-12;;portrait de Jeanne d'Albert;1;;;;;;;;;;;;;;;Goetschy;Paris;Paris, rue Grange-aux-Belles, n. 1;chez l'auteur;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;62;208;BELLES-LETTRES;Philologie, Mélanges, Critique, etc.;Français;Les Travers des salons et des lieux publics. Caractères, portraits, anecdotes, faits bizarres, où l'on reconnaîtra d'innombrables originaux;Lejoyeux de Saint-Acre;;;;;10 1/2;;252;1;In-12;;une planche et un frontispice gravés;2;;;;;;;;;;;;;;;Lanoë;Paris;Paris, rue Montmartre, n. 144;chez l'éditeur;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;63;196;BELLES-LETTRES;Théâtre;Français;"Jocrisse paria, tragédie burlesque en un acte et en vers; représentée pour la 1e fois sur le théâtre de la Porte-Saint-Martin, le 26 décembre 1821";"M. Saint-Hilaire;M. Edmond";Collectif;;;;2;;32;1;In-8°;;;;;1;;;;;;;;;;;;;Hocquet;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;67;208;BELLES-LETTRES;Philologie, Mélanges, Critique, etc.;Français;Etrennes morales, suivies de la conversion d'un démagogue;M. Delacroix, chevalier de l'ordre royal de la Légion-d'Honneur, juge au tribunal de Versailles;;"Distinctions honorifiques;Justice;Contexte géographique";;;9;;144;1;In-8°;;;;;3;;;;;;;;;;;;;Dhautel;Paris;Paris;Arthus-Bertrand;;;;;;;;;;;;;;;;;;;
1822;1;1822/01/05;93;186;BELLES-LETTRES;Poétique et Poésie;"Français;Hébreu";Ode hébraïque sur la consécration du temple élevé par le consistoire israélite de Paris;le rabbi D. Drach;;Religion;;;0 1/2;;8;;In-8°;;;;;;;;;;;;;;;;;;Setier;Paris;;;;;;;;;;;;;;;;;;;Le texte hébreu est en regard.;;
1822;1;1822/01/05;95;186;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Les Métamorphoses d'Ovide, traduction nouvelle, avec le texte latin, suivie de l'explication des fables, de notes géographiques, historiques, mythologiques, critiques, etc., par M. G. T. Villenave, ornée de gravures d'après les dessins de MM. Lebarbier, Monsiau et Moreau. Tome IV, XXII livraison;Ovide;;;M. G. T. Villenave;"M. Lebarbier;M. Monsiau;M. Moreau;M. G. T. Villenave";10;;160;1;In-8°;;6 planches gravées;6;papier fin;8;;6 planches gravées;6;papier vélin;16;;;;;;;;Didot aîné;Paris;Paris, rue de la Monnaie, n. 26;chez l'éditeur;;;;;;;;;;;;;;;;;Voyez numéro 4105 de 1821.;;
1822;1;1822/01/05;96;210;BELLES-LETTRES;Polygraphes;Français;Oeuvres de G. Filangieri, traduites de l'italien. Nouvelle édition, accompagnée d'un commentaire par M. Benjamin-Constant, et de Eloge de Filangieri, par M. Salfi. Tomes I et II;G. Filangieri;;;;"M. Benjamin-Constant;M. Salfi";58;;928;2;in-8°;;;;;12;;;;;;;;;;;;;Didot aîné;Paris;Paris;P. Dufart;;;;;;;;;;;;;;;;;Cette édition formera six volumes qui paraîtront en trois livraisons de deux en deux mois. Prix de chaque volume pour les souscripteurs : 6-0. Le commentaire formera séparément un volume in-8° (sans doute un septième) qui paraîtra par cahiers avec chaque livraison (V. n. 211).;;
1822;2;1822/01/12;97;211;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de C. F. Volney, mises en ordre et précédées de la vie de l'auteur. Tomes III et VIII. ;C. F. Volney, comte et pair de France, membre de l'Académie française, honoraire de la Société asiatique séante à Calcutta;;"Noblesse;Politique;Contexte géographique;Sociétés savantes";;;63 1/2;;1016;2;In-8°;;5 planches, 2 cartes, 15 tableaux;22;;14;;5 planches, 2 cartes, 15 tableaux;22;papier vélin;28;;;;;;;;L. T. Cellot;Paris;Paris;Bossange frères;;;;;;;;;;;;;;;;;"""Prix pour les souscripteurs."" Avec ces deux volumes, qui forment la quatrième et dernière livraison, se distribue le portrait de l'auteur, qui doit être mis en tête du premier volume. Le tome III contient l'état politique de la Syrie (suite et fin du voyage en Egypte et en Syrie), Considérations sur la guerre des Turcs. Le tome VIII contient l'Alfabet européen appliqué aux langues asiatiques, Simplification des langues orientales, et l'Hébreu simplifié par la méthode analytique.";;
1822;2;1822/01/12;99;200;BELLES-LETTRES;Théâtre;Français;Oeuvres de Shakspeare, traduites de l'anglais par Letourneur. Nouvelle édition, corrigée et augmentée des commentaires de Voltaire et de Laharpe. Tome I et II;Shakspeare;Pseudonyme;;Letourneur;"Voltaire;Laharpe";28 7/9;;1036;2;in-18;;;;;4;;;;;;;;;;;;;Warin-Thierry;Epernay;Paris;Brissot-Thivars;;;;;;;;;;;;;;;;;"Les faux-titres portent : Répertoire des théâtres étrangers. Tomes I et II. Le Répertoire des théâtres étrangers sera composé de soixante-douze volumes in-18 ; savoir vingt pour le théâtre anglais (dont douze pour Shakspeare) ; vingt pour le théâtre allemand ; douze pour le théâtre espagnol ; douze pour le théâtre italien ; et huit pour le théâtre russe. Chaque volume coûte aux souscripteurs 2-0.";Prix pour les souscripteurs (JBM).;
1822;2;1822/01/12;100;211;BELLES-LETTRES;Polygraphes;Français;Voltaire. Tome XXX. Politique et législation, tome 1er. Edition Touquet;Voltaire;Pseudonyme;;;;31 1/2;;756;1;In-12;;;;;;;;;;;;;;;;;;Laurens aîné;Paris;Paris, rue de la Huchette, n. 18;chez l'éditeur;;;;;;;;;;;;;;;;;"Ce volume est le 43e dans l'ordre de publication; il est daté du 30 décembre 1821. Avec ce volume a été distribuée la septième livraison du Voltaire du Commerce (en soixante-quinze volumes) composée des tomes II, XXIX, XXXIV, XLVI et LXX.";;
1822;2;1822/01/12;101;211;BELLES-LETTRES;Polygraphes;Français;Oeuvres Complètes de Voltaire. Nouvelle édition. Tomes VIII, XXXII, XXXVII et LII. ;Voltaire;Pseudonyme;;;;69 1/3;;2496;4;In-18;;;;;8;;;;;;;;;;;;;Carez;Toul;Paris;Thomine et Fortic;;;;;;;;;;;;;;;;;Ces 4 volumes forment la dixième livraison de l'édition en 60 volumes in-18. Le tome VIII est le VIIe du théâtre. Le tome XXXII contient les dialogues. Le tome XXXVII est le Ve du Dict. philosophique. Le tome LII est le VIIIe de la correspondance générale.;;
1822;2;1822/01/12;102;211;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire. Tome XLV. Correspondance générale, II°;Voltaire;Pseudonyme;;;;20 1/3;;488;1;In-12;;;;;;;;;;;;;;;;;;Plassan;Paris;Paris;Mme veuve Perronneau;Paris;Cérioux aîné;;;;;;;;;;;;;;;Contient la correspondance générale de janvier 1736 à la fin de 1739.;;
1822;2;1822/01/12;103;199;BELLES-LETTRES;Théâtre;Français;"Proverbes Dramatiques de Carmontelle, précédés de la vie de Carmontelle, d'une dissertation historique et morale sur les proverbes, et suivis d'une table explicative de l'origine et du sens des proverbes contenus dans l'ouvrage, de leur concordance avec les adages latins, espagnols et italiens qui présentent le même sens moral, de réflexions et d'anecdotes analogues au sujet. Par M. C. de Mery, chevalier de la Légion-d'Honneur. Nouvelle édition; tome Ier";Carmontelle;;Distinctions honorifiques;;M. C. de Mery, chevalier de la Légion-d'Honneur;30;;480;1;In-8°;;;;;6;;;;;;;;;;;;;Plassan;Paris;Paris;Delongchamps;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;104;196;BELLES-LETTRES;Théâtre;Français;"Les Deux Gendres, comédie en cinq actes et en vers; représentée sur le Théâtre-Français, le 11 août 1810. Suivie du discours de réception de l'auteur à l'Institut. Neuvième édition";M. Etienne;;;;;8;;128;1;In-8°;;;;;3;;;;;;;;;;;;;le Normant;Paris;Paris;Amyot;;;;;;;;;;;;;;;;;Ne contient point la préface ni la réponse de Fontanes au discours de réception.;;
1822;2;1822/01/12;105;197;BELLES-LETTRES;Théâtre;Français;"Joconde, ou les Coureurs d'aventures, opéra-comique en trois actes; par M. Etienne, musique de Nicolo, de Malte. Représenté, le 28 février 1814, sur le théâtre de l'Opéra-Comique. Neuvième édition";M. Etienne;;Contexte géographique;;Nicolo, de Malte;6;;96;1;In-8°;;;;;2;;;;;;;;;;;;;le Normant;Paris;Paris;Amyot;;;;;;;;;;;;;;;;;(1821.);;
1822;2;1822/01/12;108;203;BELLES-LETTRES;Romans et Contes;Français;Julia Sévéra, ou l'An 492;J. C. L. Sismonde de Sismondi, auteur de l'Histoire des Français, etc.;;Métiers du livre;;;30 1/2;;732;3;In-12;;;;;7,5;;;;;;;;;;;;;Herhan;Paris;Paris;Treuttel et Wurtz;Strasbourg;Treuttel et Wurtz;Londres;Treuttel et Wurtz;;;;;;;;;;;;;;;
1822;2;1822/01/12;109;198;BELLES-LETTRES;Théâtre;Français;"Frank, ou l'Homme de la montagne; drame en trois actes et en prose ; représenté, pour la première fois, à Paris, sur le théâtre de la Porte Saint-Martin, le 20 décembre 1821";M. Rigaud;;;;;3 1/2;;56;1;In-8°;;;;;1,5;;;;;;;;;;;;;Nouzou;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;110;182;BELLES-LETTRES;Langues;Français;Principes de grammaire générale, mis à la portée des enfants, et propres à servir d'introduction à l'étude de toutes les langues. Quatrième édition, revue et corrigée;A. J. Sylvestre de Sacy, membre du conseil royal de l'instruction publique, etc.;;"Enseignement;Administration";;;14;;336;1;In-12;;;;;2,5;;;;;;;;;;;;;Belin;Paris;Paris;A. Belin;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;114;191;BELLES-LETTRES;Poétique et Poésie;Français;"Ode à MM. Parizet, Bally, François, Mazet; dédiée à Mme Parizet";Paul Gentil, docteur en médecine de la faculté de Paris;;"Santé;Université;Contexte géographique";;;0 1/2;;8;1;In-8°;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Brissot-Thivars;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;115;193;BELLES-LETTRES;Poétique et Poésie;Français;Chansons de M. A. T.;M. A. T.;Anonyme;;;;2 1/3;;84;1;In-18;;;;;;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;116;189;BELLES-LETTRES;Poétique et Poésie;Français;Nouveau Casse-tête, ou Amusement de société;;Anonyme;;;;0 2/3;;16;1;In-12;;;;;;;;;;;;;;;;;;Mellinet-Mallassis;Nantes;;;;;;;;;;;;;;;;;;;En vers.;;
1822;2;1822/01/12;117;207;BELLES-LETTRES;Philologie, Mélanges, Critique, etc.;Français;Quelques remarques sur une pièce qui a pour titre : Le bonheur que procure l'étude;;Anonyme;;;;0 1/2;;4;;in-4°;;;;;;;;;;;;;;;;;;Leclercq;Mont-de-Marsan;;;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;118;189;BELLES-LETTRES;Poétique et Poésie;Français;Vers adressés à MM. les élèves de l'école spéciale de commerce sous la direction de M. A. Brodart, le 31 décembre 1821;M. Pascal Petitbon, l'un des censeurs de l'école;;Enseignement;;;1;;8;;in-4°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;119;193;BELLES-LETTRES;Poétique et Poésie;Français;Offrande aux Muses. Recueil lyrique. IVe année.;;Anonyme;;;;5;;180;;in-18;;un frontispice gravé;1;;1,0;;;;;;;;;;;;;Tiger;Paris;Paris;Tiger;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;126;210;BELLES-LETTRES;Polygraphes;Français;Oeuvres de Bossuet, évéque de Meaux. Nouv. édition. Avent. Tome V.;Bossuet, évéque de Meaux;;"Religion;Contexte géographique";;;41 3/4;;668;;in-8°;;;;;;;;;;;;;;;;;;Gueffier;Paris;Paris;Beaucé;;;;;;;;;;;;;;;;;(1821.);;
1822;2;1822/01/12;133;201;BELLES-LETTRES;Romans et Contes;Français;Adélaïde de Witsbury, ou la pieuse Pensionnaire, avec sa retraite spirituelle de huit jours.;R. P. Michel-Ange Marin, religieux minime;;Religion;;;18 1/2;;444;;in-12;;;;;;;;;;;;;;;;;;L. Boget;Paris;Lyon;Boget;;;;;;;;;;;;;;;;;(1821.);;
1822;2;1822/01/12;134;211;BELLES-LETTRES;Polygraphes;Français;"Collection des meilleurs écrivains en prose de la Grande-Bretagne, publiée et collationnée sur les meilleures éditions; avec des préfaces critiques et biographiques, par sir John Byerley. (Prospectus).";;Anonyme;;;;0 1/8;;8;;In-32;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Gît-le-Cœur, n. 4;Malepeyre;;;;;;;;;;;;;;;;;(1821.) L'ouvrage aura 36 volumes in-32, avec portraits, qui paraîtront par livraisons de deux volumes de mois en mois. Le prix du volume est de 3-0. Et des plus gros : 3-50.;;
1822;2;1822/01/12;144;201;BELLES-LETTRES;Romans et Contes;Français;Les Incas, ou la destruction de l'empire du Pérou;Marmontel;;;;;3 7/8;;248;2;In-32;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Bossange et compagnie;;;;;;;;;;;;;;;;;(1821.);;
1822;2;1822/01/12;147;202;BELLES-LETTRES;Romans et Contes;Français;Pauline de Sombreuse;Mlle de Senancour;Nom féminin;Célibataire;;;57 1/4;;1374;4;In-12;;;;;;;;;;;;;;;;;;L. P. Glaçon;Mortagne;Paris, rue des Quatre-Fils, n. 16;à la librairie rue des Quatre-Fils, n. 16;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;148;202;BELLES-LETTRES;Romans et Contes;Français;Pascaline;Mme L. d'E***, auteur d'Alphonse et Mathilde;Anonyme féminin;"Épouse;Métiers du livre";;;22 1/2;;540;2;In-12;;;;;5;;;;;;;;;;;;;Denugon;Paris;Paris;Villet;;;;;;;;;;;;;;;;;(1821.);;
1822;2;1822/01/12;155;200;BELLES-LETTRES;Théâtre;Français;"Oeuvres complètes de Shakspeare, traduites de l'anglais par Letourneur. Nouvelle édition, revue et corrigée par F. Guizot et A. P., traducteur de lord Byron; précédée d'une notice biographique et littéraire sur Shakspeare, par F. Guizot. Tome XI";Shakspeare;Anonyme;Métiers du livre;"Letourneur;F. Guizot;A. P., traducteur de lord Byron";F. Guizot;31 1/2;;504;1;In-8°;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Ladvocat;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;156;197;BELLES-LETTRES;Théâtre;Français;Philibert Marié, comédie-vaudeville en un acte, de MM. Moreau et Scribe, représentée sur le théâtre du Gymnase Dramatique, le 26 décembre 1821.;"M. Moreau;M. Scribe";Collectif;;;;2 1/4;;36;;in-8°;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Fages;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;157;196;BELLES-LETTRES;Théâtre;Français;Le Gueux, ou la parodie du Paria, tragédie burlesque en cinq actes et en vers, avec de vieux choeurs et des ponts-neufs, représentée sur le théâtre du Vaudeville, le 29 décembre 1821;"M. Théaulon;M. Dartois;M. Ferdinand";"Collectif;Pseudonyme masculin";;;;3;;48;1;In-8°;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Barba;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;168;182;BELLES-LETTRES;Langues;Français;Discours sur l'étude fondamentale des langues, lu à l'Académie russe, dans la séance du 18 juin 1821, par le conseiller de cour Goulianoff, membre de l'Académie, etc., et traduit par le même;le conseiller de cour Goulianoff, membre de l'Académie, etc.;;"Politique;Sociétés savantes";le conseiller de cour Goulianoff, membre de l'Académie, etc.;;2 3/4;;44;1;In-8°;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Dufart;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;170;202;BELLES-LETTRES;Romans et Contes;Français;Petits Romans, nouvelles et contes, ou Veillées d'une solitaire de la Chaussée-d'Antin. Deuxième édition.;Mme M.... d'Avot, auteur des lettres sur l'Angleterre;Nom féminin;"Épouse;Métiers du livre";;;20 1/2;;492;2;In-12;;;;;;;;;;;;;;;;;;C. Ballard;Paris;Paris, boulevart Montmartre, n. 23;librairie ancienne et nouvelle;;;;;;;;;;;;;;;;;Le frontispice du 1er vol. est collé sur onglet;;
1822;2;1822/01/12;173;195;BELLES-LETTRES;Théâtre;Français;Les Jeux floraux, opéra en trois actes, représenté pour la première fois sur le théâtre de l'Académie royale de musique, le 16 novembre 1818. Paroles de J.-N. Bouilly, musique de Léopold Aimon, ballets de MM. Gardel et Milon;J.-N. Bouilly;Collectif;;;"Léopold Aimon;M. Gardel;M. Milo";4;;64;1;In-8°;;;;;;;;;;;;;;;;;;Richomme;;;;;;;;;;;;;;;;;;;;;;
1822;2;1822/01/12;174;191;BELLES-LETTRES;Poétique et Poésie;Français;Ode aux princes chrétiens sur la prise de Tripoliza par les Grecs, le 5 octobre 1821;Alphonse Dupré;;;;;1 1/2;;12;1;In-4°;;;;;1,5;;;;;;;;;;;;;Boucher;Paris;Paris;Boucher;;;;;;;;;;;;;;;;;Signé, Alphonse Dupré;;
1822;2;1822/01/12;175;192;BELLES-LETTRES;Poétique et Poésie;Français;Etrennes lyriques aux dames du Mans;;Anonyme;;;;5;;180;;in-18;;;;;2,0;;;;;;;;;;;;;Fleuriot;Le Mans;Le Mans;Fleuriot;;;;;;;;;;;;;;;;;;;
