Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;n° de notice
1833/01/12;2;1833;243;227;BELLES-LETTRES;Romans et Contes;Anglais;Chronicles of the Canongate : Saint Valentine's day, or the fair maid of Perth.;;Anonyme;;;;32 1/4;;516;;in-8°;;;;;5,0;;;;;;;;;;;;;Smith;Paris;Paris;Baudry;;;;;;;;;;;;;;;;;Le faux-titre porte : Collection of ancient and modern British novels and romances. Vol. XXXVII.;;;
1833/01/12;2;1833;245;216;BELLES-LETTRES;Poétique et Poésie;Italien;Pochi versi di un italiano.;un Italiano;Pseudonyme masculin;Contexte géographique;;;0 2/3;;24;;in-18;;;;;;;;;;;;;;;;;;Pihan Delaforest M.;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;253;231;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Agenda lyonnais pour l'année 1833.;;Anonyme;;;;12 3/4;;102;;in-4° oblong, format d'agenda;;;;;;;;;;;;;;;;;;Perrin;Lyon;Lyon;Perrin;Lyon;principaux libraires;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;264;"212;220";BELLES-LETTRES;"Théâtre;Poétique et Poésie";Français;"Anvers, ou la Prise de la citadelle. A-propos patriotique en deux actes, mêlé de couplets; représenté sur le théâtre de l'Ambigu-Comique le 5 janvier 1833.";M. de Cès Caupenne;;;;;2 1/4;;36;;in-8°;;;;;1,50;;;;;;;;;;;;;Lottin de St Germain;Paris;Paris, boulevart St-Martin, n. 12;Marchand;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;269;227;BELLES-LETTRES;Romans et Contes;Français;Brin d'amour et le petit homme rouge. Histoire orientale.;;Anonyme;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;278;228;BELLES-LETTRES;Romans et Contes;Français;Contes nouveaux.;M. Jules Janin;;;;;37;;888;4;in-12;;;;;;;;;;;;;;;;;;Pinard;Paris;Paris, rue Louis-le-Grand, n. 23;Alexandre Mesnier;Paris, Palais-Royal;Levavasseur;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;285;217;BELLES-LETTRES;Théâtre;Français;De la littérature dramatatique. Lettre à M. Victor-Hugo.;M. Alexandre Duval;;;;;3;;48;;in-8°;;;;;;;;;;;;;;;;;;le Normant;Paris;Paris, rue des Marais-Saint-Germain, n. 17;Dufey et Vézard;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;290;216;BELLES-LETTRES;Poétique et Poésie;Français;Deuxième Philippique. Au peuple.;N. Parfait;;;;;2;;32;;in-8°;;;;;1,50;;;;;;;;;;;;;Mie;Paris;Paris, rue St-Méry, hôtel Jabach;chez l'auteur;;;;;;;;;;;;;;;;;Voyez n. 5924 de 1832.;;;
1833/01/19;3;1833;294;222;BELLES-LETTRES;Romans et Contes;Français;Les Ecorcheurs, ou l'Usurpation et la peste. Fragmens historiques. 1418.;M. le vicomte d'Arlincourt;;Noblesse;;;41 1/2;;664;2;in-8°;;2 vignettes;2;;15,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue des Grands-Augustins, n. 22;Eugène Renduel;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;296;215;BELLES-LETTRES;Poétique et Poésie;Français;Epître à Caroline.;B. A. Rousca;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Goujon;St-Germain;St-Germain, rue Neuve-de-l'Eglise, n. 2;chez l'auteur;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;297;218;BELLES-LETTRES;Théâtre;Français;"La famille improvisée. Scènes épisodiques; représentées sur le théâtre national du Vaudeville le 5 juillet 1831. Deuxième édition.";"M. Dupeuty;M. Duvert;M. Brazier";Collectif;;;;3 1/4;;52;;in-8°;;;;;1,50;;;;;;;;;;;;;Duverger;Paris;Paris, au Palais-Royal;Barba;;;;;;;;;;;;;;;;;La première édition n'a pas les noms des auteurs : voyez n. 3404 de 1831.;;;
1833/01/19;3;1833;300;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La foudre d'adresses.;chevalier Descrivieux;;Noblesse;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Thuau;Paris;Paris, rue Richepanse, n. 1;;;;;;;;;;;;;;;;;;Signé : le chevalier Descrivieux.;;;
1833/01/19;3;1833;301;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La foudre d'étrennes.;chevalier Descrivieux;;Noblesse;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Thuau;Paris;Paris, rue Richepanse, n. 1;;;;;;;;;;;;;;;;;;Signé : le chevalier Descrivieux.;;;
1833/01/19;3;1833;302;204;BELLES-LETTRES;Introduction et Langues;Français;Grammaire française de l'abbé Gaultier, entièrement refondue et considérablement augmentée par de Blignières, Demoyencourt, Ducros de Sixt et Leclerc aîné, ses élèves. Deuxième édition.;abbé Gaultier;Collectif;"Religion;Liens familiaux;Enseignement";;"de Blignières, son élève;Demoyencourt, son élève;Ducros de Sixt, son élève;Leclerc aîné, son élève";8 3/4;;;;in-18;;;;;;;;;;;;;;;;;;P. Renouard;Paris;Paris, rue de Tournon, n. 6;J. Renouard;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;303;219;BELLES-LETTRES;Théâtre;Français;"Grillo, ou le Prince et le banquier. Comédie-vaudeville en deux actes; représentée sur le théâtre des Variétés le 22 décembre 1832.";"M. Léon Halevy;M. Ad. de Leuven;M. Jaime";Collectif;;;;2 1/2;;40;;in-8°;;;;;1,50;;;;;;;;;;;;;Duverger;Paris;Paris, au Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;304;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La guerre du marquis de Chabannes aux abus du pouvoir. Du timbre et du visa portant double cachet : De par la loi, j'entends, n'en déplaise à Gisquet, tirant de ses écarts une faible vengeance, dénommer ma chanson l'arrêt de sa démence. Chanson nouvelle, dédiée au peuple français. Par le marquis de Chabannes.;marquis de Chabannes;;Noblesse;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, place du Palais-Royal, n. 223;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;307;215;BELLES-LETTRES;Poétique et Poésie;Français;"Hommage à madame; suivi de la Vraie Française, romance.";un vieux Vendéen;Pseudonyme masculin;"Contexte géographique;Âge";;;0 3/4;;12;;in-8°;;;;;;;;;;;;;;;;;;Château;Angers;;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;308;222;BELLES-LETTRES;Romans et Contes;Français;Jeanne d'Arc, ou le Récit d'un preux chevalier. Chronique française du quinzième siècle.;M. Max. de M***;Anonyme masculin;;;;12 2/3;;304;;in-12;;;;;;;;;;;;;;;;;;Doyen;Paris;Paris, rue des Saints-Pères, n. 69;société des bons livres;;;;;;;;;;;;;;;;;En prose.;;;
1833/01/19;3;1833;309;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Les jongleries du juste-milieu démasquées. Chanson nouvelle. Dédiée à Louis-Philippe d'Orléans, proclamé roi des Français, le 7 août 1830, par 229 députés.;marquis de Chabannes;;Noblesse;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, place du Palais-Royal, n. 223;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;310;204;BELLES-LETTRES;Introduction et Langues;Français;Leçons méthodiques de grammaire française et d'orthographe, dite d'usage. Ouvrage destiné aux écoles primaires, etc.;M. Emile De La Cour;;;;;10;;240;;in-12;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris, rue des Mathurins-St-Jacques, n. 5;Delalain;Paris, Palais-Royal;Garnier;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;311;221;BELLES-LETTRES;Théâtre;Français;Louis XVI. Drame historique en cinq actes et en six tableaux.;Philippe Marnotte;;;;;6;;96;;in-8°;;;;;2,0;;;;;;;;;;;;;Mme Huzard;Paris;Paris, au Palais-Royal;Levavasseur;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;313;220;BELLES-LETTRES;Théâtre;Français;"Marie Rose, ou la Nuit de Noël. Drame en trois actes; représenté sur le théâtre de l'Ambigu-Comique le 24 décembre 1832.";"M. Saint-Amand;M. Armand;M. Adrien";"Collectif;Pseudonyme masculin";;;;4 1/4;;68;;in-8°;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart Saint-Martin, n. 29;Bezou;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;315;231;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Memento Weynen. Agenda de cabinet. Année 1833.;;Anonyme;;;;18;;576;;in-16° oblong;;;;;;;;;;;;;;;;;;Brun;Paris;Paris, rue Neuve-St-Marc, n. 10;Weynen;;;;;;;;;;;;;;;;;"Il y a deux jours par page ; et, à la suite, divers tableaux et renseignemens.";;;
1833/01/19;3;1833;317;227;BELLES-LETTRES;Romans et Contes;Français;"Mémoires d'un cadet de famille. Par Trelawney, compagnon et ami de lord Byron; traduit par Floran. Tome II.";Trelawney, compagnon et ami de lord Byron;;Autres;Floran;;26 1/4;;420;;in-8°;;;;;7,50;;;;;;;;;;;;;Locquin;Paris;Paris, Palais-Royal, n. 88;Dumont;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;318;214;BELLES-LETTRES;Poétique et Poésie;Français;Mes rêveries. 1er janvier 1833.;;Anonyme;;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Fournier;Paris;;;;;;;;;;;;;;;;;;;En vers.;;;
1833/01/19;3;1833;321;223;BELLES-LETTRES;Romans et Contes;Français;"Natalie. Par Mme de *** ; publié par N. A. de Salvandy.";Mme de ***;Anonyme féminin;Épouse;;N. A. de Salvandy;22 1/2;;360;;in-8°;;;;;7,50;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Mazarine, n. 34;Gustave Barba;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;322;223;BELLES-LETTRES;Romans et Contes;Français;Natalie reconnue, ou Voyage aux eaux de Charbonnière, près Lyon. Troisième édition.;;Anonyme;;;;3 1/2;;56;;in-8°;;;;;;;;;;;;;;;;;;Béthune;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;324;205;BELLES-LETTRES;Introduction et Langues;Français;Nouveau dictionnaire de poche de la langue française, rédigé d'après le dictionnaire de l'académie, et ceux de de Wailly, de Laveaux et de Boiste. Par un homme de lettres, et revu et corrigé par M. Jannet, professeur de rhétorique de l'université. Cinquième édition.;un homme de lettres;Pseudonyme masculin;"Enseignement;Université;Métiers du livre";;M. Jannet, professeur de rhétorique de l'université;15 4/9;;556;;in-18;;;;;;;;;;;;;;;;;;Gratiot;Paris;Paris;Thiériot;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;330;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres choisies de Maximilien Robespierre, avec une Notice historique et des notes. Par le citoyen Laponneraye. Quatrième livraison.;Maximilien Robespierre;;Autres;;citoyen Laponneraye;4;;64;;in-8°;;;;;0,50;;;;;;;;;;;;;Dezauche;Paris;Paris, faubourg St-Denis, n. 16;mère de Laponneraye;Paris;Rouanet;;;;;;;;;;;;;;;L'ouvrage aura 3 volumes, chaque volume 8 livraisons.;;;
1833/01/19;3;1833;332;231;BELLES-LETTRES;Polygraphes;Français;Oeuvres de M. Ballanche, de l'académie de Lyon. Tome III. (Deuxième partie.) Le Vieillard et le jeune homme : Camille Jordan : l'Homme sans nom. (Pages 181-360.) Tome 1. Première et deuxième parties. (Antigone, et fragmens.);M. Ballanche, de l'académie de Lyon;;"Contexte géographique;Sociétés savantes";;;15 7/9;;568;3;grand in-18;;;;;1,50;;;;;;;;;;;;;Jules Didot aîné;Paris;Paris, rue des Grands-Augustins, n. 18;bureau de l'Encyclopédie des connaissances usuelles;;;;;;;;;;;;;;;;;Trois cahiers grand in-18. Ce sont les 4e, 5e et 6e livraisons d'une édition in-18, dont les six premiers volumes conteindront les quatre volumes déjà publiés de l'édition in-8°. Les tomes V et VI de l'édition in-8° paraîtront dans le premier trimestre de 1833, et seront en même tems reproduits dans le format in-18. L'édition in-18 sera distribuée par livraison d'un demi-volume tous les samedis, à partir du 22 décembre 1832. Chaque livraison in-18 coûtera 1-50.;;;
1833/01/19;3;1833;333;232;BELLES-LETTRES;Polygraphes;Français;"Oeuvres de Voltaire, avec préfaces, avertissemens, notes, etc. Par M. Beuchot. Tomes LXI et LXII (Correspondance, tomes XI et XII) ; et tome XI (la Pucelle).";Voltaire;Pseudonyme;;;"M. Beuchot;M. J. Ravenel";99 1/2;;1592;3;in-8°;;;;;4,50;;;;grand papier dit cavalier vélin superfin;7,0;;;;très-grand papier jésus vélin superfin;15,0;;;F. Didot;Paris;Paris, rue de l'Eperon;Lefèvre;Paris;F. Didot;;;;;;;;;;;;;;;XIXe livraison (ou, dans l'ordre de publication, tomes LIII, LIV et LV) de l'édition annoncée en 70 volumes in-8°. Prix de chaque volume : 4,50. Grand papier dit cavalier vélin superfin : 7,0. Très-grand papier jésus vélin superfin : 15,0. Les exemplaires sur ces deux derniers papiers font partie de la Collection des classiques français. Les trois volumes nouveaux en sont les tomes 136, 137 et 86. Il a été tiré dix exemplaires du volume de la Pucelle sur papier cavalier vélin, avec ce titre : La Pucelle d'Orléans, poëme divisé en XXI chants, par Voltaire, avec une préface historique par M. Beuchot, des variantes nouvelles et des notes par M. J. Ravenel.;;;
1833/01/19;3;1833;339;210;BELLES-LETTRES;Poétique et Poésie;Français;Poésies d'Hippolyte Tampucci. Nouvelle édition, augmentée de poésies nouvelles.;Hippolyte Tampucci;;;;;15;;240;;in-8°;;une vignette;1;;6,50;;;;;;;;;;;;;Casimir;Paris;Paris, place de la Bourse;;;;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;344;223;BELLES-LETTRES;Romans et Contes;Français;Le prêteur sur gages.;Eugène Sainville;;;;;41;;984;5;in-12;;;;;15,0;;;;;;;;;;;;;Bellemain;Paris;Paris, rue St-Jacques, n. 75;Lachapelle;Paris;Thoisnier-Desplaces;Paris;Lecointe et Pougin;Paris;Corbet;Paris;Pigoreau;Paris;Mme veuve Charles-Béchet;Paris;Masson et Yonnet;;;;;;;;
1833/01/19;3;1833;347;218;BELLES-LETTRES;Théâtre;Français;"La Puritaine, ou la Cour d'Angleterre en 1710. Comédie historique, mêlée de couplets, en deux actes; représentée sur le théâtre du Gymnase-Dramatique le 28 décembre 1832.";M. Paul Duport;;;;;3 3/4;;60;;in-8°;;;;;2,0;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris;Dondey-Dupré;Paris, boulevart St-Martin, n. 12;Marchand;;;;;;;;;;;;;;;;;;
1833/01/19;3;1833;356;222;BELLES-LETTRES;Romans et Contes;Français;Le siége d'Anvers, ou Amour, guerre et folie.;Raban;;;;;18;;432;2;in-12;;;;;;;;;;;;;;;;;;Lachevardière;Paris;Paris, quai des Augustins;Lecointe et Pougin;Paris;Corbet;Paris;Pigoreau;Paris;Masson et Yonnet;;;;;;;;;;;;;;
1833/01/19;3;1833;364;214;BELLES-LETTRES;Poétique et Poésie;Français;Une mère.;M. P. S.;Anonyme;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;Fournier;Paris;;;;;;;;;;;;;;;;;;;En vers.;;;
1833/01/19;3;1833;365;210;BELLES-LETTRES;Poétique et Poésie;Français;Une voix de poète. Œuvres posthumes d'Eugène, d'Aix.;Eugène, d'Aix;;Contexte géographique;;;5 1/3;;192;;in-18;;;;;;;;;;;;;;;;;;Decourchant;Paris;Paris;Delaunay;Paris;Paulin;Paris;Decourchant;;;;;;;;;;;;;;;;
1833/01/19;3;1833;373;231;BELLES-LETTRES;Polygraphes;"Français;Latin";"Oeuvres complètes de Sénèque le philosophe. Traduction nouvelle. Par MM. Ajasson de Grandsagne, Baillard, Charpentier, Cabaret Dupaty, Du Rozoir, Héron de Villefosse, Naudet, C. L. F. Panckoucke, Ernest Panckoucke, de Vatimesnil, Alfred de Wailly, G. de Wailly, Alph. Trognon, etc.; publiées par M. Ch. du Rozoir. Tome III.";Sénèque le philosophe;;Métiers du livre;M. Charpentier;M. Ch. du Rozoir;26 3/4;;428;;in-8°;;;;;7,0;;;;;;;;;;;;;Panckoucke;Paris;Paris, rue des Poitevins, n. 14;Panckoucke;;;;;;;;;;;;;;;;;LXXXVIIIe livraison de la Bibliothèque latine-française, contenant la traduction par M. Charpentier, avec texte en regard des cinquante-cinq premières épîtres.;;;
1833/01/26;4;1833;376;233;BELLES-LETTRES;Epistolaires;Français;A MM. les membres de l'Académie française.;Albini Billot;;;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Thuau;Paris;;;;;;;;;;;;;;;;;;;Signé : Albini Billot.;;;
1833/01/26;4;1833;379;221;BELLES-LETTRES;Théâtre;Français;Achile, ou les Républicains de 1832. Drame en cinq actes et en vers.;citoyen J. Domingie;;Autres;;;11;;176;;in-8°;;;;;6,0;;;;;;;;;;;;;Herhan;Paris;Paris, rue Montmartre, n. 88;chez l'auteur;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;384;220;BELLES-LETTRES;Théâtre;Français;"Aoust 1572, ou Charles IX à Orléans. Drame historique en quatre actes, en vers; représenté pour la première fois à Paris le 20 novembre 1832 sur le théâtre du Panthéon.";M. J. Lesguillon;;;;;7 1/2;;120;;in-8°;;;;;;;;;;;;;;;;;;Lachevardière;Paris;Paris, rue Guénégaud, n. 25;Mame-Delaunay;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;386;212;BELLES-LETTRES;Poétique et Poésie;Français;Le chant du cygne. Ode sur la mort de Benjamin Constant, député.;M. E. d'Omonville, ancien capitaine de dragons au régiment des dames, âgé de 75 ans;;"Armée et maintien de l'ordre;Autres;Âge";;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Gomont;Valognes;;;;;;;;;;;;;;;;;;;En vers.;;;
1833/01/26;4;1833;387;216;BELLES-LETTRES;Poétique et Poésie;Français;Les chants de l'opposition. Satires politiques. Deuxième publication.;L. Gambet;;;;;1;;16;;in-8°;;;;;0,40;;;;;;;;;;;;;Stahl;Paris;Paris;tous les libraires;;;;;;;;;;;;;;;;;Daté du 15 janvier, et contenant huit chansons : voyez n. 146.;;;
1833/01/26;4;1833;389;223;BELLES-LETTRES;Romans et Contes;Français;Colette, ou la Fille adoptive.;Hippolyte Vallée;;;;;39 1/2;;948;4;in-12;;;;;;;;;;;;;;;;;;Barbier;Paris;Paris, quai des Augustins, n. 49;Lecointe et Pougin;Paris;Corbet aîné;Paris;Pigoreau;Paris;Masson et Yonnet;;;;;;;;;;;;;;
1833/01/26;4;1833;394;231;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La Conversion.;Pawlowski;;;;;0 1/2;;12;;in-12;;;;;;;;;;;;;;;;;;Petit;Paris;;;;;;;;;;;;;;;;;;;En tête on lit : Première livraison. La Conversion est un morceau en prose extrait de l'Entr'acte, et signé : PAWLOWSKI. Ce morceau est suivi de sept chansons.;;;
1833/01/26;4;1833;398;205;BELLES-LETTRES;Introduction et Langues;Français;Cours de dictées françaises, graduées pour l'analyse, destiné à abréger le travail des professeurs et à assurer les progrès des élèves.;Joseph Sauer;;;;;7 1/2;;120;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, quai Conti, n. 13;Maire-Nyon;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;407;223;BELLES-LETTRES;Romans et Contes;Français;Les deux lignes parallèles, ou Frère et sœur. Roman in-time.;Félix Davin;;;;;24;;384;;in-8°;;;;;7,50;;;;;;;;;;;;;Lachevardière;Paris;Paris, rue Guénégaud, n. 25;Mame-Delaunay;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;408;223;BELLES-LETTRES;Romans et Contes;Français;Les deux vétérans.;Amédée de Bast;;;;;33;;792;4;in-12;;;;;12,0;;;;;;;;;;;;;Henry;Paris;Paris, quai des Augustins, n. 49;Lecointe;Paris;Corbet;Paris;Pigoreau;;;;;;;;;;;;;;;;
1833/01/26;4;1833;411;204;BELLES-LETTRES;Introduction et Langues;Français;Élémens de la grammaire française. Nouvelle édition, à laquelle on a ajouté les mots où l'H est aspirée, et une table de multiplication.;Lhomond;;;;;3 1/2;;84;;in-12;;;;;0,90;;;;;;;;;;;;;Moronval;Paris;Paris, rue Galande, n. 65;Moronval;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;412;204;BELLES-LETTRES;Introduction et Langues;Français;Élémens de la grammaire française. Nouvelle édition, augmentée.;Lhomond;;;;;3;;72;;in-12;;;;;;;;;;;;;;;;;;Kléfer;Versailles;Paris, rue de la Harpe, n. 26;Lebigre;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;417;212;BELLES-LETTRES;Poétique et Poésie;Français;"Etrennes lyriques. Romances et chansonnettes, avec accompagnement de piano ou harpe, dédiées à S. A. R. MADAME, duchesse de Berri ; paroles de M. le chevalier de Lorez, de Bordeaux, musique de M. Charles N.....";M. le chevalier de Lorez, de Bordeaux;Anonyme masculin;"Noblesse;Contexte géographique";;M. Charles N.....;0 1/4;;2;;grand in-4°;;;;;;;;;;;;;;;;;;Dentu;Paris;Paris;Dentu;;;;;;;;;;;;;;;;;Grand in-4° d'un quart de feuille (contenant une dédicace A S. A. R. MADAME, duchesse de Berri), plus 4 feuilles de musique et la couverture.;;;
1833/01/26;4;1833;419;205;BELLES-LETTRES;Introduction et Langues;Français;"Exercices d'analyse grammaticale et d'analyse logique. Treizième édition. Première partie, comprenant les exercices d'analyse grammaticale; précédés d'un traité de la construction de la phrase.";Charles-Constant Letellier;;;;;8 1/6;;196;;in-12;;;;;;;;;;;;;;;;;;Gratiot;Paris;Paris;Belin-Leprieur;Paris;Constant Letellier;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;421;232;BELLES-LETTRES;Mythologie et Fables;Français;Fables de Fénelon.;Fénelon;;;;;6 1/2;;234;;in-18;;;;;;;;;;;;;;;;;;Gourdet;Cosne;Paris, rue du Foin-Saint-Jacques, n. 11;Langlumé et Peltier;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;422;226;BELLES-LETTRES;Mythologie et Fables;Français;"Les feuilles de palmier. Recueil de contes orientaux pour la jeunesse. Par J. G. Herder et A. J. Liebeskind; revu et corrigé par F. A. Krummacher. Traduit de l'allemand par Maximilien Kaufmann.";"J. G. Herder;A. J. Liebeskind";Collectif;;Maximilien Kaufmann;F. A. Krummacher;26 1/6;;942;3;in-18;;9 gravures;9;;9,0;;;;;;;;;;;;;Locquin;Paris;Paris, place de la Bourse;Paulin;;;;;;;;;;;;;;;;;;;;
1833/01/26;4;1833;423;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La foudre des souvenirs.;chevalier Descrivieux;;Noblesse;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Thuau;Paris;Paris, rue Richepanse, n. 1;;;;;;;;;;;;;;;;;;Signé : le chevalier Descrivieux.;;;
1833/01/26;4;1833;424;233;BELLES-LETTRES;Epistolaires;Français;Guide épistolaire, ou Recueil de lettres avec des réponses pour fêtes, anniversaires, bonne année, félicitations, condoléances, amour, mariage, affaires et commerce, suivi de modèles de pétitions, lettres de change, billets à ordre, quittances, et terminé par des élémens d'arithmétique. Troisième édition.;;Anonyme;;;;10;;240;;in-12;;;;;;;;;;;;;;;;;;Gourdet;Cosne;Cosne;Gourdet;Paris;Chamerot;;;;;;;;;;;;;;;;;;
