Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1834;1;1834/01/04;32;218;BELLES-LETTRES;Poétique et Poésie;Français;Le Choléra. Elégie lue à la séance publique de la société d'agriculture, commerce, sciences et arts du département de la Marne, le 12 août 1833;M. l'abbé Hubert;;Religion;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Boniez-Lambert;Châlons;;;;;;;;;;;;;;;;;;;(1833.);;
1834;1;1834/01/04;33;229;BELLES-LETTRES;Romans et Contes;Français;Chroniques impériales.;A. Barginet (de Grenoble);;Contexte géographique;;;25 1/4;;404;;in-8°;;;;;7,5;;;;;;;;;;;;;Leclaire;St-Denis;Paris, galerie Véro-Dodat, n. 1;Laisné;;;;;;;;;;;;;;;;;(1834.);;
1834;1;1834/01/04;40;212;BELLES-LETTRES;Introduction et Langues;Français;Cours pratique, analytique, théorique et synthétique de la langue anglaise. Par T. Robertson. (Faux-titre, titre, introduction et première leçon.);;Anonyme;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Fain;Paris;Paris, rue du Bouloy, n. 7;Lance;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;55;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;L'enfer dévoilé.;M. B. de L. V.;Anonyme;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Paris, quai des Augustins, n. 55;Hivert;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;66;218;BELLES-LETTRES;Poétique et Poésie;Français;Gymnase lyrique. Recueil de chansons. Poésies inédites. Dixième année.;;Anonyme;;;;7;;252;;in-18;;une gravure;1;;;;;;;;;;;;;;;Baudouin;Paris;Paris, Palais-Royal, galerie de Valois, n. 185;Tesson;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;76;238;BELLES-LETTRES;Epistolaires;Français;Lettres de Réné-Richard-Louis Castel, auteur du poëme des Plantes, au comte Louis de Chevigné, son élève et son ami;Réné-Richard-Louis Castel, auteur du poëme des Plantes;;Métiers du livre;;;35 1/3;;1272;3;in-18;;;;;;;;;;;;;;;;;;Delaunois;Reims;;;;;;;;;;;;;;;;;;;Ces lettres ont été écrites de 1813 à 1832. Il y a des vers dans quelques-unes.;;
1834;1;1834/01/04;83;238;BELLES-LETTRES;Epistolaires;Français;"Nouveau secrétaire, ou Lettres choisies, contenant des lettres sur toutes sortes de sujets, etc.; nouvellement imprimé pour l'utilité de la jeunesse de l'un et de l'autre sexe";;Anonyme;;;;2 1/2;;60;;in-12;;une carte;1;;;;;;;;;;;;;;;Deckherr;Montbéliard;;;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;89;236;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de M. le vicomte de Chateaubriand, membre de l'académie française. Tome XII (Génie du christianisme, tome III.);M. le vicomte de Chateaubriand;;Noblesse;;;23 1/2;;376;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris;Pourrat frères;Paris;Furne;;;;;;;;;;;;;;;13e livraison d'une édition annoncée en 22 volumes : voyez n. 478 de 1833.;;
1834;1;1834/01/04;90;232;BELLES-LETTRES;Romans et Contes;Français;Ondine. Conte traduit de l'allemand, de M. de Lamotte-Fouqué, par Mme la baronne Isabelle de Montolieu. Nouvelle édition, ornée de figure.;M. de Lamotte-Fouqué;Nom féminin;"Épouse;Noblesse";Mme la baronne Isabelle de Montolieu;;10;;240;;in-12;;une gravure;;;3,0;;;;;;;;;;;;;Danicourt-Huet;Orléans;Paris, rue Hautefeuille, n. 23;Arthus Bertrand;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;91;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Post-face. 1833.;;Anonyme;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Labadie;Castelnaudary;;;;;;;;;;;;;;;;;;;Paginé en chiffres romains. L'impression des Mélanges pour lesquels cette Post-face est destinée n'est point finie, elle y sera reproduite. Ces Mélanges sont de M. de Labouisse. L'auteur donne dans une note, pages XXII-XXIV, la liste de ses ouvrages imprimés et manuscrits.;;
1834;1;1834/01/04;93;211;BELLES-LETTRES;Introduction et Langues;Français;Principes de prononciation, tous en exemples, ou l'Art de parler purement la langue française;J. B. Colson;;;;;12;;192;;in-8°;;;;;;;;;;;;;;;;;;Lafargue;Bordeaux;Bordeaux;Lafargue;Paris, rue Pavée-St-André;Belin-Leprieur;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;97;226;BELLES-LETTRES;Théâtre;Français;Répertoire du théâtre transparent, à l'instar des ombres chinoises;;Anonyme;;;;2 8/9;;;;in-8°;;;;;;;;;;;;;;;;;;Dezauche;Paris;Paris, rue du Coq-St-Honoré, n. 7;Giroux;;;;;;;;;;;;;;;;;Ce cahier contient 13 pièces.;Incompatibilité entre le format in-8° et le nombre de 2 feuilles 8/9 (JBM).;
1834;1;1834/01/04;98;225;BELLES-LETTRES;Théâtre;Français;"Le Royaume des femmes, ou le Monde à l'envers. Pièce fantastique en deux actes, mêlée de chants et de danses. Par MM. Charles Desnoyers et Cogniard ; mise en scène de M. Granville ; ballet de M. Alexandre ; représentée sur le théâtre de l'Ambigu-Comique le 5 décembre 1833.";"M. Charles Desnoyer;M. Cogniard";Collectif;;;"M. Granville;M. Alexandre";3;;48;;in-8°;;;;;1,50;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevard St-Martin;Marchant;;;;;;;;;;;;;;;;;"Mise en scène de M. Granville ; ballet de M. Alexandre ; représentée sur le théâtre de l'Ambigu-Comique le 5 décembre 1833.";;
1834;1;1834/01/04;99;217;BELLES-LETTRES;Poétique et Poésie;Français;Satyre littéraire du XIX siècle;M. Nibelle;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Achaintre;Louviers;;;;;;;;;;;;;;;;;;;En vers de dix syllabes.;;
1834;1;1834/01/04;100;223;BELLES-LETTRES;Théâtre;Français;Le Sauveur. Comédie en trois actes, mêlés de couplets. Représentée sur le théâtre des Variétés le 12 décembre 1833.;"M. Léon Halevy;M. Lhérie";Collectif;;;;2;;32;;in-8°;;;;;0,30;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart Saint-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;103;228;BELLES-LETTRES;Romans et Contes;Français;Sous les tilleuls. Nouvelle édition.;Alph. Karr;;;;;42 1/4;;676;2;in-8°;;2 vignettes;2;;15,0;;;;;;;;;;;;;Everat;Paris;Paris, rue Richelieu, n. 95;Abel Ledoux;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;108;228;BELLES-LETTRES;Théâtre;"Français;Chinois";"Tchao-Chi-Kou-Eul, ou l'Orphelin de la Chine. Drame en prose et en vers, accompagné des pièces historiques qui en ont fourni le sujet, de nouvelles et de poésies chinoises; traduit du chinois par Stanislas Julien, membre de l'institut.";;Compilation;Sociétés savantes;Stanislas Julien, membre de l'institut;;24;;384;;in-8°;;fac-simile d'un morceau du texte chinois;1;;7,50;;;;;;;;;;;;;Guiraudet;Paris;Paris, rue du Pont-de-Lodi;Moutardier;;;;;;;;;;;;;;;;;"Plus un fac-simile d'un morceau du texte chinois, avec une version. Il existe de ce drame chinois une première traduction française par le P. Prémare, imprimée d'abord en 1735 dans le troisième volume de la Description de la Chine, par le père Du Halde, réimprimée séparément en 1755, in-12, à l'occasion de l'Orphelin de la Chine, de Voltaire, qui, dans la dédicace de sa tragédie, nomme Brémare le jésuite Prémare. Cette faute d'impression fut signalée dans le Mercure de 1755, décembre, tome Ier, page 218 ; mais n'en a pas moins été répétée d'édition en édition, et n'a été corrigée que depuis 1825. La traduction du père Prémare ne contenait que les morceaux qui, dans l'original, sont en prose ; les passages en vers y sont omis. La traduction nouvelle est complète. La traduction du passage chinois dont on donne le fac-simile, est imprimée en lignes verticales comme le chinois ; les noms y sont au nominatif, les verbes à l'infinitif. Les Mélanges, imprimés à la suite de la tragédie, se composent de trois Nouvelles historiques, et de quatre pièces de poésies, le tout traduit du chinois. On doit déjà à M. Stanislas Julien une traduction française de l'Histoire du cercle de craie, drame chinois, imprimé en 1832, à Londres, aux frais du comité de traduction d'ouvrages orientaux, et dont on trouve des exemplaires à Paris, chez MM. De Bure frères. M. Julien annonce la prochaine publication du texte de l'Orphelin de la Chine.";;
1834;1;1834/01/04;109;222;BELLES-LETTRES;Théâtre;Français;Théâtre de M. C. Delavigne, de l'académie française. Tomes III et IV;M. C. Delavigne, de l'académie française;;"Sociétés savantes;Contexte géographique";;;53 1/4;;852;2;in-8°;;;;;18,0;;;;;;;;;;;;;Fournier;Paris;Paris;Dufey;;;;;;;;;;;;;;;;;"Le tome III contient la Princesse Aurélie et Marino Faliero ; le tome IV, Louis XI, et les Enfans d'Edouard.";;
1834;1;1834/01/04;115;219;BELLES-LETTRES;Poétique et Poésie;Français;"Une société chantante. Concert vocal en quarante et quelques couplets ; publié par Gallet";;;;;;0 1/2;;12;;in-12;;;;;0,25;;;;;;;;;;;;;Sétier;Paris;Paris, boulevart du Temple, n. 37;Gallet;;;;;;;;;;;;;;;;;Pot-pourri.;;
1834;1;1834/01/04;116;229;BELLES-LETTRES;Romans et Contes;Français;Vieux mari et jeune femme;Mme Dupuy de Salornay;;"Nom féminin;Épouse";;;49 1/2;;792;2;in-8°;;;;;15,0;;;;;;;;;;;;;Dufaure;Versailles;;;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;118;228;BELLES-LETTRES;Romans et Contes;Français;Voyage du jeune Anacharsis en Grèce. Nouvelle édition;J. J. Barthélemy;;;;;62 1/3;;2244;8;in-18;;8 gravures;8;;4,5;;;;;;;;;;;;;Migneret;Paris;Paris, rue des Francs-Bourgeois-St-Michel, n. 18;Aimé Payen;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;128;209;BELLES-LETTRES;Introduction et Langues;Latin;Magnum lexicon novissimum latinum et lusitanum, ad plenissimam scriptorum latinorum interpretationum accommodatum ex celeberrimorum eruditissimorumque philologorum locubrationibus depromptum ad normam praecipue magni lexici latini et lusitanii RR. PP. MM. Fr. Emm. Pinii Cabralii et J. A. Ramalii ex lexicis vero Gesnerii, Forcelinii, Noltenii, Ainsworthi, Wailly, Noelii et aliorum valde locupletatum, correctum et in novam prorsus formam redactum, opera et studio Emmanueli Josephi Ferreira.;Emmanuel Joseph Ferreira;;;;;116;;928;;in-4°;;;;;;;;;;;;;;;;;;Casimir;Paris;Paris;Aillaud;;;;;;;;;;;;;;;;;;;
1834;1;1834/01/04;133;236;BELLES-LETTRES;Polygraphes;Latin;Selecta Marci Tullii Ciceronis opera, notis illustrata, et in quatuor partes distributa. Pars tertia, ad usum humanistarum;Cicéron;Anonyme;;;;7;;252;;in-18;;;;;;;;;;;;;;;;;;Rusand;Lyon;Lyon;Rusand;;;;;;;;;;;;;;;;;Le faux-titre porte Collectio auctorum latinorum, ad usumjuventutis, Tomus XI.;;
1834;2;1834/01/11;136;221;BELLES-LETTRES;Théâtre;Français;Académie royale de musique. Bals de 1834;;Anonyme;;;;0 1/4;;8;;in-16;;;;;;;;;;;;;;;;;;Duverger;Paris;;;;;;;;;;;;;;;;;;;Le premier bal de l'année a eu lieu le 4 janvier.;;
1834;2;1834/01/11;145;220;BELLES-LETTRES;Poétique et Poésie;Français;L'argent et la politique.;M. A. Laverpillière (de l'Yonne);;Contexte géographique;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Dupuy;Paris;Paris, Palais-Royal;Barba;Paris, place de la Bourse;Paulin;Paris, rue Neuve-Vivienne;Guillaumin;Paris, rue St-Jacques, n. 234;Havard;;;;;;;;;;;En vers.;;
1834;2;1834/01/11;153;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Cancans français.;Bérard;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, boulevart Montmartre, n. 8;;;;;;;;;;;;;;;;;;Signé : Bérard.;;
1834;2;1834/01/11;163;224;BELLES-LETTRES;Théâtre;Français;"Les deux frères. Comédie de Kotzebue, traduite par Patrat, remise en deux actes et en vaudeville par MM. de Villeneuve et Masson ; représentée sur le théâtre du Palais-Royal le 26 mai 1832.";"M. de Villeneuve;M. Masson";Collectif;;;;3;;48;;in-8°;;;;;1,5;;;;;;;;;;;;;Lottin de St-Germain;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;174;238;BELLES-LETTRES;Mythologie et Fables;Français;Fables à mes enfans. Seconde édition;P. M. Curtil;;;;;6;;216;;in-18;;8 gravures;8;;2,0;;;;;;;;;;;;;Pinard;Paris;Paris, rue de Savoie, n. 12;Igonette;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;175;237;BELLES-LETTRES;Mythologie et Fables;Français;Fables de La Fontaine. Nouvelle édition, enrichie de beaucoup de notes et ornée de 248 vignettes, d'après Oudry. Treizième livraison.;La Fontaine;;;;Oudry;1;;16;;in-8°;;6 pl.;6;;0,50;;;;;;;;;;;;;Kléfer;Versailles;Paris, place Sorbonne, n. 1;Guyonnet;Versailles;Kléfer;Paris;Garnier;;;;;;;;;;;;;"Prix de chaque livraison de 8 fables et 8 vignettes : 0-50. Les quatre premières livraisons ont paru de 10 en 10 jours, à partir du 15 juin ; les autres tous les lundis.";;
1834;2;1834/01/11;175;237;BELLES-LETTRES;Mythologie et Fables;Français;Fables de La Fontaine. Nouvelle édition, enrichie de beaucoup de notes et ornée de 248 vignettes, d'après Oudry. Quatorzième livraison. Quinzième livraison;La Fontaine;;;;Oudry;1;;16;;in-8°;;7 pl.;7;;0,50;;;;;;;;;;;;;Kléfer;Versailles;Paris, place Sorbonne, n. 1;Guyonnet;Versailles;Kléfer;Paris;Garnier;;;;;;;;;;;;;"Prix de chaque livraison de 8 fables et 8 vignettes : 0-50. Les quatre premières livraisons ont paru de 10 en 10 jours, à partir du 15 juin ; les autres tous les lundis.";;
1834;2;1834/01/11;175;237;BELLES-LETTRES;Mythologie et Fables;Français;Fables de La Fontaine. Nouvelle édition, enrichie de beaucoup de notes et ornée de 248 vignettes, d'après Oudry. Quinzième livraison;La Fontaine;;;;Oudry;1;;16;;in-8°;;8 pl.;8;;0,50;;;;;;;;;;;;;Kléfer;Versailles;Paris, place Sorbonne, n. 1;Guyonnet;Versailles;Kléfer;Paris;Garnier;;;;;;;;;;;;;"Prix de chaque livraison de 8 fables et 8 vignettes : 0-50. Les quatre premières livraisons ont paru de 10 en 10 jours, à partir du 15 juin ; les autres tous les lundis.";;
1834;2;1834/01/11;176;225;BELLES-LETTRES;Théâtre;Français;"Les faussaires anglais. Mélodrame en trois actes ; représenté sur le théâtre de l'Ambigu-Comique le 17 décembre 1833";"M. de La Boullaye;M. Eugène Cormon";Collectif;;;;1;;16;;in-8°;;;;;0,15;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart Saint-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;176;225;BELLES-LETTRES;Théâtre;Français;"Les faussaires anglais. Mélodrame en trois actes ; représenté sur le théâtre de l'Ambigu-Comique le 17 décembre 1833";"M. de La Boullaye;M. Eugène Cormon";Collectif;;;;3;;48;;in-8°;;;;;1,5;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart Saint-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;180;212;BELLES-LETTRES;Introduction et Langues;Français;Grammaire des grammaires anglaises, ou Cours d'anglais théorique et pratique, à l'usage des Français.;H. Marquam, de Londres, professeur d'anglais à Paris;;"Contexte géographique;Enseignement";;;13;;312;;in-12;;;;;3,0;;;;;;;;;;;;;Goetschy fils et compagnie;Paris;Paris;Jules Breauté;Paris, rue des Mathurins-Saint-Jacques, n. 20;chez l'auteur;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;200;223;BELLES-LETTRES;Théâtre;Français;"La jeunesse de Talma. Comédie-vaudeville en un acte ; représentée sur le théâtre du Vaudeville le 13 avril 1831";"M. Barthélemy;M. Brunswick;M. Lhérie";"Collectif;Pseudonyme masculin";;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Plassan;Paris;Paris, passage Choiseul, n. 60;Breauté;;;;;;;;;;;;;;;;;(1833.);;
1834;2;1834/01/11;209;236;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Buffon, mises en ordre et précédées d'une Notice historique, par M. A. Richard, professeur à la faculté de médecine de Paris. (Tome VII.) Suite de l'Histoire des minéraux. Expériences sur les végétaux.;Buffon;;"Enseignement;Contexte géographique;Santé";;M. A. Richard, professeur à la faculté de médecine de Paris;28;;448;;in-8°;;un cahier de 10 planches (figures noires);10;;2;;un cahier de 10 planches (figures coloriées);10;;3;;;;;;;;Rignoux;Paris;Paris, rue des Petits-Augustins, n. 5;Pourrat frères;Paris;Furne;;;;;;;;;;;;;;;L'édition aura 20 volumes de texte et 20 livraisons de planches. Chaque volume ou livraison coûtera, figures noires : 2-0. Figures coloriées : 3-0. On promet, toutes les trois semaines, un volume et une livraison de planches. La publication, commencée le 31 décembre 1832, sera terminée le 15 janvier 1834. Le volume annoncé forme la douzième livraison.;;
1834;2;1834/01/11;210;218;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres complètes de P. J. de Béranger, édition unique revue par l'auteur. Livraison XI.;P. J. de Béranger;;;;;4;;64;;in-8°;;2 planches;2;;0,50;;2 planches;2;papier vélin;1;;;;;;;;Didot aîné;Paris;Paris, rue des Filles-St-Thomas, n. 1;Perrotin;;;;;;;;;;;;;;;;;4 cahiers in-8° chacun de 2 flles, plus 2 pl. Prix de chaque livraison : 0-50. Papier vélin : 1-0. L'édition aura 4 volumes in-8°, et paraîtra en 52 livraisons, chacune de 32 pages in-8° et de 2 gravures. Il paraîtra une livraison tous les jeudis, à partir du 3 octobre.;;
1834;2;1834/01/11;210;218;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres complètes de P. J. de Béranger, édition unique revue par l'auteur. Livraison XII.;P. J. de Béranger;;;;;4;;64;;in-8°;;2 planches;2;;0,50;;2 planches;2;papier vélin;1;;;;;;;;Didot aîné;Paris;Paris, rue des Filles-St-Thomas, n. 1;Perrotin;;;;;;;;;;;;;;;;;4 cahiers in-8° chacun de 2 flles, plus 2 pl. Prix de chaque livraison : 0-50. Papier vélin : 1-0. L'édition aura 4 volumes in-8°, et paraîtra en 52 livraisons, chacune de 32 pages in-8° et de 2 gravures. Il paraîtra une livraison tous les jeudis, à partir du 3 octobre.;;
1834;2;1834/01/11;210;218;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres complètes de P. J. de Béranger, édition unique revue par l'auteur. Livraison XIII.;P. J. de Béranger;;;;;4;;64;;in-8°;;2 planches;2;;0,50;;2 planches;2;papier vélin;1;;;;;;;;Didot aîné;Paris;Paris, rue des Filles-St-Thomas, n. 1;Perrotin;;;;;;;;;;;;;;;;;4 cahiers in-8° chacun de 2 flles, plus 2 pl. Prix de chaque livraison : 0-50. Papier vélin : 1-0. L'édition aura 4 volumes in-8°, et paraîtra en 52 livraisons, chacune de 32 pages in-8° et de 2 gravures. Il paraîtra une livraison tous les jeudis, à partir du 3 octobre.;;
1834;2;1834/01/11;210;218;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres complètes de P. J. de Béranger, édition unique revue par l'auteur. Livraison XIV.;P. J. de Béranger;;;;;4;;64;;in-8°;;2 planches;2;;0,50;;2 planches;2;papier vélin;1;;;;;;;;Didot aîné;Paris;Paris, rue des Filles-St-Thomas, n. 1;Perrotin;;;;;;;;;;;;;;;;;4 cahiers in-8° chacun de 2 flles, plus 2 pl. Prix de chaque livraison : 0-50. Papier vélin : 1-0. L'édition aura 4 volumes in-8°, et paraîtra en 52 livraisons, chacune de 32 pages in-8° et de 2 gravures. Il paraîtra une livraison tous les jeudis, à partir du 3 octobre.;;
1834;2;1834/01/11;212;236;BELLES-LETTRES;Polygraphes;Français;"Œuvres de M. le vicomte de Chateaubriand, membre de l'académie française. Tomes XI et XII. (Les Martyrs, tomes I et II) ; et tome XVIII. (Mélanges.)";M. le vicomte de Chateaubriand, membre de l'académie française;;"Noblesse;Sociétés savantes;Contexte géographique";;;13 2/3;;492;3;in-18;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Lefèvre;Paris;Pourrat frères;Paris;Furne;;;;;;;;;;;;;6e livraison.;;
1834;2;1834/01/11;213;229;BELLES-LETTRES;Romans et Contes;Français;L'orme aux loups.;Pascal Thorre, auteur des Bariolés;;Métiers du livre;;;41 1/3;;992;4;in-12;;;;;12,0;;;;;;;;;;;;;Rignoux;Paris;Paris, rue Hautefeuille, n. 30;Delongchamps;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;220;217;BELLES-LETTRES;Poétique et Poésie;Français;La prise d'Alger. Poëme.;Ch. Laffillé;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Porthmann;Paris;Paris, Palais-Royal;Delaunay et Gosselin;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;228;228;BELLES-LETTRES;Romans et Contes;Français;Romans, contes et opuscules de Bernardin de Saint-Pierre, oeuvres posthumes, publiées par L. Aimé Martin;Bernardin de Saint-Pierre;;;;L. Aimé Martin;12 1/2;;450;;in-18;;;;;4,5;;;;;;;;;;;;;Everat;Paris;Paris, rue de l'Éperon, n. 6;Lefèvre;;;;;;;;;;;;;;;;;;;
1834;2;1834/01/11;229;228;BELLES-LETTRES;Romans et Contes;Français;Romans, contes et opuscules de Bernardin de Saint-Pierre, publiées par L. Aimé Martin;Bernardin de Saint-Pierre;;;;L. Aimé Martin;15 1/2;;558;;in-18;;7 gravures;7;;4,5;;;;;;;;;;;;;Everat;Paris;Paris, rue de l'Éperon, n. 6;Lefèvre;;;;;;;;;;;;;;;;;Ouvrages publiés du vivant de l'auteur.;;
