Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89;Dernier lien de recherche;Ouvrage_prédit;Auteur_prédit;Autre_auteur_prédit
1824;10;1824/03/06;1191;222;BELLES-LETTRES;Mythologie et Fables;Français;"Choix de Fables de La Fontaine, précedé d'une notice sur sa vie, et suivi de petits dialogues propres à faire connaître aux enfans les règles et les beautés de l'apologue ; par J.-C. Jumel. Quatrième édition, revue, corrigée et augmentée, ornée de dix gravures en taille-douce.";La Fontaine;http://ark.bnf.fr/ark:/12148/cb11910267w;;;;;;J.-C. Jumel;http://ark.bnf.fr/ark:/12148/cb12449600s;6;;216;;36;In-18;;10 gravures en taille douche;10;;;;;;;;;;;;;;;;;;;;;;;;;;;Warin-Thierry;Epernay;Eymery;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Choix+de+Fables+de+La+Fontaine&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Fontaine&mots3=ALL;0;1;+précedé+d'une+notice+sur+sa+vie,+et+suivi+de+petits+dialogues+propres+à+faire+connaître+aux+enfans+les+règles+et+les+beautés+de+l'apologue+;+par+J.-C.+Jumel.+Quatrième+édition,+revue,+corrigée+et+augmentée,+ornée+de+dix+gravures+en+taille-douce.&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1192;214;BELLES-LETTRES;Théâtre;Français;L’Incognito, ou le Dîner d'auberge, comédie-folie en un acte et en prose, par M. Mélesville, représentée sur le théâtre de l'Ambigu-Comique, le 18 janvier 1816. Nouvelle édition;M. Mélesville;http://ark.bnf.fr/ark:/12148/cb12198749p;http://ark.bnf.fr/ark:/12148/cb303920189;Pseudonyme;;;;;;2;;32;;16;In-8°;;;;;1,25;;;;;;;;;;;;;;;;;;;;;;;;;Cordier fils;Paris;Bezou;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;L’Incognito&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Mélesville&mots3=NRC;0;1;Cordier+fils+Bezou&mots4=ALL;0;1;+ou+le+Dîner+d'auberge,+comédie-folie+en+un+acte+et+en+prose,+par+M.+Mélesville,+représentée+sur+le+théâtre+de+l'Ambigu-Comique,+le+18+janvier+1816.+Nouvelle+édition&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb303920189;Mélesville (1787-1865) [ https://catalogue.bnf.fr/ark:/12148/cb12198749p ];
1824;10;1824/03/06;1193;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Jean Racine, avec les notes de tous les commentateurs, et des études sur Racine par M. Aignan, de l'Académie française. Edition publiée par P. Dupont. (Prospectus.);;;;Anonyme;;;;;;;1/4;4;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Dupont;Paris;Bossange père;Paris;;;;;;;;;;;;;;;"""Cette édition sera composée de 6 volumes. A dater du 1er avril 1824, il en paraîtra régulièrement un chaque mois. 
La souscription restera ouverte jusqu'au 1er juin prochain. 
Le prix de chaque volume, papier fin d'Annonay satiné, est de : 5,50 
Papier vélin, dont il n'est tiré que 25 exemplaires : 11,0 
On ne paie rien d'avance, mais, pour être souscripteur, il faut faire inscrire son nom chez l'un des libraires indiqués ci-dessus.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+Jean+Racine&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=NRC;0;1;Gaultier-Laguionie+Dupont&mots4=ALL;0;1;+avec+les+notes+de+tous+les+commentateurs,+et+des+études+sur+Racine+par+M.+Aignan,+de+l'Académie+française.+Edition+publiée+par+P.+Dupont.+Prospectus.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31168756d;Racine, Jean (1639-1699) [ https://catalogue.bnf.fr/ark:/12148/cb120076761 ];Aignan, Étienne (1773-1824) [ https://catalogue.bnf.fr/ark:/12148/cb11888220f ]
1824;10;1824/03/06;1194;201;BELLES-LETTRES;Poétique et Poésie;Français;Essais de poésies;Ch. Philibert;http://ark.bnf.fr/ark:/12148/cb104959999;http://ark.bnf.fr/ark:/12148/cb30225824j;Pseudonyme;;;;;;1;;36;;36;In-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;marchands de nouveautés;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Essais+de&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Philibert&mots3=NRC;0;1;Carpentier-Méricourt+nouveautés&mots4=ALL;0;1;poésies&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30225824j;Chartier, Philibert [ https://catalogue.bnf.fr/ark:/12148/cb104959999 ];
1824;10;1824/03/06;1195;203;BELLES-LETTRES;Poétique et Poésie;Français;Messéniennes et poésies nouvelles;M. Casimir Delavigne;http://ark.bnf.fr/ark:/12148/cb12052639n;http://ark.bnf.fr/ark:/12148/cb30315430b;;;;;;;4;;144;;36;In-18;;3 planches et un frontispice gravé;4;papier ordinaire;5;;3 planches et un frontispice gravé;4;papier vélin;10;;;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;"""Le frontispice imprimé porte le titre que j'ai transcrit. Le frontispice gravé contient de plus les mots : Cinquième édition, mots qui se retrouvent aussi sur la couverture imprimée.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Messéniennes+et&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Delavigne&mots3=NRC;0;1;Pinard&mots4=ALL;0;1;poésies+nouvelles&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb34881458m , https://catalogue.bnf.fr/ark:/12148/cb35641103g , https://catalogue.bnf.fr/ark:/12148/cb376540680;Delavigne, Casimir (1793-1843) [ https://catalogue.bnf.fr/ark:/12148/cb12052639n ];"Thompson, Charles [ https://catalogue.bnf.fr/ark:/12148/cb12687642d ];Devéria, Achille (1800-1857) [ https://catalogue.bnf.fr/ark:/12148/cb118999753 ]"
1824;10;1824/03/06;1196;206;BELLES-LETTRES;Poétique et Poésie;Français;Variétés littéraires;F. L. Jourdan;http://ark.bnf.fr/ark:/12148/cb102755356;http://ark.bnf.fr/ark:/12148/cb30663719q;;;;;;;9;3/4;156;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nouzou;Paris;Nouzou;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Variétés+littéraires&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Jourdan&mots3=NRC;0;1;Nouzou+Nouzou&mots4=ALL;0;1;&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30663719q;Jourdan, F.-L. [ https://catalogue.bnf.fr/ark:/12148/cb102755356 ];
1824;10;1824/03/06;1200;196;BELLES-LETTRES;Langues;Français;Elémens de la grammaire française, par C. F. Lhomond, professeur émérite en la ci-devant Université de Paris, adoptés par le gouvernement pour les écoles et les colléges royaux. Nouvelle édition.;C. F. Lhomond, professeur émérite en la ci-devant Université de Paris;http://ark.bnf.fr/ark:/12148/cb12170155m;;;"Enseignement;Université;Contexte géographique";;;;;4;1/2;108;;24;In-12;;;;cartonné;0,75;;;;;;;;;;;;;;;;;;;;;;;;;Vanackère fils;Lille;Vanackère fils;Lille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Elémens+de+la+grammaire+française&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Lhomond&mots3=NRC;0;1;Vanackère+fils+Vanackère+fils&mots4=ALL;0;1;+par+C.+F.+Lhomond,+professeur+émérite+en+la+ci-devant+Université+de+Paris,+adoptés+par+le+gouvernement+pour+les+écoles+et+les+colléges+royaux.+Nouvelle+édition.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30814642h , https://catalogue.bnf.fr/ark:/12148/cb470200198;Lhomond, Charles-François (1727-1794) [ https://catalogue.bnf.fr/ark:/12148/cb12170155m ];
1824;10;1824/03/06;1201;196;BELLES-LETTRES;Langues;Français;Grammaire française de Lhomond, à l'usage des lycées. Nouvelle édition, revue, corrigée et augmentée. Par Ch. C. Letellier, ex-professeur à l'Université de Paris;Lhomond;http://ark.bnf.fr/ark:/12148/cb12170155m;;;"Enseignement;Université;Contexte géographique";;;Ch. C. Letellier, ex-professeur à l'Université de Paris;http://ark.bnf.fr/ark:/12148/cb13005487s;7;1/3;176;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frédéric Raphel;Orange;Frédéric Raphel;Orange;;;;;;;;;;;;;;;;;"""(1823.)""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Grammaire+française+de+Lhomond&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Lhomond&mots3=ALL;0;1;+à+l'usage+des+lycées.+Nouvelle+édition,+revue,+corrigée+et+augmentée.+Par+Ch.+C.+Letellier,+ex-professeur+à+l'Université+de+Paris&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30814642h , https://catalogue.bnf.fr/ark:/12148/cb308146624 , https://catalogue.bnf.fr/ark:/12148/cb308146477 , https://catalogue.bnf.fr/ark:/12148/cb46984739f , https://catalogue.bnf.fr/ark:/12148/cb30814608b , https://catalogue.bnf.fr/ark:/12148/cb30814627m , https://catalogue.bnf.fr/ark:/12148/cb30814612k , https://catalogue.bnf.fr/ark:/12148/cb30814633j , https://catalogue.bnf.fr/ark:/12148/cb30814663g , https://catalogue.bnf.fr/ark:/12148/cb30805636m;Lhomond, Charles-François (1727-1794) [ https://catalogue.bnf.fr/ark:/12148/cb12170155m ];
1824;10;1824/03/06;1250;204;BELLES-LETTRES;Poétique et Poésie;Français;"Egmont et Laure. Stances sur le danger de l'oisiveté ; suivies de la traduction de deux odes d'Horace à Sextus et à Torquatus.";;;http://ark.bnf.fr/ark:/12148/cb33362462p;Anonyme;;;;Horace;http://ark.bnf.fr/ark:/12148/cb11886570b;;1/2;12;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bobée;Paris;;;;;;;;;;;;;;;;;;;"""Sous le n. 5686 de 1823 a été annoncé le Danger de l'oisiveté, stances, in-8° d'un quart de feuille, portant le nom de l'auteur, et sortant des mêmes presses.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Egmont+et+Laure&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=NRC;0;1;Bobée&mots4=ALL;0;1;++Stances+sur+le+danger+de+l'oisiveté+;+suivies+de+la+traduction+de+deux+odes+d'Horace+à+Sextus+et+à+Torquatus.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb33362462p;;
1824;10;1824/03/06;1251;204;BELLES-LETTRES;Poétique et Poésie;Français;L’Ami de la goguette, chanson;G. J. E. Christophe;http://ark.bnf.fr/ark:/12148/cb10600206t;http://ark.bnf.fr/ark:/12148/cb30241468h;;;;;;;3;1/3;80;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bobée;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;L’Ami+de+la+goguette&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Christophe&mots3=ALL;0;1;+chanson&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1252;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Riche en gueule ou le nouveau Vadé, contenant, etc. Publié par un enfant de la joie, et dédié aux dames des halles et marchés, aux lurons de la Râpée et de la Grenouillère, et aux jeunes gens des deux sexes , amis des farces et du plaisir. Nouvelle édition, considérablement augmentée;un enfant de la joie;;;Pseudonyme;Autres;;;;;10;;240;;24;In-12;;une planche gravée;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;Stahl;Paris;Stahl;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Riche+en+gueule+ou+le+nouveau+Vadé&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;joie&mots3=ALL;0;1;+contenant,+etc.+Publié+par+un+enfant+de+la+joie,+et+dédié+aux+dames+des+halles+et+marchés,+aux+lurons+de+la+Râpée+et+de+la+Grenouillère,+et+aux+jeunes+gens+des+deux+sexes+,+amis+des+farces+et+du+plaisir.+Nouvelle+édition,+considérablement+augmentée&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1257;196;BELLES-LETTRES;Langues;Français;"Traité de la prosodie française. Par l'abbé d'Olivet ; avec une dissertation de M. Durand, sur le même sujet. Nouvelle édition, revue et corrigée avec soin";abbé d'Olivet;http://ark.bnf.fr/ark:/12148/cb11918095h;;;Fonctions religieuse;;;M. Durand;http://ark.bnf.fr/ark:/12148/cb12109331w;4;1/2;108;;24;In-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auguste Delalain;Paris;Auguste Delalain;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Traité+de+la+prosodie+française&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;d'Olivet&mots3=ALL;0;1;+sur+le+même+sujet.+Nouvelle+édition,+revue+et+corrigée+avec+soin++Par+l'abbé+d'Olivet+;+avec+une+dissertation+de+M.+Durand&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1258;195;BELLES-LETTRES;Langues;Français;"Examen du système perfectionné de conjugaison grecque par M. Fr. Thiersch ; ou Indication de quelques rapports du grec avec le sanskrit, par J. L. Burnouf ; suivi des analyse et extrait du Dévimahatinya, fragment du Markandéya Pourana, traduit du sanskrit, par E. Burnouf fils";"J. L. Burnouf;E. Burnouf fils";"http://ark.bnf.fr/ark:/12148/cb11894608x;http://ark.bnf.fr/ark:/12148/cb11894607k";;Compilation;"Liens familiaux;";E. Burnouf fils;http://ark.bnf.fr/ark:/12148/cb11894607k;;;2;;32;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;Dondey-Dupré fils;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Examen+du+système+perfectionné+de+conjugaison+grecque+par+M&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Burnouf+fils&mots3=ALL;0;1;+par+J.+L.+Burnouf+;+suivi+des+analyse+et+extrait+du+Dévimahatinya,+fragment+du+Markandéya+Pourana,+traduit+du+sanskrit,+par+E.+Burnouf+fils++Fr.+Thiersch+;+ou+Indication+de+quelques+rapports+du+grec+avec+le+sanskrit&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1267;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Observations critiques sur l’écrit intitulé : Cristophe Colomb, ou notice concernant cet illustre navigateur ; faisant suite aux Etudes biographiques et littéraires sur Antoine Arnauld, Pierre Nicole et Jacques Necker";M. le comte Lanjuinais, pair de France, etc.;http://ark.bnf.fr/ark:/12148/cb12170924j;http://ark.bnf.fr/ark:/12148/cb335140700;;"Noblesse;Politique";;;;;2;;32;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Fantin;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Observations+critiques+sur+l’écrit+intitulé+:+Cristophe+Colomb&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Lanjuinais&mots3=ALL;0;1;+ou+notice+concernant+cet+illustre+navigateur+;+faisant+suite+aux+Etudes+biographiques+et+littéraires+sur+Antoine+Arnauld,+Pierre+Nicole+et+Jacques+Necker&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1268;202;BELLES-LETTRES;Poétique et Poésie;Français;A S. A. S. Mgr le duc d’Orléans, premier Prince du sang;chevalier A. de Boulet;[Boulet, A. de];;;Noblesse;;;;;;1/4;4;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebel;Paris;;;;;;;;;;;;;;;;;;;"""Par le chevalier A. de Boulet.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;A+S&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Boulet&mots3=ALL;0;1;+premier+Prince+du+sang++A.+S.+Mgr+le+duc+d’Orléans&facDocs=a&&pageRech=rav";;;
1824;10;1824/03/06;1271;221;BELLES-LETTRES;Romans et Contes;Français;"Histoire de l’admirable Don Quichotte de la Manche ; traduite de l'espagnol de Michel de Cervantes. Par Filleau de Saint-Martin. Tomes troisième et quatrième";Michel de Cervantes;http://ark.bnf.fr/ark:/12148/cb118957747;http://ark.bnf.fr/ark:/12148/cb302130715;;;Filleau de Saint-Martin;http://ark.bnf.fr/ark:/12148/cb11993709g;;;16;;576;2;36;In-18;;2 planches;2;;;;;;;;;;;;;;;;;;;;;;;;;;;Plassan;Paris;Delongchamps;Paris;;;;;;;;;;;;;;;;;"""Les deux volumes forment la seconde livraison.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Histoire+de+l’admirable+Don+Quichotte+de+la+Manche+&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Cervantes&mots3=NRC;0;1;Plassan+Delongchamps&mots4=ALL;0;1;++Par+Filleau+de+Saint-Martin.+Tomes+troisième+et+quatrième++traduite+de+l'espagnol+de+Michel+de+Cervantes&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30213076w , https://catalogue.bnf.fr/ark:/12148/cb302130715;Cervantes Saavedra, Miguel de (1547-1616) [ https://catalogue.bnf.fr/ark:/12148/cb118957747 ];Filleau de Saint-Martin, François (1632-1695?) [ https://catalogue.bnf.fr/ark:/12148/cb11993709g ]
1824;10;1824/03/06;1273;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes du seigneur de Brantôme, accompagnées de remarques historiques et critiques. Nouvelle édition, collationnée sur les manuscrits autographes de la bibliothèque du Roi, et augmentée de fragmens inédits. Tome Ier;seigneur de Brantôme;http://ark.bnf.fr/ark:/12148/cb12182642b;http://ark.bnf.fr/ark:/12148/cb301555365;;Noblesse;;;L. J. N. Monmerqué;http://ark.bnf.fr/ark:/12148/cb124199469;38;3/4;620;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebel;Paris;Foucault;Paris;;;;;;;;;;;;;;;;;"""(1823.)
La Notice sur Brantôme, en tête du volume est signée L. J. N. Monmerqué. Cette Notice a 100 pages ; elle est suivie de pièces justificatives qui en ont 44.
Ce volume est le VIIe dans l'ordre de publication. V. aussi n. 1274.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+du+seigneur+de+Brantôme&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Brantôme&mots3=NRC;0;1;Lebel+Foucault&mots4=ALL;0;1;+accompagnées+de+remarques+historiques+et+critiques.+Nouvelle+édition,+collationnée+sur+les+manuscrits+autographes+de+la+bibliothèque+du+Roi,+et+augmentée+de+fragmens+inédits.+Tome+Ier&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb301555365 , https://catalogue.bnf.fr/ark:/12148/cb36575841h;"Brantôme, Pierre de Bourdeille seigneur de (1540?-1614) [ https://catalogue.bnf.fr/ark:/12148/cb12182642b ];Bourdeille, André de (1519?-1582) [ https://catalogue.bnf.fr/ark:/12148/cb16726754x ]";Monmerqué, Louis Jean Nicolas (1780-1860) [ https://catalogue.bnf.fr/ark:/12148/cb124199469 ]
1824;10;1824/03/06;1274;226;BELLES-LETTRES;Polygraphes;Français;Œuvres d’André de Bourdeille, accompagnées de remarques historiques. Nouvelle édition, collationnée sur les manuscrits autographes;André de Bourdeille;http://ark.bnf.fr/ark:/12148/cb16726754x;http://ark.bnf.fr/ark:/12148/cb365757417;;;;;L. J. N. Monmerqué;http://ark.bnf.fr/ark:/12148/cb124199469;17;7/8;286;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebel;Paris;Foucault;Paris;;;;;;;;;;;;;;;;;"""(1823.) 
Une Notice sur André de Bourdeille, en 10 pages, est signée L. J. N. Monmerqué.
La couverture imprimée porte : Œuvres complètes de Brantôme, etc. Tome VIIIe.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+d’André+de+Bourdeille&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Bourdeille&mots3=NRC;0;1;Lebel+Foucault&mots4=ALL;0;1;+accompagnées+de+remarques+historiques.+Nouvelle+édition,+collationnée+sur+les+manuscrits+autographes&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb301555365 , https://catalogue.bnf.fr/ark:/12148/cb365757417;"Brantôme, Pierre de Bourdeille seigneur de (1540?-1614) [ https://catalogue.bnf.fr/ark:/12148/cb12182642b ];Bourdeille, André de (1519?-1582) [ https://catalogue.bnf.fr/ark:/12148/cb16726754x ]";Monmerqué, Louis Jean Nicolas (1780-1860) [ https://catalogue.bnf.fr/ark:/12148/cb124199469 ]
1824;10;1824/03/06;1278;199;BELLES-LETTRES;Poétique et Poésie;Latin;"Carmen ad Ludovicum XVIII, Galliæ et Navarræ regem, triomphalem reditum ab expeditione Hispanica Ludovici ducis Engulismæ congratulans ; auctore L. J. Gadowski, M. D., equite leg. honor";L. J. Gadowski, M. D., chevalier de la Légion d'honneur;http://ark.bnf.fr/ark:/12148/cb10667578f;http://ark.bnf.fr/ark:/12148/cb30473260n;;"Université;Distinction honorifique";;;;;1;1/2;12;;8;In-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Carmen+ad+Ludovicum+XVIII&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Gadowski&mots3=NRC;0;1;Everat&mots4=ALL;0;1;+Galliæ+et+Navarræ+regem,+triomphalem+reditum+ab+expeditione+Hispanica+Ludovici+ducis+Engulismæ+congratulans+;+auctore+L.+J.+Gadowski,+M.+D.,+equite+leg.+honor&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30473260n;Gadowski, Wawrzyniec Justinian [ https://catalogue.bnf.fr/ark:/12148/cb10667578f ];
1824;10;1824/03/06;1281;226;BELLES-LETTRES;Polygraphes;"Français;Latin";Œuvres complètes de M. T. Cicéron, publiées en Français, avec le texte en regard. Par Jos.- Vict. Leclerc, professeur de rhétorique dans l'Université de France, académie de Paris. Seconde édition. Tomes 6 et 7.;M. T. Cicéron;http://ark.bnf.fr/ark:/12148/cb11885977m;http://ark.bnf.fr/ark:/12148/cb30242431d;;"Enseignement;Contexte géographique;Université";Jos.- Vict. Leclerc, professeur de rhétorique dans l'Université de France, académie de Paris;http://ark.bnf.fr/ark:/12148/cb12073790b;;;25;1/2;918;2;36;In-18;;;;;7,5;;;;;;;;;;;;;;;;;;;;;;;;;Crapelet;Paris;E. A. Lequien;Paris;;;;;;;;;;;;;;;;;"""(1823.)
C'est la seconde livraison, l'édition aura 36 volumes qui paraîtront par livraisons de trois volumes de deux en deux mois. Quatre volumes ont été annoncés sous le N° 4573, de 1823.
Chaque volume coûte : 3,75.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+M&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Cicéron&mots3=NRC;0;1;Crapelet+Lequien&mots4=ALL;0;1;+publiées+en+Français,+avec+le+texte+en+regard.+Par+Jos.-+Vict.+Leclerc,+professeur+de+rhétorique+dans+l'Université+de+France,+académie+de+Paris.+Seconde+édition.+Tomes+6+et+7.++T.+Cicéron&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30242431d;Cicéron (0106-0043 av. J.-C.) [ https://catalogue.bnf.fr/ark:/12148/cb11885977m ];Leclerc, Joseph-Victor (1789-1865) [ https://catalogue.bnf.fr/ark:/12148/cb12073790b ]
1824;10;1824/03/06;1282;222;BELLES-LETTRES;Mythologie et Fables;Latin;Phædri, liberti Augusti fabulæ. Nova editio studiosè emendata, notis gallicis et optimis fabulis antiquorum scriptorum utiliter ditata. Ad usum collegiorum Lugdunensium;Phèdre, affranchi d'Auguste;http://ark.bnf.fr/ark:/12148/cb11985800x;;;Autres;;;;;3;1/6;114;;36;In-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Périsse fils;Lyon;Périsse frères;Lyon;Méquignon junior;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Phædri&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Phèdre&mots3=NRC;0;1;Périsse+fils+frères&mots4=ALL;0;1;+liberti+Augusti+fabulæ.+Nova+editio+studiosè+emendata,+notis+gallicis+et+optimis+fabulis+antiquorum+scriptorum+utiliter+ditata.+Ad+usum+collegiorum+Lugdunensium&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31099743r;Phèdre (0015? av. J.-C.-0054) [ https://catalogue.bnf.fr/ark:/12148/cb11985800x ];
