Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89;Dernier lien de recherche;Ouvrage_prédit;Auteur_prédit;Autre_auteur_prédit
1824;41;1824/10/09;5079;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le Livre unique, ou nouveau choix d'anecdotes tirées de l'histoire sainte et profane, ancienne et moderne, classées par ordre d'après les nombres depuis 1 jusqu'à 100.;C. Mazeret;http://ark.bnf.fr/ark:/12148/cb10506541f;http://ark.bnf.fr/ark:/12148/cb309169529;;;;;;;130;1/2;3132;2;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebel;Paris;Ferra jeune;Paris;Aimé André;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Le+Livre+unique&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Mazeret&mots3=NRC;0;1;Lebel+Ferra+jeune&mots4=ALL;0;1;+ou+nouveau+choix+d'anecdotes+tirées+de+l'histoire+sainte+et+profane,+ancienne+et+moderne,+classées+par+ordre+d'après+les+nombres+depuis+1+jusqu'à+100.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb309169529;Mazeret, Constantin [ https://catalogue.bnf.fr/ark:/12148/cb10506541f ];
1824;41;1824/10/09;5080;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Les Hermites en liberté, par E. Jouy et A. Jay, pour faire suite aux Hermites en prison, et aux Observations sur les mœurs et les usages français au commencement du XIXe siècle par E Jouy ; ornés de deux gravures et de dix-huit vignettes. Troisième édition";"A. Jay; E. Jouy";"http://ark.bnf.fr/ark:/12148/cb11908683z;http://ark.bnf.fr/ark:/12148/cb12055478q";http://ark.bnf.fr/ark:/12148/cb30665240n;Collectif;;;;;;36;1/2;876;3;24;in-12;;"2 gravures;18 vignettes";20;;12;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;"""Ces trois volumes contiennent les 43 lettres.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Les+Hermites+en+liberté&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Jay+Jouy&mots3=NRC;0;1;Fain+Ladvocat&mots4=ALL;0;1;+par+E.+Jouy+et+A.+Jay,+pour+faire+suite+aux+Hermites+en+prison,+et+aux+Observations+sur+les+mœurs+et+les+usages+français+au+commencement+du+XIXe+siècle+par+E+Jouy+;+ornés+de+deux+gravures+et+de+dix-huit+vignettes.+Troisième+édition&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30665240n , https://catalogue.bnf.fr/ark:/12148/cb30665239f , https://catalogue.bnf.fr/ark:/12148/cb306652383 , https://catalogue.bnf.fr/ark:/12148/cb30665237r , https://catalogue.bnf.fr/ark:/12148/cb306652410;"Jouy, Étienne de (1764-1846) [ https://catalogue.bnf.fr/ark:/12148/cb12055478q ];Jay, Antoine (1770-1854) [ https://catalogue.bnf.fr/ark:/12148/cb11908683z ]";
1824;41;1824/10/09;5081;213;BELLES-LETTRES;Théâtre;Français;"Les Maris anglais, ou la conversation criminelle, comédie-vaudeville en un acte ; représentée sur le théâtre du Vaudeville, le 3 août 1824.";"Théaulon;Gustave";"http://ark.bnf.fr/ark:/12148/cb11926319z;http://ark.bnf.fr/ark:/12148/cb106851052";http://ark.bnf.fr/ark:/12148/cb31449866b;"Collectif;Pseudonyme masculin";;;;;;2;1/2;40;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Mme Huet;Paris;Barba;Paris;Delavigne;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Les+Maris+anglais&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Théaulon+Gustave&mots3=ALL;0;1;+ou+la+conversation+criminelle,+comédie-vaudeville+en+un+acte+;+représentée+sur+le+théâtre+du+Vaudeville,+le+3+août+1824.&facDocs=a&&pageRech=rav";;;
1824;41;1824/10/09;5082;202;BELLES-LETTRES;Poétique et Poésie;Français;Poésies diverses. Par M. B. Granet, ex-chef d'institution, auteur d'une traduction en vers des odes d'Horace;M. B. Granet, ex-chef d'institution;http://ark:/12148/cb10199990n;http://ark.bnf.fr/ark:/12148/cb305338928;;"Enseignement;Métiers du livre";;;;;1;1/4;20;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;David;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Poésies+diverses&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Granet&mots3=ALL;0;1;+ex-chef+d'institution,+auteur+d'une+traduction+en+vers+des+odes+d'Horace++Par+M.+B.+Granet&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb305338928;Granet, B. [ https://catalogue.bnf.fr/ark:/12148/cb10199990n ];
1824;41;1824/10/09;5084;207;BELLES-LETTRES;Poétique et Poésie;Français;Louis XVIII, ode par Edouard d'Anglemont;Edouard d’Anglemont;http://ark.bnf.fr/ark:/12148/cb13190262q;http://ark.bnf.fr/ark:/12148/cb30021084w;;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebègue;Paris;Audin;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Louis+XVIII&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;d’Anglemont&mots3=NRC;0;1;Lebègue+Audin&mots4=ALL;0;1;+ode+par+Edouard+d'Anglemont&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30021084w;Anglemont, Édouard d' (1798-1876) [ https://catalogue.bnf.fr/ark:/12148/cb13190262q ];
1824;41;1824/10/09;5085;207;BELLES-LETTRES;Poétique et Poésie;Français;Le Roi n’est plus ! Français, vive le Roi !!! Romance à la mémoire du roi;L. Desargus;http://ark:/12148/cb10236301r;http://ark.bnf.fr/ark:/12148/cb30327603p;;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hardy;Paris;;;;;;;;;;;;;;;;;;;"""Signé : L. Desargus.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Le+Roi+n’est+plus+!+Français&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Desargus&mots3=ALL;0;1;+vive+le+Roi+!!!+Romance+à+la+mémoire+du+roi&facDocs=a&&pageRech=rav";;;
1824;41;1824/10/09;5090;208;BELLES-LETTRES;Poétique et Poésie;Français;Entrée de S. M. Charles X dans sa bonne ville de Paris;P. Ledoux;http://ark.bnf.fr/ark:/12148/cb10245150c;http://ark.bnf.fr/ark:/12148/cb307703434;;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mme veuve Porthmann;Paris;;;;;;;;;;;;;;;;;;;"""Signé : P. Ledoux.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Entrée+de+S&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Ledoux&mots3=ALL;0;1;++M.+Charles+X+dans+sa+bonne+ville+de+Paris&facDocs=a&&pageRech=rav";;;
1824;41;1824/10/09;5092;207;BELLES-LETTRES;Poétique et Poésie;Français;Aux mânes de Louis-le-Désiré, dithyrambe;J. Lamé Fleury, garde du corps du Roi, compagnie de Noailles;http://ark.bnf.fr/ark:/12148/cb10697445t;http://ark.bnf.fr/ark:/12148/cb30728149j;;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dentu ;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Aux+mânes+de+Louis-le-Désiré&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Fleury&mots3=NRC;0;1;Dentu&mots4=ALL;0;1;+dithyrambe&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30728149j;Lamé Fleury, Jules Raymond (1797-1878) [ https://catalogue.bnf.fr/ark:/12148/cb10697445t ];
1824;41;1824/10/09;5096;205;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de chansons, autorisées, de F. Letellier;;"[D., Emile];http://ark.bnf.fr/ark:/12148/cb16607607s";http://ark.bnf.fr/ark:/12148/cb32378942z;Compilation;;;;F. Letellier;http://ark.bnf.fr/ark:/12148/cb109118351;;1/3;12;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egron;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Recueil+de+chansons&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=ALL;0;1;+autorisées,+de+F.+Letellier&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb33568522h , https://catalogue.bnf.fr/ark:/12148/cb332944273 , https://catalogue.bnf.fr/ark:/12148/cb33568580p , https://catalogue.bnf.fr/ark:/12148/cb33568510h , https://catalogue.bnf.fr/ark:/12148/cb33568594c , https://catalogue.bnf.fr/ark:/12148/cb305268578 , https://catalogue.bnf.fr/ark:/12148/cb33294426r , https://catalogue.bnf.fr/ark:/12148/cb33568558h , https://catalogue.bnf.fr/ark:/12148/cb391229036 , https://catalogue.bnf.fr/ark:/12148/cb33567517p;;
1824;41;1824/10/09;5098;195;BELLES-LETTRES;Langues;Français;Grammaire universelle, classique et polémique;Ch. Ant. Lefrançois de Hautevesne;http://ark.bnf.fr/ark:/12148/cb106928342;;;;;;;;34;1/2;552;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cosson;Paris;Bossange père;Paris;Rey et Gravier;Paris;Treuttel et Würtz;Paris;;;;;;;;;;;;;"""Voyez n. 2528.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Grammaire+universelle&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Hautevesne&mots3=NRC;0;1;Cosson+père&mots4=ALL;0;1;+classique+et+polémique&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30775325d;Le François de Hautevesne, Ch.-Ant. [ https://catalogue.bnf.fr/ark:/12148/cb106928342 ];
1824;41;1824/10/09;5104;228;BELLES-LETTRES;Epistolaires;Français;Monsieur et respectable ami;Touet;http://ark.bnf.fr/ark:/12148/cb10175513q;;;;;;;;4;1/2;36;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;;;;;;;;;;;;;;;;;;;"""Signé : Touet.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Monsieur+et&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Touet&mots3=ALL;0;1;respectable+ami&facDocs=a&&pageRech=rav";;;
1824;41;1824/10/09;5108;207;BELLES-LETTRES;Poétique et Poésie;Français;Ode sur la mort de Louis XVIII;J. B. Vidaillet, élève en médecine de la faculté de Paris;http://ark.bnf.fr/ark:/12148/cb144131040;http://ark.bnf.fr/ark:/12148/cb31572514c;;"Enseignement;Profession médicale";;;;;;3/4;12;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;Pillet aînté;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Ode+sur&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Vidaillet&mots3=NRC;0;1;Pillet+aîné+aînté&mots4=ALL;0;1;la+mort+de+Louis+XVIII&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31572514c;Vidaillet, Jean-Baptiste (1802-1877) [ https://catalogue.bnf.fr/ark:/12148/cb144131040 ];
1824;41;1824/10/09;5109;218;BELLES-LETTRES;Romans et Contes;Français;La Mère frivole. Par Mme Zoé de Jouye Desroches. Deuxième édition;Mme Zoé de Jouye Desroches;http://ark.bnf.fr/ark:/12148/cb106606332;http://ark.bnf.fr/ark:/12148/cb306653193;Nom féminin;Épouse;;;;;45;5/6;1100;4;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Lecointe et Durey;Paris;Hautecœur;Paris;Corbet aîné;Paris;Pigoreau;Paris;Mme Lévi;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;La+Mère+frivole&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Desroches&mots3=NRC;0;1;Carpentier-Méricourt+Durey&mots4=ALL;0;1;++Par+Mme+Zoé+de+Jouye+Desroches.+Deuxième+édition&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb306653193;Jouye Des Roches, Zoé de (Mme) [ https://catalogue.bnf.fr/ark:/12148/cb106606332 ];
1824;41;1824/10/09;5126;203;BELLES-LETTRES;Poétique et Poésie;Français;Adieux à l’Aveyron;;http://ark.bnf.fr/ark:/12148/cb11606305b;http://ark.bnf.fr/ark:/12148/cb332343952;Anonyme;;;;;;;1/8;2;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;"""En vers. """;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Adieux+à&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=NRC;0;1;Fain&mots4=ALL;0;1;l’Aveyron&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb332343952;;J.P [ https://catalogue.bnf.fr/ark:/12148/cb11606305b ]
1824;41;1824/10/09;5128;"226;221";BELLES-LETTRES;"Romans et Contes;Polygraphes";Français;Contes moraux, par Marmontel, de l'académie française, accompagnés d'une notice sur la vie et les ouvrages de l'auteur. Par M. Saint-Surin. Tome premier;Marmontel, de l'académie française;http://ark.bnf.fr/ark:/12148/cb119146540;;;"Sociétés savantes;Contexte géographique";;;Saint-Surin;;31;3/4;508;;16;in-8°;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;Tilliard;Paris;Verdière;Paris;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Œuvres choisies de Marmontel I (voyez n. 3854). C'est la seconde livraison. """;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Contes+moraux&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Marmontel&mots3=NRC;0;1;Tilliard+Verdière&mots4=ALL;0;1;+par+Marmontel,+de+l'académie+française,+accompagnés+d'une+notice+sur+la+vie+et+les+ouvrages+de+l'auteur.+Par+M.+Saint-Surin.+Tome+premier&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb308878009;Marmontel, Jean-François (1723-1799) [ https://catalogue.bnf.fr/ark:/12148/cb119146538 ];
1824;41;1824/10/09;5131;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de J. J. Rousseau, avec des éclaircissemens et des notes historiques. Par P. R. Auguis. - Contrat social;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228818;http://ark.bnf.fr/ark:/12148/cb312571167;;;;;P. R. Auguis;http://ark.bnf.fr/ark:/12148/cb124785168;33;1/4;532;;16;in-8°;;;;grand papier vélin d'Annonay, dit cavalier;6;;;;;;;;;;;;;;;;;;;;;;;;;Jules Didot aîné;Paris;Dalibon;Paris;;;;;;;;;;;;;;;;;"""Dans l'ordre de publication, c'est le quatrième volume de l'édition, qui en aura 25. (V. n. 1761.)
Le faux-titre porte : Œuvres complètes de J. J. Rousseau. Tome VII ; mais on lit au dos de la couverture imprimée : Œuvres complètes de J. J. Rousseau. Tome VI. """;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+J&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Rousseau&mots3=NRC;0;1;Didot+aîné+Dalibon&mots4=ALL;0;1;+avec+des+éclaircissemens+et+des+notes+historiques.+Par+P.+R.+Auguis.+-+Contrat+social++J.+Rousseau&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb312571167 , https://catalogue.bnf.fr/ark:/12148/cb31257117k , https://catalogue.bnf.fr/ark:/12148/cb31694446s , https://catalogue.bnf.fr/ark:/12148/cb31694416v , https://catalogue.bnf.fr/ark:/12148/cb31602404h;Rousseau, Jean-Jacques (1712-1778) [ https://catalogue.bnf.fr/ark:/12148/cb119228797 ];"Briquet, Marie (19..-.... ; musicologue) [ https://catalogue.bnf.fr/ark:/12148/cb13324096b ]"
1824;41;1824/10/09;5132;199;BELLES-LETTRES;Poétique et Poésie;Français;Etudes grecques sur Virgile, ou recueil de tous les passages des poètes grecs, imités dans les Bucoliques, les Géorgiques et l'Enéide, avec le texte latin en regard et des rapprochemens littéraires. Par F. G. Eichoff, répétiteur à l'institution Massin. (Prospectus.);;;;Anonyme;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auguste Delalain;Paris;Auguste Delalain;Paris;;;;;;;;;;;;;;;;;"""L'ouvrage aura 3 volumes in-8°, chacun de 500 pages ; chaque volume formera une livraison. La première contiendra les six premiers chants de l'Eneide et sera mise en vente à la rentrée des colléges royaux.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Etudes+grecques+sur+Virgile&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=NRC;0;1;Delalain+Delalain&mots4=ALL;0;1;+ou+recueil+de+tous+les+passages+des+poètes+grecs,+imités+dans+les+Bucoliques,+les+Géorgiques+et+l'Enéide,+avec+le+texte+latin+en+regard+et+des+rapprochemens+littéraires.+Par+F.+G.+Eichoff,+répétiteur+à+l'institution+Massin.+Prospectus.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31591852x;"Virgile (0070-0019 av. J.-C.) [ https://catalogue.bnf.fr/ark:/12148/cb11887823w ];Eichhoff, Frédéric Gustave (1799-1875) [ https://catalogue.bnf.fr/ark:/12148/cb12034273s ]";
1824;41;1824/10/09;5136;210;BELLES-LETTRES;Poétique et Poésie;Portugais;Cantigas offerecidas aos moleques;;;http://ark.bnf.fr/ark:/12148/cb33278461t;Anonyme;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Boucher;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Cantigas+offerecidas&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=ALL;0;1;aos+moleques&facDocs=a&&pageRech=rav";;;
1824;41;1824/10/09;5138;210;BELLES-LETTRES;Poétique et Poésie;Anglais;Beauties of classical english poetry;;;http://ark.bnf.fr/ark:/12148/cb301265552;Compilation;;;;"Boniface;Stone";"http://ark.bnf.fr/ark:/12148/cb121709596;http://ark.bnf.fr/ark:/12148/cb106236887";7;;252;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Smith;Paris;Baudry;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Beauties+of&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;&mots3=NRC;0;1;Smith+Baudry&mots4=ALL;0;1;classical+english+poetry&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb301265552;"Boniface, Alexandre (1790-1841) [ https://catalogue.bnf.fr/ark:/12148/cb121709596 ];Stone, Samuel (professeur) [ https://catalogue.bnf.fr/ark:/12148/cb106236887 ]";
1824;41;1824/10/09;5140;195;BELLES-LETTRES;Langues;Français;Cours de thèmes grecs;Louis Vaucher, docteur ès-lettres;http://ark.bnf.fr/ark:/12148/cb10337087w;;;"Université;Métiers du livre";;;;http://ark.bnf.fr/ark:/12148/cb31548319c;20;3/4;332;2;16;in-8°;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;Paschoud;Genève;Paschoud;"Genève;Paris";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Cours+de&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Vaucher&mots3=NRC;0;1;Paschoud+Paschoud&mots4=ALL;0;1;thèmes+grecs&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31548319c;Vaucher, Louis (1799-1867) [ https://catalogue.bnf.fr/ark:/12148/cb10337087w ];
1824;42;1824/10/15;5142;226;BELLES-LETTRES;Polygraphes;Français;"Œuvres de Rabelais, édition variorum ; augmentée de pièces inédites, des Songes drolatiques de Pantagruel, ouvrage posthume, avec l'explication en regard, des remarques de Leduchat, de Bernier, de Lemotteux, de l'abbé de Marsy, de Voltaire, de Ginguené, etc., et d'un nouveau commentaire historique et philologique, par Esmangart et Eloi Johanneau. Tome V. (1823), Gravures. Cinquième et dernière livraison. - Songes drolatiques. Quatrième livraison.";Rabelais;http://ark.bnf.fr/ark:/12148/cb11920939s;http://ark.bnf.fr/ark:/12148/cb45916704p;Collectif;;;;"Leduchat;Bernier;Lemotteux;l'abbé de Marsy; Voltaire;Gingué;Esmangart;Eloi Johanneau";"[Leduchat];http://ark.bnf.fr/ark:/12148/cb12061474k;[Lemotteux];http://ark.bnf.fr/ark:/12148/cb12000750x;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb11904985h;http://ark.bnf.fr/ark:/12148/cb12002547z;http://ark.bnf.fr/ark:/12148/cb12216166n";32;1/2;520;;16;"in-4°;in-8";;"Gravures;2 planches (5e livraison);20 vignettes (4e livraison)";20;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Dalibon;Paris;;;;;;;;;;;;;;;;;"""Ces objets forment la cinquième livraison de l'édition. Voyez n. 1505.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+de+Rabelais&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Rabelais&mots3=NRC;0;1;Didot+aîné+Dalibon&mots4=ALL;0;1;+édition+variorum+;+augmentée+de+pièces+inédites,+des+Songes+drolatiques+de+Pantagruel,+ouvrage+posthume,+avec+l'explication+en+regard,+des+remarques+de+Leduchat,+de+Bernier,+de+Lemotteux,+de+l'abbé+de+Marsy,+de+Voltaire,+de+Ginguené,+etc.,+et+d'un+nouveau+commentaire+historique+et+philologique,+par+Esmangart+et+Eloi+Johanneau.+Tome+V.+1823,+Gravures.+Cinquième+et+dernière+livraison.+-+Songes+drolatiques.+Quatrième+livraison.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb459167009 , https://catalogue.bnf.fr/ark:/12148/cb45916701n , https://catalogue.bnf.fr/ark:/12148/cb459167020 , https://catalogue.bnf.fr/ark:/12148/cb45916703b , https://catalogue.bnf.fr/ark:/12148/cb45916704p , https://catalogue.bnf.fr/ark:/12148/cb459167051 , https://catalogue.bnf.fr/ark:/12148/cb45916706c , https://catalogue.bnf.fr/ark:/12148/cb45916707q , https://catalogue.bnf.fr/ark:/12148/cb459167082 , https://catalogue.bnf.fr/ark:/12148/cb31167451m;Rabelais, François (1494?-1553) [ https://catalogue.bnf.fr/ark:/12148/cb11920939s ];"Le Duchat, Jacob [ https://catalogue.bnf.fr/ark:/12148/cb16499674x ];Dalibon, François Denis [ https://catalogue.bnf.fr/ark:/12148/cb16499565p ]"
1824;42;1824/10/15;5147;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Pigault-Lebrun. Tome XVII;Pigault-Lebrun;http://ark.bnf.fr/ark:/12148/cb11919780n;http://ark.bnf.fr/ark:/12148/cb31110777d;;;;;;;41;3/4;668;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Barba;Paris;;;;;;;;;;;;;;;;;"""Ce volume contient l'Egoïsme et le Beau-père et le Gendre. Il est le XVIIe dans l'ordre de publication et forme la neuvième livraison.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+Pigault-Lebrun&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Pigault-Lebrun&mots3=NRC;0;1;Didot+Barba&mots4=ALL;0;1;++Tome+XVII&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31110777d;Pigault-Lebrun (1753-1835) [ https://catalogue.bnf.fr/ark:/12148/cb11919780n ];
